Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
95,Kofi Hughes,Indiana,Big Ten,11,43,639,14.9,3,,,,,43,639,14.9,3,kofi-hughes-1
96,Justin Collins,Western Michigan,MAC,10,27,401,14.9,5,,,,,27,401,14.9,5,justin-collins-2
97,Cobi Hamilton,Arkansas,SEC,12,90,1335,14.8,5,,,,,90,1335,14.8,5,cobi-hamilton-1
98,Justin Hunter,Tennessee,SEC,12,73,1083,14.8,9,,,,,73,1083,14.8,9,justin-hunter-1
99,Donte Moncrief,Ole Miss,SEC,13,66,979,14.8,10,,,,,66,979,14.8,10,donte-moncrief-1
100,Je'Ron Hamm,Louisiana-Monroe,Sun Belt,13,62,915,14.8,6,,,,,62,915,14.8,6,jeron-hamm-1
101,Chris Harper,Kansas State,Big 12,13,58,857,14.8,3,0,-7,,0,58,850,14.7,3,chris-harper-2
102,Chuck Jacobs,Utah State,WAC,13,41,608,14.8,5,3,-7,-2.3,0,44,601,13.7,5,chuck-jacobs-1
103,Johnathan Coleman,Boston College,ACC,12,33,489,14.8,4,2,2,1,0,35,491,14,4,johnathan-coleman-1
104,Josh Lenz,Iowa State,Big 12,10,31,459,14.8,6,,,,,31,459,14.8,6,josh-lenz-1
105,Shane Ros,Houston,CUSA,11,23,337,14.7,3,2,3,1.5,0,25,340,13.6,3,shane-ros-1
106,Marqise Lee,USC,Pac-12,13,118,1721,14.6,14,13,106,8.2,0,131,1827,13.9,14,marqise-lee-1
107,Shaquelle Evans,UCLA,Pac-12,14,60,877,14.6,3,2,6,3,0,62,883,14.2,3,shaquelle-evans-1
108,Nick Adams,UAB,CUSA,12,45,656,14.6,2,,,,,45,656,14.6,2,nick-adams-1
109,Rashawn Scott,Miami (FL),ACC,9,35,512,14.6,3,,,,,35,512,14.6,3,rashawn-scott-1
110,Phillip Dorsett,Miami (FL),ACC,12,58,842,14.5,4,5,8,1.6,0,63,850,13.5,4,phillip-dorsett-1
111,Jordan Taylor,Rice,CUSA,13,57,826,14.5,3,3,23,7.7,0,60,849,14.2,3,jordan-taylor-2
112,Tobias Palmer,North Carolina State,ACC,13,54,781,14.5,6,7,60,8.6,0,61,841,13.8,6,tobias-palmer-1
113,Evans Okotcha,UTSA,WAC,12,24,349,14.5,3,106,450,4.2,8,130,799,6.1,11,evans-okotcha-1
114,Martel Moore,Northern Illinois,MAC,14,75,1083,14.4,13,,,,,75,1083,14.4,13,martel-moore-1
115,Dri Archer,Kent State,MAC,14,39,561,14.4,4,159,1429,9,16,198,1990,10.1,20,dri-archer-1
116,Jalen Claiborne,Wyoming,MWC,12,34,490,14.4,5,1,-7,-7,0,35,483,13.8,5,jalen-claiborne-1
117,Malcolm Mitchell,Georgia,SEC,13,40,572,14.3,4,5,17,3.4,0,45,589,13.1,4,malcolm-mitchell-2
118,Ladarius Brown,TCU,Big 12,13,27,385,14.3,5,,,,,27,385,14.3,5,ladarius-brown-1
119,Stedman Bailey,West Virginia,Big 12,13,114,1622,14.2,25,2,13,6.5,0,116,1635,14.1,25,stedman-bailey-1
120,Tramaine Thompson,Kansas State,Big 12,13,37,526,14.2,4,3,0,0,0,40,526,13.2,4,tramaine-thompson-1
121,Jordan Matthews,Vanderbilt,SEC,13,94,1323,14.1,8,3,61,20.3,1,97,1384,14.3,9,jordan-matthews-1
122,Jamison Crowder,Duke,ACC,13,76,1074,14.1,8,3,13,4.3,0,79,1087,13.8,8,jamison-crowder-1
123,Kemonte Bateman,New Mexico State,WAC,12,50,707,14.1,5,,,,,50,707,14.1,5,kemonte-bateman-1
124,Bryan Underwood,North Carolina State,ACC,13,44,620,14.1,10,1,10,10,0,45,630,14,10,bryan-underwood-1
125,Daniel Spencer,Houston,CUSA,10,41,579,14.1,3,1,5,5,0,42,584,13.9,3,daniel-spencer-1
126,Garrett Hoskins,Eastern Michigan,MAC,12,38,537,14.1,3,,,,,38,537,14.1,3,garrett-hoskins-1
127,Brandon Felder,Penn State,Big Ten,12,31,437,14.1,1,,,,,31,437,14.1,1,brandon-felder-1
128,Dorial Green-Beckham,Missouri,SEC,11,28,395,14.1,5,5,16,3.2,0,33,411,12.5,5,dorial-green-beckham-1
129,Devante Davis,UNLV,MWC,13,61,854,14,4,,,,,61,854,14,4,devante-davis-1
130,D.J. Foster,Arizona State,Pac-12,13,38,533,14,4,102,493,4.8,2,140,1026,7.3,6,dj-foster-1
131,Drew Terrell,Stanford,Pac-12,14,33,463,14,4,,,,,33,463,14,4,drew-terrell-1
132,Kam Jones,UTSA,WAC,12,23,323,14,1,28,174,6.2,0,51,497,9.7,1,kam-jones-1
133,Geremy Davis,Connecticut,Big East,12,44,613,13.9,1,,,,,44,613,13.9,1,geremy-davis-1
134,Jordan James,Tulsa,CUSA,14,41,568,13.9,2,,,,,41,568,13.9,2,jordan-james-1
135,Sean Tapley,North Carolina,ACC,12,26,361,13.9,5,2,0,0,0,28,361,12.9,5,sean-tapley-1
136,Anthony Amos,Middle Tennessee State,Sun Belt,12,72,992,13.8,9,,,,,72,992,13.8,9,anthony-amos-1
137,Marcus Sales,Syracuse,Big East,13,64,882,13.8,8,1,0,0,0,65,882,13.6,8,marcus-sales-1
138,Joseph Fauria,UCLA,Pac-12,14,46,637,13.8,12,,,,,46,637,13.8,12,joseph-fauria-1
139,Sterling Shepard,Oklahoma,Big 12,13,45,621,13.8,3,2,19,9.5,0,47,640,13.6,3,sterling-shepard-1
140,Rodney Smith,Florida State,ACC,14,38,524,13.8,3,,,,,38,524,13.8,3,rodney-smith-1
141,Jerry Johnson,UCLA,Pac-12,13,31,428,13.8,1,,,,,31,428,13.8,1,jerry-johnson-1
142,Jerrod Dillard,Akron,MAC,11,29,401,13.8,9,,,,,29,401,13.8,9,jerrod-dillard-1
143,Justin Jones,East Carolina,CUSA,13,25,346,13.8,3,,,,,25,346,13.8,3,justin-jones-3
144,Randall Mackey,Ole Miss,SEC,13,25,346,13.8,1,79,325,4.1,4,104,671,6.5,5,randall-mackey-1
145,Markus Wheaton,Oregon State,Pac-12,13,91,1244,13.7,11,20,142,7.1,2,111,1386,12.5,13,markus-wheaton-1
146,Tyler Eifert,Notre Dame,Ind,13,50,685,13.7,4,,,,,50,685,13.7,4,tyler-eifert-1
147,Jarrod West,Syracuse,Big East,13,43,588,13.7,2,,,,,43,588,13.7,2,jarrod-west-1
148,Ivan Delgado,North Texas,Sun Belt,11,42,570,13.6,0,,,,,42,570,13.6,0,ivan-delgado-1
149,Dominic Rufran,Wyoming,MWC,12,39,529,13.6,5,,,,,39,529,13.6,5,dominic-rufran-1
150,Austin Hays,Oklahoma State,Big 12,10,29,394,13.6,2,,,,,29,394,13.6,2,austin-hays-1
151,Larry McDuffey,Houston,CUSA,9,28,382,13.6,4,2,-1,-0.5,0,30,381,12.7,4,larry-mcduffey-1
152,Christion Jones,Alabama,SEC,14,27,368,13.6,4,2,6,3,0,29,374,12.9,4,christion-jones-1
153,Mike Evans,Texas A&M,SEC,13,82,1105,13.5,5,,,,,82,1105,13.5,5,mike-evans-4
154,Josh Boyce,TCU,Big 12,13,66,891,13.5,7,3,6,2,1,69,897,13,8,josh-boyce-1
155,J.J. Worton,UCF,CUSA,14,44,594,13.5,5,1,15,15,0,45,609,13.5,5,jj-worton-1
156,Arceto Clark,Mississippi State,SEC,13,36,487,13.5,1,,,,,36,487,13.5,1,arceto-clark-1
157,Jaquon Robinson,Troy,Sun Belt,12,30,405,13.5,3,,,,,30,405,13.5,3,jaquon-robinson-2
158,Darnell Smith,North Texas,Sun Belt,11,28,379,13.5,2,,,,,28,379,13.5,2,darnell-smith-2
159,Quinton Patton,Louisiana Tech,WAC,12,104,1392,13.4,13,1,-5,-5,0,105,1387,13.2,13,quinton-patton-1
160,Devin Street,Pitt,Big East,13,73,975,13.4,5,3,30,10,0,76,1005,13.2,5,devin-street-1
161,Jalen Saunders,Oklahoma,Big 12,9,62,829,13.4,3,0,0,,0,62,829,13.4,3,jalen-saunders-1
162,Skye Dawson,TCU,Big 12,12,34,455,13.4,1,11,46,4.2,0,45,501,11.1,1,skye-dawson-1
163,Terrence Mitchell,South Florida,Big East,11,31,414,13.4,1,2,4,2,0,33,418,12.7,1,terrence-mitchell-1
164,E.J. Scott,Virginia,ACC,12,29,390,13.4,3,,,,,29,390,13.4,3,ej-scott-1
165,Jake McGee,Virginia,ACC,12,28,374,13.4,5,,,,,28,374,13.4,5,jake-mcgee-1
166,Kadron Boone,LSU,SEC,13,26,348,13.4,4,,,,,26,348,13.4,4,kadron-boone-1
167,Chris Gallon,Bowling Green State,MAC,13,54,720,13.3,6,,,,,54,720,13.3,6,chris-gallon-1
168,Zach Sudfeld,Nevada,MWC,13,45,598,13.3,8,0,0,,1,45,598,13.3,9,zach-sudfeld-1
169,Mark Harrison,Rutgers,Big East,13,44,583,13.3,6,,,,,44,583,13.3,6,mark-harrison-1
170,Josh Schaffer,Western Michigan,MAC,11,43,570,13.3,3,1,66,66,0,44,636,14.5,3,josh-schaffer-1
171,Chris Harper,California,Pac-12,12,41,544,13.3,2,3,5,1.7,1,44,549,12.5,3,chris-harper-3
172,Bobby Ratliff,Washington State,Pac-12,11,30,399,13.3,0,,,,,30,399,13.3,0,bobby-ratliff-1
173,Marquise Law,Colorado State,MWC,12,29,387,13.3,2,,,,,29,387,13.3,2,marquise-law-1
174,Allen Robinson,Penn State,Big Ten,12,77,1018,13.2,11,,,,,77,1018,13.2,11,allen-robinson-1
175,Dion Sims,Michigan State,Big Ten,12,36,475,13.2,2,,,,,36,475,13.2,2,dion-sims-1
176,D.J. Banks,Louisiana Tech,WAC,12,33,434,13.2,2,0,0,,0,33,434,13.2,2,dj-banks-1
177,Tracy Lampley,Southern Mississippi,CUSA,12,25,330,13.2,0,5,-8,-1.6,0,30,322,10.7,0,tracy-lampley-1
178,Michael Smith,Connecticut,Big East,12,31,407,13.1,1,1,3,3,0,32,410,12.8,1,michael-smith-1
179,Greg Dent,Florida State,ACC,14,27,355,13.1,2,1,1,1,0,28,356,12.7,2,greg-dent-1
180,Jacob Pedersen,Wisconsin,Big Ten,14,27,355,13.1,4,1,10,10,0,28,365,13,4,jacob-pedersen-1
181,Marquise Goodwin,Texas,Big 12,13,26,340,13.1,3,13,140,10.8,3,39,480,12.3,6,marquise-goodwin-1
182,Alan Cross,Memphis,CUSA,12,23,301,13.1,5,2,0,0,0,25,301,12,5,alan-cross-2
183,Zach Ertz,Stanford,Pac-12,14,69,898,13,6,,,,,69,898,13,6,zach-ertz-1
184,Rashad Greene,Florida State,ACC,14,57,741,13,6,4,30,7.5,1,61,771,12.6,7,rashad-greene-1
185,T.J. Jones,Notre Dame,Ind,13,50,649,13,4,1,8,8,0,51,657,12.9,4,tj-jones-2
186,Der'Rikk Thompson,SMU,CUSA,13,41,535,13,4,,,,,41,535,13,4,derrikk-thompson-1
187,Jamal Turner,Nebraska,Big Ten,14,32,417,13,3,4,1,0.3,0,36,418,11.6,3,jamal-turner-1
188,Victor Dean,Fresno State,MWC,9,30,389,13,2,,,,,30,389,13,2,victor-dean-1
189,Davante Adams,Fresno State,MWC,13,102,1312,12.9,14,,,,,102,1312,12.9,14,davante-adams-1
190,Willie Snead,Ball State,MAC,13,89,1148,12.9,9,,,,,89,1148,12.9,9,willie-snead-3
191,Willie McNeal,Western Kentucky,Sun Belt,13,43,556,12.9,6,3,5,1.7,0,46,561,12.2,6,willie-mcneal-1
192,Gavin Escobar,San Diego State,MWC,13,42,543,12.9,6,2,7,3.5,0,44,550,12.5,6,gavin-escobar-1
193,Vince Sanders,Ole Miss,SEC,13,39,504,12.9,4,,,,,39,504,12.9,4,vince-sanders-1
194,Wes Saxton,South Alabama,Sun Belt,13,26,336,12.9,1,,,,,26,336,12.9,1,wes-saxton-1
195,Eric Ward,Texas Tech,Big 12,12,82,1053,12.8,12,2,6,3,0,84,1059,12.6,12,eric-ward-1
196,Nick Harwell,Miami (OH),MAC,9,68,870,12.8,8,3,3,1,0,71,873,12.3,8,nick-harwell-1
197,Harry Peoples,Louisiana,Sun Belt,12,64,817,12.8,5,14,72,5.1,1,78,889,11.4,6,harry-peoples-1
198,Myles White,Louisiana Tech,WAC,12,56,718,12.8,6,,,,,56,718,12.8,6,myles-white-2
199,Chandler Jones,San Jose State,WAC,13,54,691,12.8,11,5,67,13.4,0,59,758,12.8,11,chandler-jones-1
200,Bennie Fowler,Michigan State,Big Ten,13,41,524,12.8,4,3,14,4.7,0,44,538,12.2,4,bennie-fowler-1
201,Billy Ray Stutzmann,Hawaii,MWC,10,35,447,12.8,0,,,,,35,447,12.8,0,billy-ray-stutzmann-1
202,Tyler McCulloch,Colorado,Pac-12,12,34,436,12.8,2,,,,,34,436,12.8,2,tyler-mcculloch-1
203,Hunter Lee,Louisiana Tech,WAC,12,31,398,12.8,2,31,162,5.2,3,62,560,9,5,hunter-lee-1
204,Ryan Swope,Texas A&M,SEC,13,72,913,12.7,8,1,-2,-2,0,73,911,12.5,8,ryan-swope-1
205,Quinshad Davis,North Carolina,ACC,12,61,776,12.7,5,,,,,61,776,12.7,5,quinshad-davis-1
206,Dan Buckner,Arizona,Pac-12,13,61,773,12.7,5,0,0,,0,61,773,12.7,5,dan-buckner-1
207,Terence Davis,Wake Forest,ACC,11,43,544,12.7,2,2,0,0,0,45,544,12.1,2,terence-davis-1
208,Ryan Lankford,Illinois,Big Ten,11,37,469,12.7,5,5,7,1.4,0,42,476,11.3,5,ryan-lankford-1
209,Vance McDonald,Rice,CUSA,10,36,458,12.7,2,3,20,6.7,0,39,478,12.3,2,vance-mcdonald-1
210,Byron Hankerson,Florida Atlantic,Sun Belt,12,27,344,12.7,2,,,,,27,344,12.7,2,byron-hankerson-1
211,Ernst Brun,Iowa State,Big 12,13,26,330,12.7,6,,,,,26,330,12.7,6,ernst-brun-1
212,Bernard Reedy,Toledo,MAC,13,88,1113,12.6,6,13,63,4.8,0,101,1176,11.6,6,bernard-reedy-1
213,Justin Hardy,East Carolina,CUSA,13,88,1105,12.6,11,,,,,88,1105,12.6,11,justin-hardy-1
214,Conner Vernon,Duke,ACC,13,85,1074,12.6,8,3,-2,-0.7,0,88,1072,12.2,8,conner-vernon-1
215,Keyarris Garrett,Tulsa,CUSA,14,67,845,12.6,9,,,,,67,845,12.6,9,keyarris-garrett-1
216,Damian Copeland,Louisville,Big East,13,50,628,12.6,2,1,3,3,0,51,631,12.4,2,damian-copeland-1
217,Kyle Carter,Penn State,Big Ten,9,36,453,12.6,2,,,,,36,453,12.6,2,kyle-carter-1
218,Connor Hamlett,Oregon State,Pac-12,13,32,403,12.6,3,,,,,32,403,12.6,3,connor-hamlett-1
219,Aaron Burbridge,Michigan State,Big Ten,10,29,364,12.6,2,1,4,4,0,30,368,12.3,2,aaron-burbridge-1
220,Cody Hoffman,Brigham Young,Ind,13,100,1248,12.5,11,,,,,100,1248,12.5,11,cody-hoffman-1
221,Richy Turner,Nevada,MWC,13,60,752,12.5,3,1,27,27,0,61,779,12.8,3,richy-turner-1
222,Jaxon Shipley,Texas,Big 12,13,59,737,12.5,6,8,53,6.6,0,67,790,11.8,6,jaxon-shipley-1
223,Dominique Terrell,Virginia,ACC,12,38,475,12.5,0,,,,,38,475,12.5,0,dominique-terrell-1
224,Phillips,Connecticut,Big East,,32,399,12.5,1,0,0,,0,32,399,12.5,1,phillips-3
225,Shakim Phillips,Connecticut,Big East,12,32,399,12.5,1,,,,,32,399,12.5,1,shakim-phillips-2
226,Quincy McDuffie,UCF,CUSA,14,28,350,12.5,3,19,170,8.9,3,47,520,11.1,6,quincy-mcduffie-1
227,Donte Moore,Rice,CUSA,13,26,326,12.5,4,1,9,9,1,27,335,12.4,5,donte-moore-1
228,Sammy Watkins,Clemson,ACC,10,57,708,12.4,3,14,97,6.9,1,71,805,11.3,4,sammy-watkins-1
229,Lanear Sampson,Baylor,Big 12,13,52,646,12.4,6,,,,,52,646,12.4,6,lanear-sampson-1
230,Jordan Reed,Florida,SEC,13,45,559,12.4,3,,,,,45,559,12.4,3,jordan-reed-1
231,Andy Erickson,Texas State,WAC,11,39,482,12.4,3,1,1,1,0,40,483,12.1,3,andy-erickson-1
232,Keenan Holman,SMU,CUSA,12,25,311,12.4,2,,,,,25,311,12.4,2,keenan-holman-1
233,Austin Seferian-Jenkins,Washington,Pac-12,13,69,852,12.3,7,,,,,69,852,12.3,7,austin-seferian-jenkins-1
234,Darius Johnson,SMU,CUSA,11,64,787,12.3,5,,,,,64,787,12.3,5,darius-johnson-2
235,Keith Mumphery,Michigan State,Big Ten,13,42,515,12.3,1,6,38,6.3,0,48,553,11.5,1,keith-mumphery-1
