Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
27,KJ Hamler,Penn State,Big Ten,13,42,754,18,5,4,44,11,1,46,798,17.3,6,kj-hamler-1
28,CeeDee Lamb,Oklahoma,Big 12,14,65,1158,17.8,11,0,0,,0,65,1158,17.8,11,ceedee-lamb-1
29,Jamal Custis,Syracuse,ACC,13,51,906,17.8,6,1,-5,-5,0,52,901,17.3,6,jamal-custis-1
30,Anthony Johnson,Buffalo,MAC,12,57,1011,17.7,11,0,0,,0,57,1011,17.7,11,anthony-johnson-13
31,Marquise Brown,Oklahoma,Big 12,12,75,1318,17.6,10,2,0,0,0,77,1318,17.1,10,marquise-brown-1
32,Corey Sutton,Appalachian State,Sun Belt,13,44,773,17.6,10,0,0,,0,44,773,17.6,10,corey-sutton-2
33,Aaren Vaughns,Utah State,MWC,13,33,581,17.6,5,12,100,8.3,0,45,681,15.1,5,aaren-vaughns-1
34,Matt Bushman,Brigham Young,Ind,11,29,511,17.6,2,0,0,,0,29,511,17.6,2,matt-bushman-1
35,Darnell Salomon,South Florida,American,8,25,440,17.6,4,0,0,,0,25,440,17.6,4,darnell-salomon-1
36,McLane Mannix,Nevada,MWC,12,50,875,17.5,7,3,25,8.3,0,53,900,17,7,mclane-mannix-1
37,Tylan Wallace,Oklahoma State,Big 12,13,86,1491,17.3,12,1,6,6,1,87,1497,17.2,13,tylan-wallace-1
38,Jace Sternberger,Texas A&M,SEC,13,48,832,17.3,10,1,4,4,0,49,836,17.1,10,jace-sternberger-1
39,Keith Corbin,Houston,American,12,40,691,17.3,10,4,5,1.3,0,44,696,15.8,10,keith-corbin-1
40,Travis Fulgham,Old Dominion,CUSA,12,63,1083,17.2,9,0,0,,0,63,1083,17.2,9,travis-fulgham-1
41,Marcus Green,Louisiana-Monroe,Sun Belt,12,50,855,17.1,8,20,193,9.7,1,70,1048,15,9,marcus-green-6
42,Brycen Hopkins,Purdue,Big Ten,12,34,583,17.1,2,0,0,,0,34,583,17.1,2,brycen-hopkins-1
43,Gary Jennings,West Virginia,Big 12,11,54,917,17,13,0,0,,0,54,917,17,13,gary-jennings-1
44,JoJo Ward,Hawaii,MWC,14,51,865,17,9,0,0,,0,51,865,17,9,jojo-ward-1
45,C.J. Worton,Florida International,CUSA,13,37,627,16.9,6,0,0,,0,37,627,16.9,6,cj-worton-1
46,Chatarius Atwell,Louisville,ACC,10,24,406,16.9,2,1,-5,-5,0,25,401,16,2,chatarius-atwell-1
47,JJ Arcega-Whiteside,Stanford,Pac-12,12,63,1059,16.8,14,0,0,,0,63,1059,16.8,14,jj-arcega-whiteside-1
48,K.J. Osborn,Buffalo,MAC,13,53,892,16.8,7,5,16,3.2,0,58,908,15.7,7,kj-osborn-1
49,Colby Parkinson,Stanford,Pac-12,13,29,485,16.7,7,0,0,,0,29,485,16.7,7,colby-parkinson-1
50,Terry Wright,Purdue,Big Ten,9,28,468,16.7,5,1,1,1,1,29,469,16.2,6,terry-wright-2
51,Andy Isabella,Massachusetts,Ind,12,102,1698,16.6,13,11,79,7.2,1,113,1777,15.7,14,andy-isabella-1
52,Nico Collins,Michigan,Big Ten,13,38,632,16.6,6,0,0,,0,38,632,16.6,6,nico-collins-1
53,La'Michael Pettway,Arkansas,SEC,11,30,499,16.6,4,0,0,,0,30,499,16.6,4,lamichael-pettway-1
54,Terren Encalade,Tulane,American,13,44,727,16.5,5,5,56,11.2,0,49,783,16,5,terren-encalade-1
55,DeVonta Smith,Alabama,SEC,13,42,693,16.5,6,0,0,,0,42,693,16.5,6,devonta-smith-1
56,Andre Wilson,UAB,CUSA,14,32,529,16.5,5,7,104,14.9,1,39,633,16.2,6,andre-wilson-1
57,Anthony Ratliff-Williams,North Carolina,ACC,11,42,689,16.4,2,11,83,7.5,1,53,772,14.6,3,anthony-ratliff-williams-1
58,Osirus Mitchell,Mississippi State,SEC,10,26,427,16.4,4,0,0,,0,26,427,16.4,4,osirus-mitchell-1
59,Damonte Coxie,Memphis,American,14,72,1174,16.3,7,0,0,,0,72,1174,16.3,7,damonte-coxie-1
60,Kwadarrius Smith,Akron,MAC,11,33,538,16.3,3,8,24,3,0,41,562,13.7,3,kwadarrius-smith-1
61,A.J. Taylor,Wisconsin,Big Ten,11,32,521,16.3,3,0,0,,0,32,521,16.3,3,aj-taylor-1
62,Dalton Schoen,Kansas State,Big 12,11,32,520,16.3,2,0,0,,0,32,520,16.3,2,dalton-schoen-1
63,John Hightower,Boise State,MWC,9,31,504,16.3,6,8,163,20.4,2,39,667,17.1,8,john-hightower-1
64,Scott Miller,Bowling Green State,MAC,11,71,1148,16.2,9,4,16,4,0,75,1164,15.5,9,scott-miller-3
65,Justin Jefferson,LSU,SEC,13,54,875,16.2,6,5,26,5.2,0,59,901,15.3,6,justin-jefferson-1
66,Isaac Zico,Purdue,Big Ten,12,46,743,16.2,6,0,0,,0,46,743,16.2,6,isaac-zico-1
67,Caleb Wilson,UCLA,Pac-12,11,60,965,16.1,4,1,4,4,0,61,969,15.9,4,caleb-wilson-2
68,Henry Ruggs III,Alabama,SEC,14,46,741,16.1,11,0,0,,0,46,741,16.1,11,henry-ruggs-iii-1
69,Irv Smith Jr,Alabama,SEC,15,44,710,16.1,7,0,0,,0,44,710,16.1,7,irv-smith-jr-1
70,Jeff Thomas,Miami (FL),ACC,11,35,563,16.1,3,1,19,19,0,36,582,16.2,3,jeff-thomas-6
71,Zach Gentry,Michigan,Big Ten,12,32,514,16.1,2,0,0,,0,32,514,16.1,2,zach-gentry-2
72,Jamire Jordan,Fresno State,MWC,14,27,434,16.1,3,0,0,,0,27,434,16.1,3,jamire-jordan-1
73,Antoine Wesley,Texas Tech,Big 12,12,88,1410,16,9,1,-2,-2,0,89,1408,15.8,9,antoine-wesley-1
74,Dredrick Snelson,UCF,American,12,43,688,16,5,1,4,4,0,44,692,15.7,5,dredrick-snelson-1
75,Marquez Callaway,Tennessee,SEC,11,37,592,16,2,0,0,,0,37,592,16,2,marquez-callaway-1
76,Jacquez Sloan,Western Kentucky,CUSA,9,31,495,16,0,2,4,2,0,33,499,15.1,0,jacquez-sloan-1
77,Chris Autman-Bell,Minnesota,Big Ten,12,28,449,16,0,0,0,,0,28,449,16,0,chris-autman-bell-1
78,Keith Gavin,Florida State,ACC,9,26,415,16,1,0,0,,0,26,415,16,1,keith-gavin-1
79,Papi White,Ohio,MAC,13,62,987,15.9,9,3,24,8,1,65,1011,15.6,10,papi-white-1
80,Tee Higgins,Clemson,ACC,15,59,936,15.9,12,0,0,,0,59,936,15.9,12,tee-higgins-1
81,Tyron Johnson,Oklahoma State,Big 12,13,53,845,15.9,7,1,1,1,1,54,846,15.7,8,tyron-johnson-1
82,Johnnie Dixon,Ohio State,Big Ten,13,42,669,15.9,8,0,0,,0,42,669,15.9,8,johnnie-dixon-1
83,Kobay White,Boston College,ACC,12,33,526,15.9,3,5,0,0,0,38,526,13.8,3,kobay-white-1
84,Dillon Mitchell,Oregon,Pac-12,13,75,1184,15.8,10,1,5,5,0,76,1189,15.6,10,dillon-mitchell-1
85,Ty Jones,Washington,Pac-12,13,31,491,15.8,6,0,0,,0,31,491,15.8,6,ty-jones-3
86,Damon Hazelton Jr,Virginia Tech,ACC,13,51,802,15.7,8,1,4,4,0,52,806,15.5,8,damon-hazelton-jr-1
87,Jalen Greene,Utah State,MWC,11,44,689,15.7,6,0,0,,0,44,689,15.7,6,jalen-greene-1
88,Damion Willis,Troy,Sun Belt,11,56,876,15.6,10,0,0,,0,56,876,15.6,10,damion-willis-1
89,A.J. Brown,Ole Miss,SEC,12,85,1320,15.5,6,0,0,,0,85,1320,15.5,6,aj-brown-3
90,Jared Pinkney,Vanderbilt,SEC,13,50,774,15.5,7,0,0,,0,50,774,15.5,7,jared-pinkney-1
91,Diontae Johnson,Toledo,MAC,13,49,761,15.5,8,2,17,8.5,0,51,778,15.3,8,diontae-johnson-1
92,T.J. Hockenson,Iowa,Big Ten,13,49,760,15.5,6,1,4,4,1,50,764,15.3,7,tj-hockenson-1
93,Mecole Hardman,Georgia,SEC,14,35,543,15.5,7,5,36,7.2,0,40,579,14.5,7,mecole-hardman-1
94,Jalen Knox,Missouri,SEC,10,27,419,15.5,3,3,11,3.7,0,30,430,14.3,3,jalen-knox-1
95,Bryan Edwards,South Carolina,SEC,13,55,846,15.4,7,0,0,,0,55,846,15.4,7,bryan-edwards-1
96,Gabriel Davis,UCF,American,12,53,815,15.4,7,0,0,,0,53,815,15.4,7,gabriel-davis-1
97,Reggie Roberson Jr.,SMU,American,10,52,802,15.4,6,3,10,3.3,0,55,812,14.8,6,reggie-roberson-jr-1
98,Malcolm Williams,Coastal Carolina,Sun Belt,11,47,724,15.4,5,10,22,2.2,1,57,746,13.1,6,malcolm-williams-4
99,Courtney Lark,Houston,American,9,35,539,15.4,5,0,0,,0,35,539,15.4,5,courtney-lark-1
100,Delane Hart-Johnson,New Mexico,MWC,11,33,507,15.4,5,0,0,,0,33,507,15.4,5,delane-hart-johnson-1
101,Adrian Hardy,Louisiana Tech,CUSA,13,75,1145,15.3,6,0,0,,0,75,1145,15.3,6,adrian-hardy-1
102,A.J. Richardson,Boise State,MWC,13,54,825,15.3,8,0,0,,0,54,825,15.3,8,aj-richardson-1
103,Jaylen Smith,Louisville,ACC,12,36,550,15.3,1,0,0,,0,36,550,15.3,1,jaylen-smith-1
104,Felton Davis III,Michigan State,Big Ten,6,31,474,15.3,4,2,50,25,1,33,524,15.9,5,felton-davis-iii-1
105,Ky'Jon Tyler,Coastal Carolina,Sun Belt,11,26,397,15.3,2,3,44,14.7,1,29,441,15.2,3,kyjon-tyler-1
106,Trevon Brown,East Carolina,American,12,74,1123,15.2,9,1,-2,-2,0,75,1121,14.9,9,trevon-brown-1
107,David Sills,West Virginia,Big 12,12,65,986,15.2,15,0,14,,0,65,1000,15.4,15,david-sills-1
108,Marcus Simms,West Virginia,Big 12,11,46,699,15.2,2,1,5,5,0,47,704,15,2,marcus-simms-1
109,Ja'Marcus Bradley,Louisiana,Sun Belt,14,40,608,15.2,10,1,5,5,0,41,613,15,10,jamarcus-bradley-1
110,James Price,Wyoming,MWC,10,26,395,15.2,1,2,10,5,0,28,405,14.5,1,james-price-3
111,John Ursua,Hawaii,MWC,13,89,1343,15.1,16,2,4,2,1,91,1347,14.8,17,john-ursua-1
112,Aaron Fuller,Washington,Pac-12,14,58,874,15.1,4,0,0,,0,58,874,15.1,4,aaron-fuller-1
113,Kyle Buss,Connecticut,American,11,32,482,15.1,3,0,0,,0,32,482,15.1,3,kyle-buss-1
114,Tyler Johnson,Minnesota,Big Ten,13,78,1169,15,12,0,0,,0,78,1169,15,12,tyler-johnson-6
115,Rico Bussey Jr.,North Texas,CUSA,12,68,1017,15,12,0,0,,0,68,1017,15,12,rico-bussey-jr-1
116,Shi Smith,South Carolina,SEC,11,45,673,15,4,0,0,,0,45,673,15,4,shi-smith-1
117,Kawaan Baker,South Alabama,Sun Belt,12,33,494,15,4,59,251,4.3,9,92,745,8.1,13,kawaan-baker-1
118,Sadiq Palmer,Massachusetts,Ind,10,28,419,15,2,0,0,,0,28,419,15,2,sadiq-palmer-1
119,N'Keal Harry,Arizona State,Pac-12,12,73,1088,14.9,9,7,10,1.4,1,80,1098,13.7,10,nkeal-harry-1
120,Jalen Guyton,North Texas,CUSA,13,54,805,14.9,6,0,0,,0,54,805,14.9,6,jalen-guyton-1
121,Isaiah Hodgins,Oregon State,Pac-12,11,59,876,14.8,5,0,0,,0,59,876,14.8,5,isaiah-hodgins-1
122,Miles Boykin,Notre Dame,Ind,13,59,872,14.8,8,0,0,,0,59,872,14.8,8,miles-boykin-1
123,Darren Woods Jr,UNLV,MWC,8,24,355,14.8,5,0,0,,0,24,355,14.8,5,darren-woods-jr-1
124,Jalen Reagor,TCU,Big 12,13,72,1061,14.7,9,13,170,13.1,2,85,1231,14.5,11,jalen-reagor-1
125,Olabisi Johnson,Colorado State,MWC,11,54,796,14.7,4,0,0,,0,54,796,14.7,4,olabisi-johnson-1
126,Harrison Bryant,Florida Atlantic,CUSA,12,45,662,14.7,4,1,2,2,0,46,664,14.4,4,harrison-bryant-1
127,Maurice Ffrench,Pitt,ACC,14,35,515,14.7,6,19,164,8.6,2,54,679,12.6,8,maurice-ffrench-1
128,Jonah Morris,Akron,MAC,9,26,381,14.7,1,1,1,1,0,27,382,14.1,1,jonah-morris-1
129,Kelvin Harmon,North Carolina State,ACC,12,81,1186,14.6,7,0,0,,0,81,1186,14.6,7,kelvin-harmon-1
130,Antonio Gandy-Golden,Liberty,Ind,11,71,1037,14.6,10,0,0,,0,71,1037,14.6,10,antonio-gandy-golden-1
131,Alex Bachman,Wake Forest,ACC,11,37,541,14.6,6,0,0,,0,37,541,14.6,6,alex-bachman-1
132,RJ Turner,Louisiana-Monroe,Sun Belt,11,36,526,14.6,1,0,0,,0,36,526,14.6,1,rj-turner-1
133,Jauan Jennings,Tennessee,SEC,11,30,438,14.6,3,0,0,,0,30,438,14.6,3,jauan-jennings-1
134,Collin Johnson,Texas,Big 12,13,68,985,14.5,7,0,0,,0,68,985,14.5,7,collin-johnson-2
135,Omar Bayless,Arkansas State,Sun Belt,12,39,566,14.5,2,0,0,,0,39,566,14.5,2,omar-bayless-1
136,Sean Modster,Boise State,MWC,13,68,978,14.4,8,0,0,,0,68,978,14.4,8,sean-modster-1
137,Riley Miller,Ball State,MAC,12,61,878,14.4,7,0,0,,0,61,878,14.4,7,riley-miller-1
138,Denzel Mims,Baylor,Big 12,12,55,794,14.4,8,0,0,,0,55,794,14.4,8,denzel-mims-1
139,Van Jefferson,Florida,SEC,11,35,503,14.4,6,0,0,,0,35,503,14.4,6,van-jefferson-1
140,Brandon Aiyuk,Arizona State,Pac-12,13,33,474,14.4,3,0,0,,0,33,474,14.4,3,brandon-aiyuk-1
141,Stanley Morgan Jr.,Nebraska,Big Ten,12,70,1004,14.3,7,1,4,4,0,71,1008,14.2,7,stanley-morgan-jr-1
142,Isaac Nauta,Georgia,SEC,14,30,430,14.3,3,0,31,,1,30,461,15.4,4,isaac-nauta-1
143,Deebo Samuel,South Carolina,SEC,12,62,882,14.2,11,8,26,3.3,0,70,908,13,11,deebo-samuel-1
144,Jayden Reed,Western Michigan,MAC,12,56,797,14.2,8,1,-9,-9,0,57,788,13.8,8,jayden-reed-1
145,Sage Surratt,Wake Forest,ACC,10,41,581,14.2,4,0,0,,0,41,581,14.2,4,sage-surratt-1
146,Chris Platt,Baylor,Big 12,12,36,511,14.2,1,2,31,15.5,0,38,542,14.3,1,chris-platt-1
147,Pat Freiermuth,Penn State,Big Ten,12,26,368,14.2,8,0,0,,0,26,368,14.2,8,pat-freiermuth-1
148,KeeSean Johnson,Fresno State,MWC,14,95,1340,14.1,8,4,14,3.5,0,99,1354,13.7,8,keesean-johnson-1
149,Jonathan Duhart,Old Dominion,CUSA,12,74,1045,14.1,9,0,0,,0,74,1045,14.1,9,jonathan-duhart-1
150,Tyre Brady,Marshall,CUSA,13,71,1002,14.1,9,1,14,14,0,72,1016,14.1,9,tyre-brady-1
151,Andre Williams,Akron,MAC,11,46,649,14.1,6,1,4,4,0,47,653,13.9,6,andre-williams-5
152,Aaron Cephus,Rice,CUSA,11,40,565,14.1,5,0,0,,0,40,565,14.1,5,aaron-cephus-1
153,Taj Harris,Syracuse,ACC,11,40,565,14.1,3,0,0,,0,40,565,14.1,3,taj-harris-1
154,Tre Nixon,UCF,American,11,40,562,14.1,4,0,0,,0,40,562,14.1,4,tre-nixon-1
155,Cornelius McCoy,Georgia State,Sun Belt,12,35,495,14.1,1,0,0,,0,35,495,14.1,1,cornelius-mccoy-1
156,KaVontae Turpin,TCU,Big 12,7,29,410,14.1,3,4,32,8,0,33,442,13.4,3,kavontae-turpin-1
157,Trevon Wesco,West Virginia,Big 12,10,26,366,14.1,1,1,3,3,0,27,369,13.7,1,trevon-wesco-1
158,Juwan Johnson,Penn State,Big Ten,10,25,352,14.1,1,0,0,,0,25,352,14.1,1,juwan-johnson-1
159,Preston Williams,Colorado State,MWC,12,96,1345,14,14,4,13,3.3,0,100,1358,13.6,14,preston-williams-4
160,Jamarius Way,South Alabama,Sun Belt,12,61,855,14,8,1,1,1,0,62,856,13.8,8,jamarius-way-1
161,Kahlil Lewis,Cincinnati,American,13,56,782,14,9,1,11,11,1,57,793,13.9,10,kahlil-lewis-1
162,Jack Sorenson,Miami (OH),MAC,12,53,742,14,2,0,0,,0,53,742,14,2,jack-sorenson-1
163,Nick Westbrook,Indiana,Big Ten,12,42,590,14,4,0,0,,0,42,590,14,4,nick-westbrook-1
164,Keylon Stokes,Tulsa,American,12,41,575,14,2,15,104,6.9,2,56,679,12.1,4,keylon-stokes-1
165,Andrew Meyer,Ohio,MAC,11,36,505,14,5,0,0,,0,36,505,14,5,andrew-meyer-1
166,Collin Lisa,UAB,CUSA,13,33,462,14,1,0,0,,0,33,462,14,1,collin-lisa-1
167,Trevon Grimes,Florida,SEC,12,26,364,14,2,0,0,,0,26,364,14,2,trevon-grimes-1
168,Camron Buckley,Texas A&M,SEC,13,34,474,13.9,1,0,0,,0,34,474,13.9,1,camron-buckley-1
169,Trey Hartley,San Jose State,MWC,11,32,446,13.9,3,1,-10,-10,0,33,436,13.2,3,trey-hartley-1
170,Cameron Odom,Ohio,MAC,12,30,418,13.9,2,0,0,,0,30,418,13.9,2,cameron-odom-1
171,Nyqwan Murray,Florida State,ACC,12,54,744,13.8,3,5,4,0.8,0,59,748,12.7,3,nyqwan-murray-1
172,Rashod Bateman,Minnesota,Big Ten,13,51,704,13.8,6,0,0,,0,51,704,13.8,6,rashod-bateman-1
173,Nykeim Johnson,Syracuse,ACC,12,41,565,13.8,4,4,9,2.3,0,45,574,12.8,4,nykeim-johnson-1
174,Lil'Jordan Humphrey,Texas,Big 12,14,86,1176,13.7,9,6,25,4.2,1,92,1201,13.1,10,liljordan-humphrey-1
175,Jalen Hurd,Baylor,Big 12,12,69,946,13.7,4,48,209,4.4,3,117,1155,9.9,7,jalen-hurd-1
176,Penny Hart,Georgia State,Sun Belt,12,49,669,13.7,2,4,-10,-2.5,0,53,659,12.4,2,penny-hart-1
177,Branden Mack,Temple,American,12,44,601,13.7,5,0,0,,0,44,601,13.7,5,branden-mack-1
178,B.J. Farrow,Liberty,Ind,11,40,546,13.7,5,1,-8,-8,0,41,538,13.1,5,bj-farrow-1
179,Marquez Stevenson,Houston,American,13,75,1019,13.6,9,14,126,9,2,89,1145,12.9,11,marquez-stevenson-1
180,Dez Fitzpatrick,Louisville,ACC,11,31,422,13.6,3,0,0,,0,31,422,13.6,3,dez-fitzpatrick-1
181,Tyleek Collins,UNLV,MWC,12,31,422,13.6,6,12,104,8.7,1,43,526,12.2,7,tyleek-collins-1
182,DaMarkus Lodge,Ole Miss,SEC,11,65,877,13.5,4,0,0,,0,65,877,13.5,4,damarkus-lodge-1
183,Ventell Bryant,Temple,American,13,51,690,13.5,3,3,12,4,0,54,702,13,3,ventell-bryant-1
184,Cody Thompson,Toledo,MAC,13,48,647,13.5,10,0,0,,0,48,647,13.5,10,cody-thompson-1
185,Kaden Smith,Stanford,Pac-12,9,47,635,13.5,2,0,0,,0,47,635,13.5,2,kaden-smith-1
186,Michael Lawrence,North Texas,CUSA,13,32,433,13.5,2,0,0,,0,32,433,13.5,2,michael-lawrence-1
187,Chris Taylor,Duke,ACC,13,31,419,13.5,3,0,0,,0,31,419,13.5,3,chris-taylor-4
188,Jovon Durante,Florida Atlantic,CUSA,12,65,873,13.4,5,8,50,6.3,0,73,923,12.6,5,jovon-durante-1
189,Dezmon Patmon,Washington State,Pac-12,13,61,816,13.4,5,0,0,,0,61,816,13.4,5,dezmon-patmon-1
190,Theo Howard,UCLA,Pac-12,12,51,677,13.3,4,3,26,8.7,0,54,703,13,4,theo-howard-1
191,Mike Carrigan,Kent State,MAC,12,45,597,13.3,5,0,0,,0,45,597,13.3,5,mike-carrigan-1
192,Eric Kumah,Virginia Tech,ACC,12,42,559,13.3,7,1,0,0,0,43,559,13,7,eric-kumah-1
193,Devin Duvernay,Texas,Big 12,14,41,546,13.3,4,1,10,10,0,42,556,13.2,4,devin-duvernay-1
194,Noah Fant,Iowa,Big Ten,12,39,519,13.3,7,2,1,0.5,0,41,520,12.7,7,noah-fant-1
195,Drew Dan,New Mexico State,Ind,12,37,491,13.3,3,0,0,,0,37,491,13.3,3,drew-dan-1
196,CJ O'Grady,Arkansas,SEC,8,30,400,13.3,6,0,0,,0,30,400,13.3,6,cj-ogrady-1
197,Victor Tucker,Charlotte,CUSA,11,54,712,13.2,2,0,0,,0,54,712,13.2,2,victor-tucker-1
198,Cody White,Michigan State,Big Ten,9,42,555,13.2,2,1,22,22,1,43,577,13.4,3,cody-white-3
199,Josh Hammond,Florida,SEC,12,28,369,13.2,4,2,32,16,1,30,401,13.4,5,josh-hammond-1
200,Keishawn Watson,Western Michigan,MAC,11,25,330,13.2,2,0,0,,0,25,330,13.2,2,keishawn-watson-1
201,DeAndre Thompkins,Penn State,Big Ten,12,25,329,13.2,2,0,0,,0,25,329,13.2,2,deandre-thompkins-1
202,Seth Dawkins,Louisville,ACC,11,25,329,13.2,1,0,0,,0,25,329,13.2,1,seth-dawkins-1
203,Romeo Doubs,Nevada,MWC,13,43,562,13.1,2,0,0,,0,43,562,13.1,2,romeo-doubs-1
204,Ty Fryfogle,Indiana,Big Ten,12,29,381,13.1,3,0,0,,0,29,381,13.1,3,ty-fryfogle-1
205,Taivon Jacobs,Maryland,Big Ten,12,25,328,13.1,2,12,38,3.2,0,37,366,9.9,2,taivon-jacobs-1
206,Armani Levias,Marshall,CUSA,12,25,327,13.1,3,0,0,,0,25,327,13.1,3,armani-levias-1
207,Ja'Deion High,Texas Tech,Big 12,12,62,804,13,4,0,0,,0,62,804,13,4,jadeion-high-1
208,Donovan Peoples-Jones,Michigan,Big Ten,13,47,612,13,8,3,37,12.3,0,50,649,13,8,donovan-peoples-jones-1
209,Quartney Davis,Texas A&M,SEC,12,45,585,13,7,3,13,4.3,0,48,598,12.5,7,quartney-davis-1
210,Riley Ridley,Georgia,SEC,14,43,559,13,9,0,0,,0,43,559,13,9,riley-ridley-1
211,CT Thomas,Boise State,MWC,13,41,535,13,3,4,45,11.3,0,45,580,12.9,3,ct-thomas-1
212,James Proche,SMU,American,12,93,1199,12.9,12,2,17,8.5,0,95,1216,12.8,12,james-proche-1
213,Arthur Jackson III,Eastern Michigan,MAC,13,46,592,12.9,5,0,0,,0,46,592,12.9,5,arthur-jackson-iii-1
214,C.J. Bolar,Vanderbilt,SEC,11,34,440,12.9,2,2,24,12,0,36,464,12.9,2,cj-bolar-1
215,Keenen Johnson,Tulsa,American,11,34,438,12.9,4,0,0,,0,34,438,12.9,4,keenen-johnson-1
216,Brandon Smith,Iowa,Big Ten,11,28,361,12.9,2,0,0,,0,28,361,12.9,2,brandon-smith-11
217,Chase Claypool,Notre Dame,Ind,13,50,639,12.8,4,0,0,,0,50,639,12.8,4,chase-claypool-1
218,Aleva Hifo,Brigham Young,Ind,13,28,358,12.8,2,30,129,4.3,2,58,487,8.4,4,aleva-hifo-1
219,Dax Raymond,Utah State,MWC,10,27,345,12.8,2,1,0,0,0,28,345,12.3,2,dax-raymond-1
220,Khari Blasingame,Vanderbilt,SEC,13,25,320,12.8,1,96,401,4.2,5,121,721,6,6,khari-blasingame-1
221,Josh Oliver,San Jose State,MWC,12,56,709,12.7,4,0,0,,0,56,709,12.7,4,josh-oliver-1
222,T.J. Vasher,Texas Tech,Big 12,11,54,687,12.7,7,0,0,,0,54,687,12.7,7,tj-vasher-1
223,Jake Ferguson,Wisconsin,Big Ten,13,36,456,12.7,4,0,0,,0,36,456,12.7,4,jake-ferguson-1
224,Warren Jackson,Colorado State,MWC,9,32,405,12.7,4,0,0,,0,32,405,12.7,4,warren-jackson-2
225,Bryce Singleton,Florida International,CUSA,9,29,368,12.7,2,0,0,,0,29,368,12.7,2,bryce-singleton-1
226,K.J. Hill,Ohio State,Big Ten,14,70,885,12.6,6,1,-3,-3,0,71,882,12.4,6,kj-hill-1
227,Blake Banham,Eastern Michigan,MAC,13,60,758,12.6,5,8,32,4,1,68,790,11.6,6,blake-banham-1
228,Easop Winston,Washington State,Pac-12,13,52,654,12.6,8,0,0,,0,52,654,12.6,8,easop-winston-1
229,D.J. Stubbs,Liberty,Ind,12,50,631,12.6,1,0,0,,0,50,631,12.6,1,dj-stubbs-1
