Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
137,Griffin Hebert,Louisiana Tech,CUSA,9,19,275,14.5,3,0,0,,0,19,275,14.5,3,griffin-hebert-1
138,Brian Cobbs,Maryland,Big Ten,4,13,188,14.5,1,0,0,,0,13,188,14.5,1,brian-cobbs-2
139,DJ Turner,Pitt,ACC,11,44,634,14.4,3,10,65,6.5,0,54,699,12.9,3,dj-turner-1
140,Josh Palmer,Tennessee,SEC,10,33,475,14.4,4,0,0,,0,33,475,14.4,4,josh-palmer-1
141,Cornelius McCoy,Georgia State,Sun Belt,7,31,447,14.4,4,0,0,,0,31,447,14.4,4,cornelius-mccoy-1
142,Xavier Gaines,Marshall,CUSA,10,28,404,14.4,4,10,40,4,0,38,444,11.7,4,xavier-gaines-2
143,Theo Wease,Oklahoma,Big 12,11,37,530,14.3,4,1,-10,-10,0,38,520,13.7,4,theo-wease-1
144,Kearis Jackson,Georgia,SEC,10,36,514,14.3,3,0,0,,0,36,514,14.3,3,kearis-jackson-1
145,George Pickens,Georgia,SEC,8,36,513,14.3,6,0,0,,0,36,513,14.3,6,george-pickens-1
146,Cade Otton,Washington,Pac-12,4,18,258,14.3,3,0,0,,0,18,258,14.3,3,cade-otton-1
147,Zakhari Franklin,UTSA,CUSA,10,49,694,14.2,7,1,8,8,0,50,702,14,7,zakhari-franklin-1
148,Rashee Rice,SMU,American,10,48,683,14.2,5,0,0,,0,48,683,14.2,5,rashee-rice-1
149,Nick Muse,South Carolina,SEC,9,30,425,14.2,1,0,0,,0,30,425,14.2,1,nick-muse-1
150,Perry Carter,Louisiana-Monroe,Sun Belt,10,22,312,14.2,2,5,49,9.8,2,27,361,13.4,4,perry-carter-2
151,Jonathan Adams Jr.,Arkansas State,Sun Belt,10,79,1111,14.1,12,0,0,,0,79,1111,14.1,12,jonathan-adams-jr-1
152,Kadarius Toney,Florida,SEC,11,70,984,14.1,10,19,161,8.5,1,89,1145,12.9,11,kadarius-toney-1
153,Jalen Cropper,Fresno State,MWC,6,37,520,14.1,5,4,27,6.8,0,41,547,13.3,5,jalen-cropper-1
154,Chase Lane,Texas A&M,SEC,10,29,409,14.1,2,0,0,,0,29,409,14.1,2,chase-lane-1
155,Daniel Barker,Illinois,Big Ten,7,19,268,14.1,2,0,0,,0,19,268,14.1,2,daniel-barker-1
156,Johnny Johnson III,Oregon,Pac-12,7,19,267,14.1,2,0,0,,0,19,267,14.1,2,johnny-johnson-iii-1
157,Mike Harley,Miami (FL),ACC,11,57,799,14,7,2,13,6.5,0,59,812,13.8,7,mike-harley-1
158,Keylon Stokes,Tulsa,American,9,46,644,14,3,13,65,5,0,59,709,12,3,keylon-stokes-1
159,Jonathan Mingo,Ole Miss,SEC,8,27,379,14,3,0,0,,0,27,379,14,3,jonathan-mingo-1
160,Artie Henry III,Marshall,CUSA,6,22,308,14,3,0,0,,0,22,308,14,3,artie-henry-iii-1
161,Elijah Moore,Ole Miss,SEC,8,86,1193,13.9,8,14,64,4.6,0,100,1257,12.6,8,elijah-moore-1
162,Tre Walker,San Jose State,MWC,8,45,627,13.9,4,0,0,,0,45,627,13.9,4,tre-walker-3
163,Britain Covey,Utah,Pac-12,4,19,264,13.9,3,5,3,0.6,0,24,267,11.1,3,britain-covey-1
164,Khalil Shakir,Boise State,MWC,7,52,719,13.8,6,17,148,8.7,0,69,867,12.6,6,khalil-shakir-1
165,Jaden Walley,Mississippi State,SEC,10,52,718,13.8,2,0,0,,0,52,718,13.8,2,jaden-walley-1
166,D.J. Stubbs,Liberty,Ind,9,38,523,13.8,3,2,-10,-5,0,40,513,12.8,3,dj-stubbs-1
167,Austin Watkins,UAB,CUSA,7,34,468,13.8,3,0,0,,0,34,468,13.8,3,austin-watkins-1
168,Ihmir Smith-Marsette,Iowa,Big Ten,7,25,345,13.8,4,7,54,7.7,1,32,399,12.5,5,ihmir-smith-marsette-1
169,Jalin Hyatt,Tennessee,SEC,8,20,276,13.8,2,1,3,3,0,21,279,13.3,2,jalin-hyatt-1
170,Jha'Quan Jackson,Tulane,American,11,31,425,13.7,8,2,31,15.5,1,33,456,13.8,9,jhaquan-jackson-1
171,Braden Smith,Louisville,ACC,11,27,370,13.7,0,0,0,,0,27,370,13.7,0,braden-smith-4
172,Braden Galloway,Clemson,ACC,9,27,369,13.7,2,0,0,,0,27,369,13.7,2,braden-galloway-1
173,Michael Wilson,Stanford,Pac-12,4,19,261,13.7,1,0,0,,0,19,261,13.7,1,michael-wilson-3
174,Tre Nixon,UCF,American,4,19,260,13.7,2,0,0,,0,19,260,13.7,2,tre-nixon-1
175,Erik Brooks,Fresno State,MWC,5,13,178,13.7,0,0,0,,0,13,178,13.7,0,erik-brooks-1
176,Justin Hall,Ball State,MAC,7,49,665,13.6,4,30,231,7.7,1,79,896,11.3,5,justin-hall-3
177,Bo Melton,Rutgers,Big Ten,9,47,638,13.6,6,6,69,11.5,2,53,707,13.3,8,bo-melton-1
178,Chatarius Atwell,Louisville,ACC,9,46,625,13.6,7,2,-2,-1,1,48,623,13,8,chatarius-atwell-1
179,Dillon Stoner,Oklahoma State,Big 12,11,42,573,13.6,4,0,0,,0,42,573,13.6,4,dillon-stoner-1
180,Parker Washington,Penn State,Big Ten,9,36,489,13.6,6,0,0,,0,36,489,13.6,6,parker-washington-1
181,Danny Gray,SMU,American,8,33,448,13.6,4,3,30,10,2,36,478,13.3,6,danny-gray-1
182,Jesse Matthews,San Diego State,MWC,8,24,326,13.6,1,1,-1,-1,0,25,325,13,1,jesse-matthews-1
183,Pat Freiermuth,Penn State,Big Ten,4,23,310,13.5,1,0,0,,0,23,310,13.5,1,pat-freiermuth-1
184,Josh Imatorbhebhe,Illinois,Big Ten,7,22,297,13.5,3,0,0,,0,22,297,13.5,3,josh-imatorbhebhe-1
185,Jerjuan Newton,Toledo,MAC,6,15,203,13.5,2,0,0,,0,15,203,13.5,2,jerjuan-newton-1
186,Neil Pau'u,Brigham Young,Ind,12,45,603,13.4,4,5,-1,-0.2,0,50,602,12,4,neil-pauu-1
187,Charlie Kolar,Iowa State,Big 12,11,44,591,13.4,7,0,0,,0,44,591,13.4,7,charlie-kolar-1
188,Justin Garrett,UTEP,CUSA,8,38,510,13.4,3,0,0,,0,38,510,13.4,3,justin-garrett-3
189,Sam Crawford Jr.,Tulsa,American,8,28,374,13.4,1,0,0,,0,28,374,13.4,1,sam-crawford-jr-1
190,Avery Davis,Notre Dame,ACC,11,24,322,13.4,2,3,57,19,0,27,379,14,2,avery-davis-1
191,Quian Williams,Eastern Michigan,MAC,6,24,322,13.4,2,0,0,,0,24,322,13.4,2,quian-williams-1
192,Christian Trahan,Houston,American,7,22,294,13.4,3,0,0,,0,22,294,13.4,3,christian-trahan-1
193,Luke Grimm,Kansas,Big 12,5,19,255,13.4,2,3,10,3.3,0,22,265,12,2,luke-grimm-1
194,Adrian Hardy,Louisiana Tech,CUSA,7,33,440,13.3,4,0,0,,0,33,440,13.3,4,adrian-hardy-1
195,Victor Tucker,Charlotte,CUSA,6,30,400,13.3,2,8,86,10.8,0,38,486,12.8,2,victor-tucker-1
196,Taysir Mack,Pitt,ACC,8,23,305,13.3,2,0,0,,0,23,305,13.3,2,taysir-mack-1
197,George Qualls Jr.,Akron,MAC,5,12,160,13.3,1,0,0,,0,12,160,13.3,1,george-qualls-jr-1
198,Amari Rodgers,Clemson,ACC,12,77,1020,13.2,7,0,0,,0,77,1020,13.2,7,amari-rodgers-1
199,Damon Hazelton Jr,Missouri,SEC,8,30,397,13.2,1,2,3,1.5,0,32,400,12.5,1,damon-hazelton-jr-1
200,Teagan Quitoriano,Oregon State,Pac-12,6,14,185,13.2,1,0,0,,0,14,185,13.2,1,teagan-quitoriano-1
201,Thomas Hennigan,Appalachian State,Sun Belt,12,47,616,13.1,3,0,0,,0,47,616,13.1,3,thomas-hennigan-1
202,Ainias Smith,Texas A&M,SEC,10,43,564,13.1,6,49,293,6,4,92,857,9.3,10,ainias-smith-1
203,Malik Williams,Appalachian State,Sun Belt,11,41,536,13.1,3,1,-2,-2,0,42,534,12.7,3,malik-williams-2
204,Josh Johnson,Tulsa,American,9,38,499,13.1,6,1,3,3,0,39,502,12.9,6,josh-johnson-9
205,Rashod Bateman,Minnesota,Big Ten,5,36,472,13.1,2,0,0,,0,36,472,13.1,2,rashod-bateman-1
206,Keke Chism,Missouri,SEC,9,35,458,13.1,1,1,-15,-15,0,36,443,12.3,1,keke-chism-1
207,Austin Allen,Nebraska,Big Ten,8,18,236,13.1,1,0,0,,0,18,236,13.1,1,austin-allen-2
208,Terrell Warner,New Mexico State,Ind,2,8,105,13.1,0,0,0,,0,8,105,13.1,0,terrell-warner-1
209,Brandon Bowling,Arkansas State,Sun Belt,10,39,507,13,7,0,0,,0,39,507,13,7,brandon-bowling-1
210,Kyren Lacy,Louisiana,Sun Belt,11,28,364,13,4,0,0,,0,28,364,13,4,kyren-lacy-1
211,Keith Corbin,Houston,American,7,27,352,13,1,0,0,,0,27,352,13,1,keith-corbin-1
212,Omarion Dollison,South Florida,American,9,21,272,13,1,2,29,14.5,0,23,301,13.1,1,omarion-dollison-1
213,Kawaan Baker,South Alabama,Sun Belt,10,51,659,12.9,8,13,42,3.2,0,64,701,11,8,kawaan-baker-1
214,E.J. Williams,Clemson,ACC,10,24,306,12.8,2,0,0,,0,24,306,12.8,2,ej-williams-2
215,Jake Smith,Texas,Big 12,6,23,294,12.8,3,2,11,5.5,0,25,305,12.2,3,jake-smith-7
216,Nate Stewart,Akron,MAC,6,17,217,12.8,1,0,0,,0,17,217,12.8,1,nate-stewart-1
217,Dazz Newsome,North Carolina,ACC,12,54,684,12.7,6,2,21,10.5,1,56,705,12.6,7,dazz-newsome-1
218,Hassan Beydoun,Eastern Michigan,MAC,5,40,508,12.7,0,0,0,,0,40,508,12.7,0,hassan-beydoun-1
219,R.J. Sneed,Baylor,Big 12,9,39,497,12.7,3,0,0,,0,39,497,12.7,3,rj-sneed-1
220,Jalen Wayne,South Alabama,Sun Belt,10,33,418,12.7,1,0,0,,0,33,418,12.7,1,jalen-wayne-1
221,Taylor Morin,Wake Forest,ACC,9,32,405,12.7,3,2,5,2.5,0,34,410,12.1,3,taylor-morin-1
222,Ontaria Wilson,Florida State,ACC,9,30,382,12.7,2,4,32,8,0,34,414,12.2,2,ontaria-wilson-1
223,Milton Wright,Purdue,Big Ten,6,24,305,12.7,2,2,3,1.5,0,26,308,11.8,2,milton-wright-1
224,Lopini Katoa,Brigham Young,Ind,11,23,293,12.7,3,84,444,5.3,5,107,737,6.9,8,lopini-katoa-1
225,Velus Jones Jr.,Tennessee,SEC,10,22,280,12.7,3,3,16,5.3,0,25,296,11.8,3,velus-jones-jr-1
226,Tre'von Bradley,Houston,American,6,18,228,12.7,0,0,0,,0,18,228,12.7,0,trevon-bradley-1
227,Taj Harris,Syracuse,ACC,10,58,733,12.6,5,1,4,4,0,59,737,12.5,5,taj-harris-1
228,Thayer Thomas,North Carolina State,ACC,12,42,529,12.6,6,1,-6,-6,0,43,523,12.2,6,thayer-thomas-1
229,Josh Whyle,Cincinnati,American,10,28,353,12.6,6,0,0,,0,28,353,12.6,6,josh-whyle-1
230,Shocky Jacques-Louis,Pitt,ACC,10,26,327,12.6,0,5,17,3.4,0,31,344,11.1,0,shocky-jacques-louis-1
231,Jahmyr Gibbs,Georgia Tech,ACC,7,24,303,12.6,3,89,460,5.2,4,113,763,6.8,7,jahmyr-gibbs-1
232,Tamorrion Terry,Florida State,ACC,6,23,289,12.6,1,2,0,0,0,25,289,11.6,1,tamorrion-terry-1
233,Jayson Jackson,Cincinnati,American,10,27,337,12.5,1,0,0,,0,27,337,12.5,1,jayson-jackson-1
234,Charleston Rambo,Oklahoma,Big 12,9,25,312,12.5,3,2,22,11,0,27,334,12.4,3,charleston-rambo-1
235,Sean Dykes,Memphis,American,10,47,581,12.4,7,0,0,,0,47,581,12.4,7,sean-dykes-2
236,Ramaud Chiaokhiao-Bowman,Northwestern,Big Ten,8,41,508,12.4,5,1,0,0,0,42,508,12.1,5,ramaud-chiaokhiao-bowman-1
237,Yusuf Ali,Middle Tennessee State,CUSA,7,37,457,12.4,2,0,0,,0,37,457,12.4,2,yusuf-ali-1
238,Marshon Ford,Louisville,ACC,10,25,309,12.4,6,0,0,,0,25,309,12.4,6,marshon-ford-1
239,DeVontres Dukes,South Florida,American,9,24,297,12.4,4,0,0,,0,24,297,12.4,4,devontres-dukes-1
240,Roger Carter,Georgia State,Sun Belt,8,23,285,12.4,4,0,0,,0,23,285,12.4,4,roger-carter-2
241,Quintin Morris,Bowling Green State,MAC,5,20,248,12.4,0,0,0,,0,20,248,12.4,0,quintin-morris-1
242,Devin Maddox,Toledo,MAC,6,14,174,12.4,3,1,-2,-2,0,15,172,11.5,3,devin-maddox-1
243,Ronnie Blackmon,Toledo,MAC,6,12,149,12.4,2,0,0,,0,12,149,12.4,2,ronnie-blackmon-1
244,Dante Cephas,Kent State,MAC,4,11,136,12.4,0,1,6,6,0,12,142,11.8,0,dante-cephas-1
245,Cole Turner,Nevada,MWC,9,49,605,12.3,9,0,0,,0,49,605,12.3,9,cole-turner-2
246,Travis Etienne,Clemson,ACC,12,48,588,12.3,2,168,914,5.4,14,216,1502,7,16,travis-etienne-1
247,Blake Proehl,East Carolina,American,9,47,577,12.3,4,0,0,,0,47,577,12.3,4,blake-proehl-1
248,Reginald Todd,Troy,Sun Belt,11,43,530,12.3,6,0,0,,0,43,530,12.3,6,reginald-todd-1
249,Jayden Reed,Michigan State,Big Ten,7,33,407,12.3,3,6,17,2.8,0,39,424,10.9,3,jayden-reed-1
250,Tyler Vaughns,USC,Pac-12,6,33,406,12.3,3,0,0,,0,33,406,12.3,3,tyler-vaughns-1
251,Justin McGriff,Utah State,MWC,5,15,185,12.3,2,0,0,,0,15,185,12.3,2,justin-mcgriff-1
252,Kyle Williams,UNLV,MWC,6,35,426,12.2,2,2,6,3,0,37,432,11.7,2,kyle-williams-11
253,Mark Pope,Miami (FL),ACC,10,33,403,12.2,2,1,12,12,0,34,415,12.2,2,mark-pope-1
254,Malik Davis,Florida,SEC,12,31,377,12.2,0,66,310,4.7,0,97,687,7.1,0,malik-davis-1
255,Javonte Williams,North Carolina,ACC,11,25,305,12.2,3,157,1140,7.3,19,182,1445,7.9,22,javonte-williams-1
256,Kekoa Crawford,California,Pac-12,4,19,232,12.2,2,0,0,,0,19,232,12.2,2,kekoa-crawford-1
257,Brandon Johnson,Tennessee,SEC,7,19,231,12.2,0,0,0,,0,19,231,12.2,0,brandon-johnson-11
258,Isaiah Garcia-Castaneda,New Mexico State,Ind,2,5,61,12.2,0,0,0,,0,5,61,12.2,0,isaiah-garcia-castaneda-1
259,Jordan Merrell,Florida Atlantic,CUSA,7,18,218,12.1,0,4,41,10.3,0,22,259,11.8,0,jordan-merrell-1
260,Marcus Williams,New Mexico,MWC,6,14,169,12.1,0,0,0,,0,14,169,12.1,0,marcus-williams-11
261,Brian Casteel,Arizona,Pac-12,4,11,133,12.1,0,0,0,,0,11,133,12.1,0,brian-casteel-1
262,Xavier Hutchinson,Iowa State,Big 12,12,64,771,12,4,0,0,,0,64,771,12,4,xavier-hutchinson-1
263,Hunter Long,Boston College,ACC,11,57,685,12,5,0,0,,0,57,685,12,5,hunter-long-3
264,Khalil McClain,Troy,Sun Belt,10,32,383,12,6,2,18,9,0,34,401,11.8,6,khalil-mcclain-1
265,Jake Bailey,Rice,CUSA,5,23,276,12,2,2,16,8,0,25,292,11.7,2,jake-bailey-2
266,Reed Tyler,Arkansas State,Sun Belt,9,22,265,12,1,0,0,,0,22,265,12,1,reed-tyler-1
267,Micaleous Elder,Charlotte,CUSA,6,22,264,12,2,8,23,2.9,2,30,287,9.6,4,micaleous-elder-1
268,Derrick Deese,San Jose State,MWC,8,20,240,12,5,0,0,,0,20,240,12,5,derrick-deese-1
269,Antwan Davis,Ball State,MAC,8,39,466,11.9,1,1,1,1,0,40,467,11.7,1,antwan-davis-2
270,Randle Jones,Temple,American,5,31,370,11.9,2,2,6,3,0,33,376,11.4,2,randle-jones-1
271,Tyler Badie,Missouri,SEC,10,28,333,11.9,2,48,242,5,4,76,575,7.6,6,tyler-badie-1
272,Hayden Pittman,UAB,CUSA,9,19,227,11.9,1,0,0,,0,19,227,11.9,1,hayden-pittman-1
273,T.J. Vasher,Texas Tech,Big 12,6,19,227,11.9,2,0,0,,0,19,227,11.9,2,tj-vasher-1
274,Kaylon Geiger,Troy,Sun Belt,11,64,752,11.8,3,4,16,4,0,68,768,11.3,3,kaylon-geiger-1
275,Anthony Schwartz,Auburn,SEC,10,54,636,11.8,3,4,-6,-1.5,0,58,630,10.9,3,anthony-schwartz-1
276,David Bell,Purdue,Big Ten,6,53,625,11.8,8,0,0,,0,53,625,11.8,8,david-bell-6
277,Winston Wright,West Virginia,Big 12,10,47,553,11.8,2,2,4,2,0,49,557,11.4,2,winston-wright-1
278,Terrell Jana,Virginia,ACC,10,36,423,11.8,1,0,0,,0,36,423,11.8,1,terrell-jana-1
279,Latrell Williams,South Florida,American,9,22,260,11.8,0,1,-4,-4,0,23,256,11.1,0,latrell-williams-1
280,Amon-Ra St. Brown,USC,Pac-12,6,41,478,11.7,7,0,0,,0,41,478,11.7,7,amon-ra-st-brown-1
281,Corey Gammage,Marshall,CUSA,9,35,409,11.7,4,0,0,,0,35,409,11.7,4,corey-gammage-1
282,Travell Harris,Washington State,Pac-12,4,29,340,11.7,2,5,61,12.2,2,34,401,11.8,4,travell-harris-1
283,Elijah Higgins,Stanford,Pac-12,4,15,176,11.7,0,0,0,,0,15,176,11.7,0,elijah-higgins-1
284,Ma'jon Wright,Arizona,Pac-12,5,15,176,11.7,1,1,5,5,0,16,181,11.3,1,majon-wright-1
285,Jack Coldiron,Miami (OH),MAC,2,6,70,11.7,2,0,0,,0,6,70,11.7,2,jack-coldiron-1
286,Isaac Rex,Brigham Young,Ind,11,37,429,11.6,12,0,0,,0,37,429,11.6,12,isaac-rex-1
287,Tray Eafford,Troy,Sun Belt,10,34,394,11.6,3,0,0,,0,34,394,11.6,3,tray-eafford-1
288,Jonathan Hodoh,Louisiana-Monroe,Sun Belt,10,21,244,11.6,0,0,0,,0,21,244,11.6,0,jonathan-hodoh-1
289,Andre Bodison,New Mexico State,Ind,2,5,58,11.6,1,0,0,,0,5,58,11.6,1,andre-bodison-1
290,Josh Pederson,Louisiana-Monroe,Sun Belt,10,32,367,11.5,0,0,0,,0,32,367,11.5,0,josh-pederson-1
291,Dee Wiggins,Miami (FL),ACC,10,31,358,11.5,3,0,0,,0,31,358,11.5,3,dee-wiggins-1
292,Jah'Marae Sheread,Texas State,Sun Belt,11,29,334,11.5,2,1,3,3,0,30,337,11.2,2,jahmarae-sheread-1
293,Trestan Ebner,Baylor,Big 12,9,26,299,11.5,3,50,107,2.1,1,76,406,5.3,4,trestan-ebner-1
294,Porter Rooks,North Carolina State,ACC,11,24,276,11.5,0,2,1,0.5,0,26,277,10.7,0,porter-rooks-1
295,Hunter Kampmoyer,Oregon,Pac-12,5,14,161,11.5,3,0,0,,0,14,161,11.5,3,hunter-kampmoyer-1
296,Ty Jordan,Utah,Pac-12,5,11,126,11.5,0,83,597,7.2,6,94,723,7.7,6,ty-jordan-1
297,Michael Young,Cincinnati,American,10,29,332,11.4,3,1,-6,-6,0,30,326,10.9,3,michael-young-2
298,Camren McDonald,Florida State,ACC,8,23,263,11.4,2,0,0,,0,23,263,11.4,2,camren-mcdonald-1
299,Vontae Shenault,Colorado,Pac-12,4,17,193,11.4,0,0,0,,0,17,193,11.4,0,vontae-shenault-1
300,Julian Ortega-Jones,Bowling Green State,MAC,5,14,160,11.4,0,0,0,,0,14,160,11.4,0,julian-ortega-jones-1
301,Tyrice Richie,Northern Illinois,MAC,6,53,597,11.3,4,6,27,4.5,0,59,624,10.6,4,tyrice-richie-1
302,Demario Douglas,Liberty,Ind,11,32,363,11.3,3,1,2,2,0,33,365,11.1,3,demario-douglas-1
303,T.J. Graham,Texas State,Sun Belt,9,24,271,11.3,2,1,4,4,0,25,275,11,2,tj-graham-2
304,Isaiah Graham,Louisiana Tech,CUSA,9,20,225,11.3,3,0,0,,0,20,225,11.3,3,isaiah-graham-3
305,Joshua Simon,Western Kentucky,CUSA,10,33,370,11.2,3,0,0,,0,33,370,11.2,3,joshua-simon-1
306,Jake Bobo,Duke,ACC,11,32,358,11.2,1,0,0,,0,32,358,11.2,1,jake-bobo-1
307,Branden Mack,Temple,American,7,26,291,11.2,3,4,19,4.8,0,30,310,10.3,3,branden-mack-1
308,Jaylon Redd,Oregon,Pac-12,7,25,281,11.2,1,3,53,17.7,1,28,334,11.9,2,jaylon-redd-1
309,Bru McCoy,USC,Pac-12,6,21,236,11.2,2,0,0,,0,21,236,11.2,2,bru-mccoy-1
310,Kolby Taylor,Oregon State,Pac-12,6,20,224,11.2,1,1,1,1,0,21,225,10.7,1,kolby-taylor-1
311,Cole Harrity,New Mexico State,Ind,2,6,67,11.2,0,0,0,,0,6,67,11.2,0,cole-harrity-1
312,Jordan Addison,Pitt,ACC,10,60,666,11.1,4,9,58,6.4,0,69,724,10.5,4,jordan-addison-1
313,Shi Smith,South Carolina,SEC,9,57,633,11.1,4,6,6,1,0,63,639,10.1,4,shi-smith-1
314,Shameen Jones,Rutgers,Big Ten,9,34,378,11.1,3,2,0,0,0,36,378,10.5,3,shameen-jones-1
315,Xavier Lane,Western Kentucky,CUSA,8,34,376,11.1,1,0,0,,0,34,376,11.1,1,xavier-lane-1
316,Giles Jackson,Michigan,Big Ten,5,15,167,11.1,0,2,5,2.5,0,17,172,10.1,0,giles-jackson-1
317,Jalen Wydermyer,Texas A&M,SEC,10,46,506,11,6,0,0,,0,46,506,11,6,jalen-wydermyer-1
318,Audie Omotosho,East Carolina,American,7,18,198,11,0,0,0,,0,18,198,11,0,audie-omotosho-1
319,JaCorey Sullivan,Central Michigan,MAC,6,16,176,11,0,0,0,,0,16,176,11,0,jacorey-sullivan-1
320,Tyler Page,SMU,American,9,39,422,10.8,2,0,0,,0,39,422,10.8,2,tyler-page-2
321,Tony Poljan,Virginia,ACC,10,38,411,10.8,6,0,0,,0,38,411,10.8,6,tony-poljan-1
322,Kyric McGowan,Northwestern,Big Ten,8,34,366,10.8,0,24,141,5.9,1,58,507,8.7,1,kyric-mcgowan-1
323,Terrance Dixon,Georgia State,Sun Belt,10,21,226,10.8,0,9,88,9.8,0,30,314,10.5,0,terrance-dixon-1
324,Jamire Calvin,Washington State,Pac-12,4,17,183,10.8,1,0,0,,0,17,183,10.8,1,jamire-calvin-1
325,Makai Polk,California,Pac-12,4,17,183,10.8,1,0,0,,0,17,183,10.8,1,makai-polk-1
326,Bryson Smith,Houston,American,7,16,173,10.8,2,3,-9,-3,0,19,164,8.6,2,bryson-smith-1
327,Anthony Grimes,Akron,MAC,5,12,130,10.8,0,0,0,,0,12,130,10.8,0,anthony-grimes-1
328,Osirus Mitchell,Mississippi State,SEC,11,47,505,10.7,4,0,0,,0,47,505,10.7,4,osirus-mitchell-1
329,Kwamie Lassiter II,Kansas,Big 12,8,43,458,10.7,2,0,0,,0,43,458,10.7,2,kwamie-lassiter-ii-1
330,Michael Mayer,Notre Dame,ACC,12,42,450,10.7,2,0,0,,0,42,450,10.7,2,michael-mayer-1
331,CJ Windham,Middle Tennessee State,CUSA,7,31,331,10.7,3,0,0,,0,31,331,10.7,3,cj-windham-1
332,Ben Bresnahan,Vanderbilt,SEC,7,28,300,10.7,4,0,0,,0,28,300,10.7,4,ben-bresnahan-1
333,Myles Price,Texas Tech,Big 12,9,28,300,10.7,1,12,124,10.3,1,40,424,10.6,2,myles-price-1
334,Kalil Pimpleton,Central Michigan,MAC,6,26,277,10.7,2,16,134,8.4,3,42,411,9.8,5,kalil-pimpleton-1
335,Justin Shorter,Florida,SEC,11,25,268,10.7,3,0,0,,0,25,268,10.7,3,justin-shorter-1
336,Michael Carter,North Carolina,ACC,11,25,267,10.7,2,156,1245,8,9,181,1512,8.4,11,michael-carter-5
337,Deven Thompkins,Utah State,MWC,4,20,214,10.7,1,2,4,2,0,22,218,9.9,1,deven-thompkins-1
338,Riley Lees,Northwestern,Big Ten,8,20,214,10.7,2,6,2,0.3,0,26,216,8.3,2,riley-lees-1
339,Bryce Singleton,Florida International,CUSA,5,14,150,10.7,1,0,0,,0,14,150,10.7,1,bryce-singleton-1
340,Sean Ryan,West Virginia,Big 12,8,25,264,10.6,0,1,2,2,0,26,266,10.2,0,sean-ryan-2
341,Nico Ragaini,Iowa,Big Ten,8,18,191,10.6,0,1,1,1,1,19,192,10.1,1,nico-ragaini-1
342,Robert Downs III,New Mexico State,Ind,1,5,53,10.6,1,0,0,,0,5,53,10.6,1,robert-downs-iii-1
343,Arik Gilbert,LSU,SEC,8,35,368,10.5,2,0,0,,0,35,368,10.5,2,arik-gilbert-1
344,Connor Wedington,Stanford,Pac-12,3,15,157,10.5,0,0,0,,0,15,157,10.5,0,connor-wedington-1
345,Cole Tucker,Northern Illinois,MAC,5,13,136,10.5,2,0,0,,0,13,136,10.5,2,cole-tucker-1
346,Payne Durham,Purdue,Big Ten,6,16,166,10.4,3,0,0,,0,16,166,10.4,3,payne-durham-1
347,Taye Barber,TCU,Big 12,10,31,318,10.3,2,15,54,3.6,0,46,372,8.1,2,taye-barber-1
348,Kylin Hill,Mississippi State,SEC,3,23,237,10.3,1,15,58,3.9,0,38,295,7.8,1,kylin-hill-1
349,Riley Smith,Boise State,MWC,7,15,155,10.3,1,4,36,9,0,19,191,10.1,1,riley-smith-2
350,Jeremiah Haydel,Texas State,Sun Belt,12,40,408,10.2,4,3,23,7.7,0,43,431,10,4,jeremiah-haydel-1
351,Anthony Queeley,Syracuse,ACC,11,37,378,10.2,2,0,0,,0,37,378,10.2,2,anthony-queeley-1
352,Renard Bell,Washington State,Pac-12,4,33,337,10.2,2,1,-3,-3,0,34,334,9.8,2,renard-bell-1
353,Jake Ferguson,Wisconsin,Big Ten,7,30,305,10.2,4,0,0,,0,30,305,10.2,4,jake-ferguson-1
354,Alexander Horvath,Purdue,Big Ten,6,30,304,10.1,0,89,442,5,2,119,746,6.3,2,alexander-horvath-1
355,Walter Dawn,UTEP,CUSA,7,20,202,10.1,0,2,2,1,0,22,204,9.3,0,walter-dawn-1
356,Blake Kern,Arkansas,SEC,9,20,201,10.1,2,0,0,,0,20,201,10.1,2,blake-kern-1
357,Tyler Goodson,Iowa,Big Ten,8,15,152,10.1,0,143,762,5.3,7,158,914,5.8,7,tyler-goodson-1
358,Tyler Snead,East Carolina,American,9,53,530,10,5,3,68,22.7,1,56,598,10.7,6,tyler-snead-1
359,Chritauskie Dove,Missouri,SEC,9,30,300,10,2,0,0,,0,30,300,10,2,chritauskie-dove-1
360,Sam Laporta,Iowa,Big Ten,8,27,271,10,1,0,0,,0,27,271,10,1,sam-laporta-1
361,Eli Pancol,Duke,ACC,9,24,241,10,1,4,20,5,1,28,261,9.3,2,eli-pancol-1
362,Trevon Bradford,Oregon State,Pac-12,5,24,239,10,1,2,14,7,0,26,253,9.7,1,trevon-bradford-1
363,Brandon Smith,Iowa,Big Ten,7,23,231,10,2,0,0,,0,23,231,10,2,brandon-smith-11
364,Jarrin Pierce,Middle Tennessee State,CUSA,9,59,584,9.9,3,0,0,,0,59,584,9.9,3,jarrin-pierce-1
365,Najee Harris,Alabama,SEC,13,43,425,9.9,4,251,1466,5.8,26,294,1891,6.4,30,najee-harris-1
366,Bryce Miller,South Florida,American,7,33,327,9.9,3,1,4,4,0,34,331,9.7,3,bryce-miller-1
