Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
59,Ventell Bryant,Temple,American,11,54,895,16.6,4,0,0,,0,54,895,16.6,4,ventell-bryant-1
60,Devonte Boyd,UNLV,MWC,9,45,746,16.6,4,0,0,,0,45,746,16.6,4,devonte-boyd-1
61,Jhajuan Seales,Oklahoma State,Big 12,12,37,615,16.6,4,1,3,3,0,38,618,16.3,4,jhajuan-seales-1
62,Trey Griffey,Arizona,Pac-12,10,23,382,16.6,2,0,0,,0,23,382,16.6,2,trey-griffey-1
63,Scott Orndoff,Pitt,ACC,12,35,579,16.5,5,0,0,,0,35,579,16.5,5,scott-orndoff-1
64,Travis Fulgham,Old Dominion,CUSA,12,29,478,16.5,8,0,0,,0,29,478,16.5,8,travis-fulgham-1
65,Courtland Sutton,SMU,American,12,76,1246,16.4,10,0,0,,0,76,1246,16.4,10,courtland-sutton-1
66,Jerome Lane,Akron,MAC,12,62,1018,16.4,6,0,0,,0,62,1018,16.4,6,jerome-lane-1
67,Sebastian Smith,Ohio,MAC,13,55,900,16.4,4,1,5,5,0,56,905,16.2,4,sebastian-smith-1
68,Papi White,Ohio,MAC,12,41,672,16.4,6,47,206,4.4,3,88,878,10,9,papi-white-1
69,Temi Alaka,Rice,CUSA,9,28,458,16.4,2,0,0,,0,28,458,16.4,2,temi-alaka-1
70,Auden Tate,Florida State,ACC,10,25,409,16.4,6,0,0,,0,25,409,16.4,6,auden-tate-1
71,J'Mon Moore,Missouri,SEC,12,62,1012,16.3,8,0,0,,1,62,1012,16.3,9,jmon-moore-2
72,Nyqwan Murray,Florida State,ACC,9,27,441,16.3,5,0,0,,0,27,441,16.3,5,nyqwan-murray-1
73,DeAndre Thompkins,Penn State,Big Ten,10,27,440,16.3,1,0,0,,0,27,440,16.3,1,deandre-thompkins-1
74,Keke Coutee,Texas Tech,Big 12,12,55,890,16.2,7,3,2,0.7,1,58,892,15.4,8,keke-coutee-1
75,David Njoku,Miami (FL),ACC,12,43,698,16.2,8,0,0,,0,43,698,16.2,8,david-njoku-1
76,Byron Pringle,Kansas State,Big 12,13,39,631,16.2,4,3,12,4,0,42,643,15.3,4,byron-pringle-1
77,Chris Platt,Baylor,Big 12,12,35,567,16.2,4,1,8,8,0,36,575,16,4,chris-platt-1
78,Elijah King,Texas State,Sun Belt,9,28,453,16.2,2,0,0,,0,28,453,16.2,2,elijah-king-1
79,Phil Mayhue,Memphis,American,12,42,677,16.1,4,0,0,,0,42,677,16.1,4,phil-mayhue-1
80,Jacob Hollister,Wyoming,MWC,12,32,515,16.1,7,1,2,2,0,33,517,15.7,7,jacob-hollister-1
81,Jared Cornelius,Arkansas,SEC,11,32,515,16.1,4,13,53,4.1,1,45,568,12.6,5,jared-cornelius-1
82,Ardarius Stewart,Alabama,SEC,12,54,864,16,8,8,68,8.5,0,62,932,15,8,ardarius-stewart-1
83,Ricky Jones,Indiana,Big Ten,13,53,848,16,3,1,5,5,0,54,853,15.8,3,ricky-jones-1
84,Jordan Leggett,Clemson,ACC,13,46,736,16,7,0,0,,0,46,736,16,7,jordan-leggett-1
85,Nate Iese,UCLA,Pac-12,8,25,400,16,4,0,0,,0,25,400,16,4,nate-iese-1
86,Thomas Sperbeck,Boise State,MWC,13,80,1272,15.9,9,11,53,4.8,0,91,1325,14.6,9,thomas-sperbeck-1
87,Shaedon Meadors,Appalachian State,Sun Belt,12,45,716,15.9,2,0,0,,0,45,716,15.9,2,shaedon-meadors-1
88,Kerry Thomas,UTSA,CUSA,11,35,555,15.9,8,1,2,2,0,36,557,15.5,8,kerry-thomas-1
89,Amba Etta-Tawo,Syracuse,ACC,12,94,1482,15.8,14,0,0,,0,94,1482,15.8,14,amba-etta-tawo-1
90,Shay Fields,Colorado,Pac-12,14,56,883,15.8,9,1,12,12,0,57,895,15.7,9,shay-fields-1
91,Jamire Jordan,Fresno State,MWC,12,45,713,15.8,2,17,83,4.9,1,62,796,12.8,3,jamire-jordan-1
92,Tim Patrick,Utah,Pac-12,10,45,711,15.8,5,0,0,,0,45,711,15.8,5,tim-patrick-2
93,Jamir Tillman,Navy,American,13,40,631,15.8,2,2,14,7,0,42,645,15.4,2,jamir-tillman-1
94,Chris Lacy,Oklahoma State,Big 12,12,31,489,15.8,3,0,0,,0,31,489,15.8,3,chris-lacy-2
95,Mark Andrews,Oklahoma,Big 12,12,31,489,15.8,7,0,0,,0,31,489,15.8,7,mark-andrews-1
96,Jake Maulhardt,Wyoming,MWC,13,39,614,15.7,4,0,0,,0,39,614,15.7,4,jake-maulhardt-1
97,Justin Holmes,San Jose State,MWC,12,39,613,15.7,3,0,0,,0,39,613,15.7,3,justin-holmes-2
98,Tony Stevens,Auburn,SEC,9,31,487,15.7,3,0,0,,0,31,487,15.7,3,tony-stevens-1
99,Cameron Echols-Luper,Arkansas State,Sun Belt,13,26,407,15.7,1,7,8,1.1,0,33,415,12.6,1,cameron-echols-luper-1
100,Bug Howard,North Carolina,ACC,12,53,827,15.6,8,0,0,,0,53,827,15.6,8,bug-howard-1
101,Damore'ea Stringfellow,Ole Miss,SEC,12,46,716,15.6,6,0,0,,0,46,716,15.6,6,damoreea-stringfellow-1
102,Richie James,Middle Tennessee State,CUSA,13,105,1625,15.5,12,38,339,8.9,4,143,1964,13.7,16,richie-james-1
103,Corey Davis,Western Michigan,MAC,14,97,1500,15.5,19,1,0,0,0,98,1500,15.3,19,corey-davis-3
104,Dante Pettis,Washington,Pac-12,13,53,822,15.5,15,0,0,,0,53,822,15.5,15,dante-pettis-1
105,D.J. Moore,Maryland,Big Ten,13,41,637,15.5,6,11,55,5,0,52,692,13.3,6,dj-moore-3
106,Keith Kirkwood,Temple,American,14,42,648,15.4,4,2,20,10,0,44,668,15.2,4,keith-kirkwood-1
107,Tyree McCants,South Florida,American,11,25,384,15.4,4,2,12,6,0,27,396,14.7,4,tyree-mccants-1
108,Demetris Robertson,California,Pac-12,12,50,767,15.3,7,0,0,,0,50,767,15.3,7,demetris-robertson-1
109,Jonathan Duhart,Old Dominion,CUSA,13,48,735,15.3,9,0,0,,0,48,735,15.3,9,jonathan-duhart-1
110,Austin Wolf,Akron,MAC,12,36,550,15.3,5,0,0,,0,36,550,15.3,5,austin-wolf-1
111,Corey Willis,Central Michigan,MAC,13,72,1091,15.2,9,2,4,2,0,74,1095,14.8,9,corey-willis-1
112,Carrington Thompson,Western Michigan,MAC,13,42,637,15.2,6,0,0,,0,42,637,15.2,6,carrington-thompson-1
113,Anthony Miller,Memphis,American,13,95,1434,15.1,14,12,69,5.8,1,107,1503,14,15,anthony-miller-6
114,Marcus Kemp,Hawaii,MWC,14,73,1100,15.1,8,0,0,,0,73,1100,15.1,8,marcus-kemp-1
115,Amara Darboh,Michigan,Big Ten,13,57,862,15.1,7,0,0,,0,57,862,15.1,7,amara-darboh-1
116,Jordan Lasley,UCLA,Pac-12,11,41,620,15.1,5,0,0,,0,41,620,15.1,5,jordan-lasley-1
117,Ian Sadler,Texas Tech,Big 12,8,24,363,15.1,0,0,0,,0,24,363,15.1,0,ian-sadler-1
118,Tre'Quan Smith,UCF,American,12,57,853,15,5,0,0,,0,57,853,15,5,trequan-smith-1
119,Travis Rudolph,Florida State,ACC,13,56,840,15,7,0,0,,0,56,840,15,7,travis-rudolph-1
120,Garrett Johnson,Kentucky,SEC,13,39,585,15,5,0,0,,0,39,585,15,5,garrett-johnson-3
121,R.J. Shelton,Michigan State,Big Ten,12,53,789,14.9,5,18,121,6.7,0,71,910,12.8,5,rj-shelton-1
122,DaeSean Hamilton,Penn State,Big Ten,12,34,506,14.9,1,1,-12,-12,0,35,494,14.1,1,daesean-hamilton-1
123,Allen Lazard,Iowa State,Big 12,12,69,1018,14.8,7,0,0,,0,69,1018,14.8,7,allen-lazard-1
124,Devin Gray,Cincinnati,American,12,58,860,14.8,5,3,-2,-0.7,0,61,858,14.1,5,devin-gray-1
125,Malik Turner,Illinois,Big Ten,11,48,712,14.8,6,2,5,2.5,0,50,717,14.3,6,malik-turner-1
126,Jazz Peavy,Wisconsin,Big Ten,14,43,635,14.8,5,21,318,15.1,1,64,953,14.9,6,jazz-peavy-1
127,Dalvin Cook,Florida State,ACC,13,33,488,14.8,1,288,1765,6.1,19,321,2253,7,20,dalvin-cook-1
128,Keevan Lucas,Tulsa,American,13,81,1180,14.6,15,8,45,5.6,0,89,1225,13.8,15,keevan-lucas-1
129,Zach Pascal,Old Dominion,CUSA,13,65,946,14.6,9,23,145,6.3,0,88,1091,12.4,9,zach-pascal-1
130,Chance Allen,Houston,American,12,56,815,14.6,6,0,0,,0,56,815,14.6,6,chance-allen-2
131,Gerald Everett,South Alabama,Sun Belt,12,49,717,14.6,4,0,0,,0,49,717,14.6,4,gerald-everett-1
132,Kendall Sanders,Arkansas State,Sun Belt,12,38,553,14.6,7,0,0,,0,38,553,14.6,7,kendall-sanders-1
133,Jeff Smith,Boston College,ACC,12,27,395,14.6,3,35,199,5.7,1,62,594,9.6,4,jeff-smith-10
134,Sergio Bailey,Eastern Michigan,MAC,13,60,868,14.5,7,3,22,7.3,0,63,890,14.1,7,sergio-bailey-1
135,Malachi Dupre,LSU,SEC,11,41,593,14.5,3,0,0,,0,41,593,14.5,3,malachi-dupre-1
136,Jauan Jennings,Tennessee,SEC,13,40,580,14.5,7,5,27,5.4,0,45,607,13.5,7,jauan-jennings-1
137,Joe Mixon,Oklahoma,Big 12,12,37,538,14.5,5,187,1274,6.8,10,224,1812,8.1,15,joe-mixon-1
138,Deshaunte Jones,Iowa State,Big 12,12,37,536,14.5,6,4,31,7.8,0,41,567,13.8,6,deshaunte-jones-1
139,Bra'Lon Cherry,North Carolina State,ACC,13,30,434,14.5,3,0,0,,0,30,434,14.5,3,bralon-cherry-1
140,John Mundt,Oregon,Pac-12,8,23,334,14.5,4,0,0,,0,23,334,14.5,4,john-mundt-1
141,Robert Davis,Georgia State,Sun Belt,12,67,968,14.4,5,0,0,,0,67,968,14.4,5,robert-davis-10
142,Bucky Hodges,Virginia Tech,ACC,14,48,691,14.4,7,9,42,4.7,0,57,733,12.9,7,bucky-hodges-1
143,Isaiah McKenzie,Georgia,SEC,13,44,633,14.4,7,19,134,7.1,2,63,767,12.2,9,isaiah-mckenzie-1
144,Cole Freytag,UTEP,CUSA,12,36,520,14.4,5,1,4,4,0,37,524,14.2,5,cole-freytag-1
145,Saquon Barkley,Penn State,Big Ten,14,28,402,14.4,4,272,1496,5.5,18,300,1898,6.3,22,saquon-barkley-1
146,B.J. Johnson,Georgia Southern,Sun Belt,11,42,600,14.3,3,0,0,,0,42,600,14.3,3,bj-johnson-3
147,Marcus McGill,Buffalo,MAC,11,40,573,14.3,0,0,0,,0,40,573,14.3,0,marcus-mcgill-1
148,Jehu Chesson,Michigan,Big Ten,13,35,500,14.3,2,12,63,5.3,1,47,563,12,3,jehu-chesson-1
149,John Ross,Washington,Pac-12,14,81,1150,14.2,17,8,102,12.8,1,89,1252,14.1,18,john-ross-1
150,Evan Engram,Ole Miss,SEC,11,65,926,14.2,8,0,0,,0,65,926,14.2,8,evan-engram-1
151,Daikiel Shorts,West Virginia,Big 12,13,63,894,14.2,5,0,0,,0,63,894,14.2,5,daikiel-shorts-1
152,Bruce Natson,Akron,MAC,12,59,837,14.2,10,4,6,1.5,0,63,843,13.4,10,bruce-natson-1
153,Cam Serigne,Wake Forest,ACC,12,30,426,14.2,3,0,0,,0,30,426,14.2,3,cam-serigne-1
154,A.J. Brown,Ole Miss,SEC,11,29,412,14.2,2,0,0,,0,29,412,14.2,2,aj-brown-3
155,Mike Gesicki,Penn State,Big Ten,14,48,679,14.1,5,0,0,,0,48,679,14.1,5,mike-gesicki-1
156,Darren Carrington,Oregon,Pac-12,12,43,606,14.1,5,1,6,6,0,44,612,13.9,5,darren-carrington-1
157,Montay Crockett,Georgia Southern,Sun Belt,11,24,339,14.1,1,2,25,12.5,0,26,364,14,1,montay-crockett-1
158,Justin Hunt,Marshall,CUSA,10,23,324,14.1,5,0,0,,0,23,324,14.1,5,justin-hunt-2
159,K.D. Cannon,Baylor,Big 12,12,87,1215,14,13,0,0,,0,87,1215,14,13,kd-cannon-1
160,Nacarius Fant,Western Kentucky,CUSA,9,29,407,14,2,6,26,4.3,0,35,433,12.4,2,nacarius-fant-1
161,Mike Williams,Clemson,ACC,15,98,1361,13.9,11,0,0,,0,98,1361,13.9,11,mike-williams-17
162,Austin Carr,Northwestern,Big Ten,13,90,1247,13.9,12,0,0,,0,90,1247,13.9,12,austin-carr-1
163,Thomas Owens,Florida International,CUSA,12,47,652,13.9,7,1,1,1,0,48,653,13.6,7,thomas-owens-1
164,Austin Proehl,North Carolina,ACC,13,43,597,13.9,3,0,0,,0,43,597,13.9,3,austin-proehl-1
165,Terren Encalade,Tulane,American,12,36,500,13.9,6,5,41,8.2,0,41,541,13.2,6,terren-encalade-1
166,Stantley Thomas,Florida International,CUSA,11,35,485,13.9,1,0,0,,0,35,485,13.9,1,stantley-thomas-1
167,Trent Sherfield,Vanderbilt,SEC,12,34,472,13.9,1,7,97,13.9,1,41,569,13.9,2,trent-sherfield-1
168,Andre Patton,Rutgers,Big Ten,10,33,460,13.9,5,0,0,,0,33,460,13.9,5,andre-patton-1
169,Deante Burton,Kansas State,Big 12,10,29,404,13.9,1,0,0,,0,29,404,13.9,1,deante-burton-1
170,Isaiah Ford,Virginia Tech,ACC,13,79,1094,13.8,7,6,33,5.5,0,85,1127,13.3,7,isaiah-ford-1
171,Jordan Westerkamp,Nebraska,Big Ten,10,38,526,13.8,5,3,18,6,1,41,544,13.3,6,jordan-westerkamp-1
172,Andrew Celis,Nevada,MWC,11,23,318,13.8,0,2,9,4.5,0,25,327,13.1,0,andrew-celis-1
173,Kalib Woods,Florida Atlantic,CUSA,12,68,934,13.7,1,0,0,,0,68,934,13.7,1,kalib-woods-1
174,Justin Hobbs,Tulsa,American,13,50,685,13.7,4,0,0,,0,50,685,13.7,4,justin-hobbs-1
175,Aaron Peck,Fresno State,MWC,11,46,630,13.7,3,0,0,,0,46,630,13.7,3,aaron-peck-1
176,Glenn Smith,Georgia State,Sun Belt,12,40,547,13.7,3,41,150,3.7,2,81,697,8.6,5,glenn-smith-2
177,Torii Hunter Jr,Notre Dame,Ind,8,38,521,13.7,3,0,0,,0,38,521,13.7,3,torii-hunter-jr-1
178,Donnie Corley,Michigan State,Big Ten,11,33,453,13.7,3,8,44,5.5,0,41,497,12.1,3,donnie-corley-1
179,Stanley Morgan Jr.,Nebraska,Big Ten,13,33,453,13.7,2,1,0,0,0,34,453,13.3,2,stanley-morgan-jr-1
180,Anthony Nash,Duke,ACC,6,29,398,13.7,2,0,0,,0,29,398,13.7,2,anthony-nash-1
181,Dorian Leonard,Texas,Big 12,10,29,397,13.7,3,0,-12,,0,29,385,13.3,3,dorian-leonard-1
182,Chad Hansen,California,Pac-12,10,92,1249,13.6,11,0,0,,0,92,1249,13.6,11,chad-hansen-1
183,Joshua Atkinson,Tulsa,American,13,78,1058,13.6,8,0,0,,0,78,1058,13.6,8,joshua-atkinson-1
184,Austin Duke,Charlotte,CUSA,12,59,803,13.6,4,11,40,3.6,0,70,843,12,4,austin-duke-1
185,Teo Redding,Bowling Green State,MAC,12,31,423,13.6,3,0,0,,0,31,423,13.6,3,teo-redding-1
186,Tommy Sweeney,Boston College,ACC,11,26,353,13.6,3,0,0,,0,26,353,13.6,3,tommy-sweeney-1
187,Mark Chapman,Central Michigan,MAC,12,44,592,13.5,4,6,71,11.8,0,50,663,13.3,4,mark-chapman-2
188,Keenan Barnes,Louisiana,Sun Belt,12,31,418,13.5,6,0,0,,0,31,418,13.5,6,keenan-barnes-1
189,Antonio Callaway,Florida,SEC,12,54,721,13.4,3,5,32,6.4,1,59,753,12.8,4,antonio-callaway-1
190,Cole Hikutini,Louisville,ACC,13,50,668,13.4,8,0,0,,0,50,668,13.4,8,cole-hikutini-1
191,Bryan Edwards,South Carolina,SEC,12,44,590,13.4,4,0,0,,0,44,590,13.4,4,bryan-edwards-1
192,Christian Blake,Northern Illinois,MAC,12,34,457,13.4,2,10,31,3.1,1,44,488,11.1,3,christian-blake-1
193,John Diarse,TCU,Big 12,13,33,442,13.4,3,0,0,,0,33,442,13.4,3,john-diarse-1
194,Dennis Andrews,Middle Tennessee State,CUSA,12,32,428,13.4,8,11,60,5.5,3,43,488,11.3,11,dennis-andrews-3
195,Trent Taylor,Louisiana Tech,CUSA,14,136,1803,13.3,12,0,0,,0,136,1803,13.3,12,trent-taylor-2
196,Kenny Golladay,Northern Illinois,MAC,12,87,1156,13.3,8,20,192,9.6,2,107,1348,12.6,10,kenny-golladay-1
197,Deebo Samuel,South Carolina,SEC,10,59,783,13.3,1,15,98,6.5,6,74,881,11.9,7,deebo-samuel-1
198,Tyler Conklin,Central Michigan,MAC,12,42,560,13.3,6,0,0,,0,42,560,13.3,6,tyler-conklin-1
199,River Cracraft,Washington State,Pac-12,10,53,701,13.2,5,0,0,,0,53,701,13.2,5,river-cracraft-1
200,O.J. Howard,Alabama,SEC,15,45,595,13.2,3,0,0,,0,45,595,13.2,3,oj-howard-1
201,Robert Wheelwright,Wisconsin,Big Ten,12,34,448,13.2,1,1,6,6,0,35,454,13,1,robert-wheelwright-1
202,Kyle Sweet,Washington State,Pac-12,13,27,357,13.2,3,1,5,5,0,28,362,12.9,3,kyle-sweet-1
203,Scott Miller,Bowling Green State,MAC,12,74,968,13.1,10,0,0,,0,74,968,13.1,10,scott-miller-3
204,JuJu Smith-Schuster,USC,Pac-12,13,70,914,13.1,10,5,27,5.4,0,75,941,12.5,10,juju-smith-1
205,Steven Dunbar,Houston,American,13,53,692,13.1,5,0,0,,0,53,692,13.1,5,steven-dunbar-1
206,Ron'Quavion Tarver,Utah State,MWC,12,46,602,13.1,3,0,0,,0,46,602,13.1,3,ronquavion-tarver-1
207,Drew Wolitarsky,Minnesota,Big Ten,13,66,860,13,5,3,6,2,0,69,866,12.6,5,drew-wolitarsky-1
208,Quincy Adeboyejo,Ole Miss,SEC,12,35,456,13,1,0,0,,0,35,456,13,1,quincy-adeboyejo-1
209,Tevaris McCormick,Troy,Sun Belt,10,35,456,13,5,2,2,1,0,37,458,12.4,5,tevaris-mccormick-1
210,Cortez Lewis,Wake Forest,ACC,11,32,415,13,1,0,0,,0,32,415,13,1,cortez-lewis-1
211,Jesus Wilson,Florida State,ACC,7,30,390,13,1,1,6,6,0,31,396,12.8,1,jesus-wilson-1
212,Dontre Wilson,Ohio State,Big Ten,11,27,352,13,5,16,78,4.9,1,43,430,10,6,dontre-wilson-1
213,Izaiah Lottie,New Mexico State,Sun Belt,10,26,339,13,2,0,0,,0,26,339,13,2,izaiah-lottie-1
214,Cam Phillips,Virginia Tech,ACC,14,76,983,12.9,5,30,140,4.7,0,106,1123,10.6,5,cam-phillips-1
215,Andy Isabella,Massachusetts,Ind,12,62,801,12.9,7,12,100,8.3,0,74,901,12.2,7,andy-isabella-1
216,Darren Andrews,UCLA,Pac-12,11,55,709,12.9,4,2,27,13.5,1,57,736,12.9,5,darren-andrews-1
217,Wyatt Demps,Nevada,MWC,12,53,686,12.9,9,0,0,,0,53,686,12.9,9,wyatt-demps-1
218,Nigel Kilby,Eastern Michigan,MAC,9,34,437,12.9,4,0,0,,0,34,437,12.9,4,nigel-kilby-1
219,Pharaoh Brown,Oregon,Pac-12,9,33,426,12.9,5,0,0,,0,33,426,12.9,5,pharaoh-brown-1
220,Jay MacIntyre,Colorado,Pac-12,13,32,412,12.9,1,4,12,3,0,36,424,11.8,1,jay-macintyre-1
221,Chaz Anderson,Boise State,MWC,11,30,386,12.9,0,2,-7,-3.5,0,32,379,11.8,0,chaz-anderson-1
222,Monty Madaris,Michigan State,Big Ten,10,24,310,12.9,1,1,12,12,0,25,322,12.9,1,monty-madaris-1
223,Hergy Mayala,Connecticut,American,9,23,296,12.9,0,0,0,,0,23,296,12.9,0,hergy-mayala-1
224,Ishmael Zamora,Baylor,Big 12,10,63,809,12.8,8,5,27,5.4,0,68,836,12.3,8,ishmael-zamora-1
225,Hayden Hurst,South Carolina,SEC,13,48,616,12.8,1,2,9,4.5,0,50,625,12.5,1,hayden-hurst-1
226,Jared Murphy,Miami (OH),MAC,13,43,552,12.8,5,2,-1,-0.5,0,45,551,12.2,5,jared-murphy-1
227,Jeremy McNichols,Boise State,MWC,13,37,474,12.8,4,314,1709,5.4,23,351,2183,6.2,27,jeremy-mcnichols-1
228,Cory Butler,Utah,Pac-12,8,29,372,12.8,0,20,163,8.2,1,49,535,10.9,1,cory-butler-1
