Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
33,K.D. Cannon,Baylor,Big 12,13,58,1030,17.8,8,2,12,6,0,60,1042,17.4,8,kd-cannon-1
34,Vince Sanders,Ole Miss,SEC,11,39,696,17.8,6,0,0,,0,39,696,17.8,6,vince-sanders-1
35,C.J. Prosise,Notre Dame,Ind,13,29,516,17.8,2,10,126,12.6,1,39,642,16.5,3,cj-prosise-1
36,Devante Davis,UNLV,MWC,8,34,599,17.6,4,0,0,,0,34,599,17.6,4,devante-davis-1
37,Corey Coleman,Baylor,Big 12,10,64,1119,17.5,11,11,53,4.8,1,75,1172,15.6,12,corey-coleman-1
38,Jimmie Hunt,Missouri,SEC,12,40,698,17.5,7,0,0,,0,40,698,17.5,7,jimmie-hunt-1
39,Mack Hollins,North Carolina,ACC,13,35,613,17.5,8,0,0,,0,35,613,17.5,8,mack-hollins-1
40,Charles Lovett,Colorado State,MWC,13,28,490,17.5,3,2,15,7.5,0,30,505,16.8,3,charles-lovett-1
41,Evan Engram,Ole Miss,SEC,10,38,662,17.4,2,0,0,,0,38,662,17.4,2,evan-engram-1
42,Dijon Paschal,Arkansas State,Sun Belt,12,37,642,17.4,4,0,0,,0,37,642,17.4,4,dijon-paschal-1
43,Thomas Sperbeck,Boise State,MWC,11,51,877,17.2,3,2,11,5.5,0,53,888,16.8,3,thomas-sperbeck-1
44,Taywan Taylor,Western Kentucky,CUSA,12,45,767,17,7,1,11,11,0,46,778,16.9,7,taywan-taylor-1
45,Jordan Westerkamp,Nebraska,Big Ten,13,44,747,17,5,0,0,,0,44,747,17,5,jordan-westerkamp-1
46,Kenny Bell,Nebraska,Big Ten,13,47,788,16.8,6,0,0,,0,47,788,16.8,6,kenny-bell-2
47,Markeith Ambles,Houston,American,13,32,539,16.8,4,0,0,,0,32,539,16.8,4,markeith-ambles-2
48,Devon Allen,Oregon,Pac-12,14,41,684,16.7,7,1,21,21,0,42,705,16.8,7,devon-allen-1
49,Trevor Davis,California,Pac-12,9,24,399,16.6,5,0,0,,0,24,399,16.6,5,trevor-davis-1
50,Pharoh Cooper,South Carolina,SEC,13,69,1136,16.5,9,27,200,7.4,2,96,1336,13.9,11,pharoh-cooper-1
51,Mekale McKay,Cincinnati,American,13,44,725,16.5,8,0,0,,0,44,725,16.5,8,mekale-mckay-3
52,Andre Davis,South Florida,American,8,36,594,16.5,7,0,0,,0,36,594,16.5,7,andre-davis-4
53,Jordan Villamin,Oregon State,Pac-12,10,35,578,16.5,6,0,0,,0,35,578,16.5,6,jordan-villamin-1
54,Der'Rikk Thompson,SMU,American,9,31,512,16.5,1,2,0,0,0,33,512,15.5,1,derrikk-thompson-1
55,Matt Miller,Boise State,MWC,5,28,461,16.5,3,0,0,,0,28,461,16.5,3,matt-miller-6
56,Devon Cajuste,Stanford,Pac-12,10,34,557,16.4,6,0,0,,0,34,557,16.4,6,devon-cajuste-1
57,Titus Davis,Central Michigan,MAC,10,60,980,16.3,13,3,20,6.7,0,63,1000,15.9,13,titus-davis-1
58,Malachi Jones,Appalachian State,Sun Belt,12,36,585,16.3,3,0,0,,0,36,585,16.3,3,malachi-jones-1
59,Fred Ross,Mississippi State,SEC,11,30,489,16.3,5,2,6,3,0,32,495,15.5,5,fred-ross-1
60,Rodney Mills,Massachusetts,MAC,12,30,489,16.3,5,0,0,,0,30,489,16.3,5,rodney-mills-1
61,James Washington,Oklahoma State,Big 12,12,28,456,16.3,6,1,20,20,0,29,476,16.4,6,james-washington-5
62,Tyler Boyd,Pitt,ACC,13,78,1261,16.2,8,12,63,5.3,0,90,1324,14.7,8,tyler-boyd-1
63,Antonio Vaughan,Old Dominion,CUSA,12,63,1019,16.2,12,6,31,5.2,0,69,1050,15.2,12,antonio-vaughan-1
64,Josh Reynolds,Texas A&M,SEC,13,52,842,16.2,13,0,0,,0,52,842,16.2,13,josh-reynolds-1
65,D'Haquille Williams,Auburn,SEC,10,45,730,16.2,5,0,0,,0,45,730,16.2,5,dhaquille-williams-1
66,Danny Anthrop,Purdue,Big Ten,9,38,616,16.2,4,3,10,3.3,0,41,626,15.3,4,danny-anthrop-1
67,Deante' Gray,TCU,Big 12,11,36,582,16.2,8,8,88,11,0,44,670,15.2,8,deante-gray-1
68,Jesse Kroll,Central Michigan,MAC,11,36,582,16.2,4,3,16,5.3,0,39,598,15.3,4,jesse-kroll-1
69,Ezell Ruffin,San Diego State,MWC,7,26,422,16.2,2,2,-2,-1,0,28,420,15,2,ezell-ruffin-1
70,David Frazier,Miami (OH),MAC,11,59,949,16.1,5,1,5,5,0,60,954,15.9,5,david-frazier-2
71,Samajie Grant,Arizona,Pac-12,13,45,718,16,6,2,9,4.5,0,47,727,15.5,6,samajie-grant-1
72,Maxx Williams,Minnesota,Big Ten,12,36,569,15.8,8,0,0,,0,36,569,15.8,8,maxx-williams-1
73,C.J. Duncan,Vanderbilt,SEC,11,28,441,15.8,4,2,4,2,0,30,445,14.8,4,cj-duncan-1
74,Da'Ron Brown,Northern Illinois,MAC,14,68,1065,15.7,6,10,108,10.8,1,78,1173,15,7,daron-brown-1
75,Josh Doctson,TCU,Big 12,13,65,1018,15.7,11,0,0,,0,65,1018,15.7,11,josh-doctson-1
76,James Quick,Louisville,ACC,12,36,566,15.7,3,2,9,4.5,0,38,575,15.1,3,james-quick-1
77,Jordan Taylor,Rice,CUSA,10,54,842,15.6,7,0,0,,0,54,842,15.6,7,jordan-taylor-2
78,John Harris,Texas,Big 12,13,68,1051,15.5,7,0,0,,0,68,1051,15.5,7,john-harris-1
79,Jean Sifrin,Massachusetts,MAC,11,41,637,15.5,6,0,0,,0,41,637,15.5,6,jean-sifrin-1
80,Miles Gooch,Virginia,ACC,7,24,371,15.5,1,0,0,,0,24,371,15.5,1,miles-gooch-1
81,Ron Willoughby,Buffalo,MAC,11,50,771,15.4,9,0,0,,0,50,771,15.4,9,ron-willoughby-1
82,Clive Walford,Miami (FL),ACC,11,44,676,15.4,7,0,0,,0,44,676,15.4,7,clive-walford-1
83,Jay Lee,Baylor,Big 12,10,41,633,15.4,6,0,0,,0,41,633,15.4,6,jay-lee-1
84,Joe Hansley,Colorado State,MWC,11,35,540,15.4,2,7,13,1.9,0,42,553,13.2,2,joe-hansley-1
85,Steve Ishmael,Syracuse,ACC,10,27,415,15.4,3,0,0,,0,27,415,15.4,3,steve-ishmael-1
86,Montez McGuire,Appalachian State,Sun Belt,11,25,386,15.4,2,0,0,,0,25,386,15.4,2,montez-mcguire-1
87,Joshua McCain,Idaho,Sun Belt,11,76,1162,15.3,9,1,3,3,0,77,1165,15.1,9,joshua-mccain-1
88,Demarcus Robinson,Florida,SEC,11,53,810,15.3,7,1,3,3,0,54,813,15.1,7,demarcus-robinson-3
89,Dom Williams,Washington State,Pac-12,11,43,656,15.3,9,0,0,,0,43,656,15.3,9,dom-williams-1
90,Mitchell Henry,Western Kentucky,CUSA,11,32,489,15.3,4,0,0,,0,32,489,15.3,4,mitchell-henry-1
91,Demarco Robinson,Kentucky,SEC,12,33,501,15.2,1,1,0,0,0,34,501,14.7,1,demarco-robinson-1
92,Tajae Sharpe,Massachusetts,MAC,12,85,1281,15.1,7,3,14,4.7,0,88,1295,14.7,7,tajae-sharpe-1
93,Devonte Boyd,UNLV,MWC,13,65,980,15.1,4,1,5,5,0,66,985,14.9,4,devonte-boyd-1
94,Ajalen Holley,Louisiana-Monroe,Sun Belt,12,57,863,15.1,7,1,9,9,0,58,872,15,7,ajalen-holley-1
95,Alonzo Russell,Toledo,MAC,13,51,770,15.1,8,0,0,,0,51,770,15.1,8,alonzo-russell-1
96,Edward Pope,Texas A&M,SEC,12,30,454,15.1,4,0,0,,0,30,454,15.1,4,edward-pope-1
97,Mitchell Juergens,Brigham Young,Ind,12,28,424,15.1,4,6,23,3.8,0,34,447,13.1,4,mitchell-juergens-1
98,Roger Lewis,Bowling Green State,MAC,14,73,1094,15,7,1,-3,-3,0,74,1091,14.7,7,roger-lewis-1
99,Darius Phillips,Western Michigan,MAC,12,32,479,15,2,3,37,12.3,0,35,516,14.7,2,darius-phillips-1
100,Keyarris Garrett,Tulsa,American,10,47,698,14.9,5,0,0,,0,47,698,14.9,5,keyarris-garrett-1
101,Dwayne Stanford,Oregon,Pac-12,13,43,639,14.9,6,0,0,,0,43,639,14.9,6,dwayne-stanford-1
102,Garrett Brown,Air Force,MWC,12,36,535,14.9,6,36,195,5.4,1,72,730,10.1,7,garrett-brown-2
103,Johnny Holton,Cincinnati,American,13,29,431,14.9,5,0,0,,0,29,431,14.9,5,johnny-holton-1
104,Donovan Harden,Georgia State,Sun Belt,12,60,885,14.8,7,2,15,7.5,0,62,900,14.5,7,donovan-harden-2
105,Michael Thomas,Ohio State,Big Ten,15,54,799,14.8,9,0,0,,0,54,799,14.8,9,michael-thomas-3
106,Eldridge Massington,UCLA,Pac-12,11,25,367,14.7,3,0,0,,0,25,367,14.7,3,eldridge-massington-1
107,Robert Davis,Georgia State,Sun Belt,12,50,732,14.6,2,1,3,3,0,51,735,14.4,2,robert-davis-10
108,Geronimo Allison,Illinois,Big Ten,11,41,598,14.6,5,0,0,,0,41,598,14.6,5,geronimo-allison-1
109,Travis Rudolph,Florida State,ACC,10,38,555,14.6,4,0,0,,0,38,555,14.6,4,travis-rudolph-1
110,Ian Sadler,Texas Tech,Big 12,7,23,336,14.6,2,0,0,,0,23,336,14.6,2,ian-sadler-1
111,Mario Alford,West Virginia,Big 12,13,65,945,14.5,11,2,14,7,0,67,959,14.3,11,mario-alford-1
112,De'Runnya Wilson,Mississippi State,SEC,10,47,680,14.5,9,0,0,,0,47,680,14.5,9,derunnya-wilson-1
113,Cameron Smith,Arizona State,Pac-12,11,41,596,14.5,6,3,25,8.3,0,44,621,14.1,6,cameron-smith-2
114,William Fuller,Notre Dame,Ind,13,76,1094,14.4,15,0,0,,0,76,1094,14.4,15,william-fuller-2
115,Stephen Anderson,California,Pac-12,10,46,661,14.4,5,0,0,,0,46,661,14.4,5,stephen-anderson-2
116,Michael Thomas,Southern Mississippi,CUSA,12,41,592,14.4,5,0,0,,0,41,592,14.4,5,michael-thomas-6
117,Juwan Brescacin,Northern Illinois,MAC,11,31,445,14.4,6,0,0,,0,31,445,14.4,6,juwan-brescacin-1
118,Josiah Price,Michigan State,Big Ten,10,26,374,14.4,6,0,0,,0,26,374,14.4,6,josiah-price-1
119,Tyler Lockett,Kansas State,Big 12,13,106,1515,14.3,11,3,17,5.7,0,109,1532,14.1,11,tyler-lockett-1
120,Jarrod West,Syracuse,ACC,10,49,700,14.3,0,0,0,,0,49,700,14.3,0,jarrod-west-1
121,Jared Murphy,Miami (OH),MAC,12,42,600,14.3,4,10,28,2.8,2,52,628,12.1,6,jared-murphy-1
122,J.J. Worton,UCF,American,10,36,514,14.3,5,0,0,,0,36,514,14.3,5,jj-worton-1
123,Xavier Williams,Colorado State,MWC,13,30,430,14.3,3,0,0,,0,30,430,14.3,3,xavier-williams-1
124,Devin Clarke,Middle Tennessee State,CUSA,10,25,358,14.3,2,0,0,,0,25,358,14.3,2,devin-clarke-1
125,Jaelen Strong,Arizona State,Pac-12,12,82,1165,14.2,10,0,0,,0,82,1165,14.2,10,jaelen-strong-1
126,Jordan Payton,UCLA,Pac-12,13,67,954,14.2,7,0,0,,0,67,954,14.2,7,jordan-payton-1
127,Hunter Sharp,Utah State,MWC,13,66,939,14.2,7,6,28,4.7,0,72,967,13.4,7,hunter-sharp-1
128,Marcus Kemp,Hawaii,MWC,12,56,797,14.2,3,0,0,,0,56,797,14.2,3,marcus-kemp-1
129,Jordan Leslie,Brigham Young,Ind,13,55,779,14.2,6,3,34,11.3,1,58,813,14,7,jordan-leslie-1
130,David Glidden,Oklahoma State,Big 12,12,42,598,14.2,2,0,0,,0,42,598,14.2,2,david-glidden-1
131,Joshua Reese,UCF,American,12,39,552,14.2,6,4,16,4,0,43,568,13.2,6,joshua-reese-1
132,Chris Brown,Notre Dame,Ind,13,39,548,14.1,1,1,5,5,0,40,553,13.8,1,chris-brown-11
133,Deon Butler,Central Michigan,MAC,11,30,424,14.1,1,0,0,,0,30,424,14.1,1,deon-butler-2
134,Sterling Griffin,Louisiana Tech,CUSA,9,29,408,14.1,2,0,0,,0,29,408,14.1,2,sterling-griffin-3
135,Vince Mayle,Washington State,Pac-12,12,106,1483,14,9,0,0,,0,106,1483,14,9,vince-mayle-1
136,Cayleb Jones,Arizona,Pac-12,14,73,1019,14,9,0,0,,0,73,1019,14,9,cayleb-jones-2
137,Jakeem Grant,Texas Tech,Big 12,12,67,938,14,7,5,35,7,0,72,973,13.5,7,jakeem-grant-1
138,Alex Erickson,Wisconsin,Big Ten,13,55,772,14,3,3,1,0.3,0,58,773,13.3,3,alex-erickson-1
139,Jalen Claiborne,Wyoming,MWC,12,41,576,14,3,2,1,0.5,0,43,577,13.4,3,jalen-claiborne-1
140,Tyler McCulloch,Colorado,Pac-12,9,30,419,14,2,0,0,,0,30,419,14,2,tyler-mcculloch-1
141,Shane Tucker,Middle Tennessee State,CUSA,12,25,351,14,4,97,486,5,8,122,837,6.9,12,shane-tucker-1
142,Rodney Adams,South Florida,American,9,23,323,14,2,5,52,10.4,1,28,375,13.4,3,rodney-adams-1
143,Demornay Pierson-El,Nebraska,Big Ten,13,23,321,14,4,5,10,2,0,28,331,11.8,4,demornay-pierson-el-1
144,Amari Cooper,Alabama,SEC,14,124,1727,13.9,16,5,23,4.6,0,129,1750,13.6,16,amari-cooper-1
145,Shavarez Smith,South Alabama,Sun Belt,13,54,748,13.9,8,1,-13,-13,0,55,735,13.4,8,shavarez-smith-1
146,Tevaun Smith,Iowa,Big Ten,13,43,596,13.9,3,3,43,14.3,0,46,639,13.9,3,tevaun-smith-1
147,Hunter Henry,Arkansas,SEC,12,37,513,13.9,2,0,0,,0,37,513,13.9,2,hunter-henry-1
148,Marquise Ricard,Southern Mississippi,CUSA,12,30,417,13.9,2,0,0,,0,30,417,13.9,2,marquise-ricard-1
149,Macgarrett Kings Jr.,Michigan State,Big Ten,13,29,404,13.9,1,12,71,5.9,0,41,475,11.6,1,macgarrett-kings-jr-1
150,Rashad Greene,Florida State,ACC,14,99,1365,13.8,7,1,-2,-2,0,100,1363,13.6,7,rashad-greene-1
151,Antwan Goodley,Baylor,Big 12,10,60,830,13.8,6,8,71,8.9,0,68,901,13.3,6,antwan-goodley-1
152,Jalen Fitzpatrick,Temple,American,12,53,730,13.8,6,2,-10,-5,0,55,720,13.1,6,jalen-fitzpatrick-1
153,D'Vario Montgomery,Iowa State,Big 12,9,44,605,13.8,2,1,9,9,0,45,614,13.6,2,dvario-montgomery-1
154,Canaan Severin,Virginia,ACC,12,42,578,13.8,5,0,0,,0,42,578,13.8,5,canaan-severin-1
155,Mike Dudek,Illinois,Big Ten,13,76,1038,13.7,6,6,73,12.2,0,82,1111,13.5,6,mike-dudek-1
156,Geno Lewis,Penn State,Big Ten,13,55,751,13.7,2,1,1,1,0,56,752,13.4,2,geno-lewis-1
157,Bo Hines,North Carolina State,ACC,12,45,616,13.7,1,1,3,3,0,46,619,13.5,1,bo-hines-1
158,Jenson Stoshak,Florida Atlantic,CUSA,12,37,508,13.7,2,0,0,,0,37,508,13.7,2,jenson-stoshak-1
159,Shaq Roland,South Carolina,SEC,9,26,356,13.7,4,0,0,,0,26,356,13.7,4,shaq-roland-1
160,Byron Marshall,Oregon,Pac-12,15,74,1003,13.6,6,52,392,7.5,1,126,1395,11.1,7,byron-marshall-1
161,Cody Core,Ole Miss,SEC,13,41,558,13.6,6,4,86,21.5,0,45,644,14.3,6,cody-core-1
162,Tanner Gentry,Wyoming,MWC,12,32,435,13.6,2,2,3,1.5,0,34,438,12.9,2,tanner-gentry-1
163,Malcolm Johnson,Mississippi State,SEC,12,28,380,13.6,3,0,0,,0,28,380,13.6,3,malcolm-johnson-2
164,Jordan Reid,Ohio,MAC,10,24,326,13.6,1,0,0,,0,24,326,13.6,1,jordan-reid-1
165,B.J. Johnson,Georgia Southern,Sun Belt,11,23,312,13.6,3,3,29,9.7,0,26,341,13.1,3,bj-johnson-2
166,Corey Robinson,Notre Dame,Ind,12,40,539,13.5,5,0,0,,0,40,539,13.5,5,corey-robinson-3
167,Steven Scheu,Vanderbilt,SEC,12,39,525,13.5,4,0,0,,0,39,525,13.5,4,steven-scheu-1
168,Bryan Holmes,Troy,Sun Belt,11,34,460,13.5,5,1,4,4,0,35,464,13.3,5,bryan-holmes-1
169,Curry Sexton,Kansas State,Big 12,13,79,1059,13.4,5,0,0,,0,79,1059,13.4,5,curry-sexton-1
170,Jordan Williams,Ball State,MAC,11,56,753,13.4,6,0,0,,0,56,753,13.4,6,jordan-williams-3
171,JuJu Smith-Schuster,USC,Pac-12,13,54,724,13.4,5,2,3,1.5,0,56,727,13,5,juju-smith-1
172,Tyreese Russell,Eastern Michigan,MAC,12,39,523,13.4,3,1,7,7,0,40,530,13.3,3,tyreese-russell-1
173,Scott Harding,Hawaii,MWC,13,34,457,13.4,3,0,0,,0,34,457,13.4,3,scott-harding-1
174,Tevin Jones,Memphis,American,12,33,442,13.4,3,1,0,0,0,34,442,13,3,tevin-jones-1
175,Dennis Parks,Rice,CUSA,9,29,389,13.4,1,0,0,,0,29,389,13.4,1,dennis-parks-1
176,Amir Carlisle,Notre Dame,Ind,12,23,309,13.4,3,7,46,6.6,0,30,355,11.8,3,amir-carlisle-2
177,Kevin White,West Virginia,Big 12,13,109,1447,13.3,10,0,0,,0,109,1447,13.3,10,kevin-white-6
178,Ronald Butler,Utah State,MWC,14,36,478,13.3,2,6,72,12,0,42,550,13.1,2,ronald-butler-1
179,Sam Arneson,Wisconsin,Big Ten,14,29,387,13.3,4,0,0,,0,29,387,13.3,4,sam-arneson-1
180,Alan Cross,Memphis,American,12,28,373,13.3,4,1,1,1,1,29,374,12.9,5,alan-cross-2
181,David Grinnage,North Carolina State,ACC,11,27,358,13.3,5,0,0,,0,27,358,13.3,5,david-grinnage-1
182,Joel German,Western Kentucky,CUSA,13,27,358,13.3,4,0,0,,0,27,358,13.3,4,joel-german-1
183,Cameron Dickerson,Northwestern,Big Ten,9,24,318,13.3,1,0,0,,0,24,318,13.3,1,cameron-dickerson-1
184,Laquon Treadwell,Ole Miss,SEC,9,48,632,13.2,5,2,-7,-3.5,0,50,625,12.5,5,laquon-treadwell-1
185,Dominic Rufran,Wyoming,MWC,12,45,596,13.2,0,6,15,2.5,0,51,611,12,0,dominic-rufran-1
186,Allen Lazard,Iowa State,Big 12,12,45,593,13.2,3,0,0,,0,45,593,13.2,3,allen-lazard-1
187,Markese Triplett,Southern Mississippi,CUSA,12,40,529,13.2,1,0,0,,0,40,529,13.2,1,markese-triplett-1
188,Marcus Henry,Middle Tennessee State,CUSA,11,40,527,13.2,4,0,0,,0,40,527,13.2,4,marcus-henry-2
189,Josh Robinson,Mississippi State,SEC,13,28,370,13.2,1,190,1203,6.3,11,218,1573,7.2,12,josh-robinson-2
190,Jalin Marshall,Ohio State,Big Ten,15,38,499,13.1,6,25,145,5.8,1,63,644,10.2,7,jalin-marshall-1
191,Amara Darboh,Michigan,Big Ten,11,36,473,13.1,2,0,0,,0,36,473,13.1,2,amara-darboh-1
192,Gehrig Dieter,Bowling Green State,MAC,8,35,460,13.1,1,0,0,,0,35,460,13.1,1,gehrig-dieter-1
193,Aaron Peck,Fresno State,MWC,12,32,419,13.1,3,0,0,,0,32,419,13.1,3,aaron-peck-1
194,Trey Griffey,Arizona,Pac-12,13,31,405,13.1,1,0,0,,0,31,405,13.1,1,trey-griffey-1
195,Bra'Lon Cherry,North Carolina State,ACC,11,27,354,13.1,3,6,40,6.7,2,33,394,11.9,5,bralon-cherry-1
196,Bud Sasser,Missouri,SEC,14,77,1003,13,12,0,0,,0,77,1003,13,12,bud-sasser-1
197,Trent Taylor,Louisiana Tech,CUSA,14,64,834,13,9,0,0,,0,64,834,13,9,trent-taylor-2
198,Kenny Lawler,California,Pac-12,11,54,701,13,9,0,0,,0,54,701,13,9,kenny-lawler-1
199,Austin Hill,Arizona,Pac-12,14,49,635,13,4,0,0,,0,49,635,13,4,austin-hill-1
200,Jimmay Mundine,Kansas,Big 12,11,45,584,13,3,0,0,,0,45,584,13,3,jimmay-mundine-1
201,Keon Hatcher,Arkansas,SEC,13,43,558,13,6,5,112,22.4,1,48,670,14,7,keon-hatcher-1
202,Jerrel Brown,New Mexico State,Sun Belt,10,34,442,13,2,0,0,,0,34,442,13,2,jerrel-brown-1
203,Westlee Tonga,Utah,Pac-12,11,30,391,13,4,0,0,,0,30,391,13,4,westlee-tonga-1
204,Chris Godwin,Penn State,Big Ten,13,26,338,13,2,2,1,0.5,0,28,339,12.1,2,chris-godwin-1
205,Alex Welch,Miami (OH),MAC,8,24,312,13,2,0,0,,0,24,312,13,2,alex-welch-1
206,Tres Houston,Arkansas State,Sun Belt,13,53,685,12.9,4,0,0,,0,53,685,12.9,4,tres-houston-1
207,Nick O'Leary,Florida State,ACC,13,48,618,12.9,6,0,0,,1,48,618,12.9,7,nick-oleary-1
208,Hasaan Henderson,Nevada,MWC,9,45,579,12.9,4,0,0,,0,45,579,12.9,4,hasaan-henderson-1
209,Justyn Shackleford,Tulane,American,11,36,465,12.9,2,0,0,,0,36,465,12.9,2,justyn-shackleford-1
210,Marken Michel,Massachusetts,MAC,12,30,386,12.9,1,19,115,6.1,2,49,501,10.2,3,marken-michel-1
211,Stefon Diggs,Maryland,Big Ten,10,62,792,12.8,5,5,28,5.6,0,67,820,12.2,5,stefon-diggs-1
212,Kenneth Dixon,Louisiana Tech,CUSA,14,30,385,12.8,6,253,1299,5.1,22,283,1684,6,28,kenneth-dixon-1
213,Deshon Foxx,Connecticut,American,12,30,384,12.8,1,23,203,8.8,1,53,587,11.1,2,deshon-foxx-1
214,Josh Bordner,Boston College,ACC,13,27,346,12.8,3,0,0,,0,27,346,12.8,3,josh-bordner-1
215,Alex Deleon,Florida Atlantic,CUSA,10,23,295,12.8,5,0,0,,0,23,295,12.8,5,alex-deleon-1
216,Artavis Scott,Clemson,ACC,12,76,965,12.7,8,6,18,3,0,82,983,12,8,artavis-scott-1
217,Isaiah Ford,Virginia Tech,ACC,13,56,709,12.7,6,4,0,0,0,60,709,11.8,6,isaiah-ford-1
218,David Washington,Old Dominion,CUSA,12,47,599,12.7,4,1,0,0,0,48,599,12.5,4,david-washington-4
219,Speedy Noil,Texas A&M,SEC,12,46,583,12.7,5,1,10,10,0,47,593,12.6,5,speedy-noil-1
220,Danny Woodson Jr.,South Alabama,Sun Belt,12,30,382,12.7,4,0,0,,0,30,382,12.7,4,danny-woodson-jr-1
221,Nelson Agholor,USC,Pac-12,13,104,1313,12.6,12,4,3,0.8,0,108,1316,12.2,12,nelson-agholor-1
222,Mitch Mathews,Brigham Young,Ind,13,73,922,12.6,9,0,0,,0,73,922,12.6,9,mitch-mathews-1
223,Bradley Marquez,Texas Tech,Big 12,12,65,821,12.6,10,0,0,,0,65,821,12.6,10,bradley-marquez-1
224,Zach Pascal,Old Dominion,CUSA,12,59,743,12.6,7,0,0,,0,59,743,12.6,7,zach-pascal-1
225,Shane Wynn,Indiana,Big Ten,12,56,708,12.6,3,4,138,34.5,2,60,846,14.1,5,shane-wynn-1
226,Deandrew White,Alabama,SEC,10,40,504,12.6,4,2,-4,-2,0,42,500,11.9,4,deandrew-white-1
227,George Farmer,USC,Pac-12,10,25,314,12.6,4,2,2,1,0,27,316,11.7,4,george-farmer-2
228,Isiah Myers,Washington State,Pac-12,12,78,972,12.5,12,0,0,,0,78,972,12.5,12,isiah-myers-1
229,Chris Humphrey,Kent State,MAC,11,51,635,12.5,5,0,0,,0,51,635,12.5,5,chris-humphrey-1
