Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
22,Dominique Reed,Arkansas,SEC,10,28,535,19.1,6,4,24,6,1,32,559,17.5,7,dominique-reed-1
23,Darren Carrington,Oregon,Pac-12,7,32,609,19,6,1,21,21,0,33,630,19.1,6,darren-carrington-1
24,Travin Dural,LSU,SEC,9,28,533,19,3,3,13,4.3,0,31,546,17.6,3,travin-dural-1
25,Brandon Reilly,Nebraska,Big Ten,12,40,754,18.9,4,11,96,8.7,0,51,850,16.7,4,brandon-reilly-1
26,Donovan Harden,Georgia State,Sun Belt,10,38,715,18.8,5,1,-2,-2,0,39,713,18.3,5,donovan-harden-2
27,Mekale McKay,Cincinnati,American,10,27,507,18.8,2,0,0,,0,27,507,18.8,2,mekale-mckay-3
28,Sam Martin,Miami (OH),MAC,10,29,542,18.7,2,0,0,,0,29,542,18.7,2,sam-martin-3
29,Gary Chambers,Arizona State,Pac-12,13,26,486,18.7,2,0,0,,0,26,486,18.7,2,gary-chambers-1
30,Rodney Adams,South Florida,American,13,44,816,18.5,9,11,87,7.9,1,55,903,16.4,10,rodney-adams-1
31,Malachi Jones,Appalachian State,Sun Belt,12,25,463,18.5,3,0,0,,0,25,463,18.5,3,malachi-jones-1
32,Corey Coleman,Baylor,Big 12,12,74,1363,18.4,20,22,111,5,0,96,1474,15.4,20,corey-coleman-1
33,Tanner Gentry,Wyoming,MWC,7,37,678,18.3,4,5,48,9.6,0,42,726,17.3,4,tanner-gentry-1
34,Roger Lewis,Bowling Green State,MAC,14,85,1544,18.2,16,0,0,,0,85,1544,18.2,16,roger-lewis-1
35,Josh Reynolds,Texas A&M,SEC,12,51,907,17.8,5,0,0,,0,51,907,17.8,5,josh-reynolds-1
36,Tyrain Taylor,New Mexico State,Sun Belt,12,39,691,17.7,4,1,-2,-2,0,40,689,17.2,4,tyrain-taylor-1
37,Courtland Sutton,SMU,American,12,49,862,17.6,9,0,0,,0,49,862,17.6,9,courtland-sutton-1
38,Tevaun Smith,Iowa,Big Ten,11,32,563,17.6,3,0,0,,0,32,563,17.6,3,tevaun-smith-1
39,K.D. Cannon,Baylor,Big 12,13,50,868,17.4,6,1,2,2,0,51,870,17.1,6,kd-cannon-1
40,Cody Core,Ole Miss,SEC,12,37,644,17.4,4,1,1,1,0,38,645,17,4,cody-core-1
41,Simmie Cobbs,Indiana,Big Ten,13,60,1035,17.3,4,0,0,,0,60,1035,17.3,4,simmie-cobbs-1
42,Jamari Staples,Louisville,ACC,9,37,638,17.2,3,0,0,,0,37,638,17.2,3,jamari-staples-1
43,Alonzo Russell,Toledo,MAC,12,36,618,17.2,5,0,0,,0,36,618,17.2,5,alonzo-russell-1
44,Justin Hobbs,Tulsa,American,11,32,551,17.2,2,3,13,4.3,0,35,564,16.1,2,justin-hobbs-1
45,Devon Breaux,Tulane,American,9,25,431,17.2,3,0,0,,0,25,431,17.2,3,devon-breaux-1
46,Taywan Taylor,Western Kentucky,CUSA,14,86,1467,17.1,17,7,2,0.3,0,93,1469,15.8,17,taywan-taylor-1
47,Tres Houston,Arkansas State,Sun Belt,12,36,615,17.1,10,0,0,,0,36,615,17.1,10,tres-houston-1
48,Deon Cain,Clemson,ACC,11,34,582,17.1,5,1,-5,-5,0,35,577,16.5,5,deon-cain-1
49,Josh Doctson,TCU,Big 12,10,78,1326,17,14,2,7,3.5,0,80,1333,16.7,14,josh-doctson-1
50,Marcell Ateman,Oklahoma State,Big 12,12,45,766,17,5,1,1,1,0,46,767,16.7,5,marcell-ateman-1
51,Brendan Cope,Ohio,MAC,10,30,510,17,2,0,0,,0,30,510,17,2,brendan-cope-1
52,Ricky Jones,Indiana,Big Ten,13,54,906,16.8,5,2,20,10,0,56,926,16.5,5,ricky-jones-1
53,Trevor Davis,California,Pac-12,13,40,672,16.8,2,3,4,1.3,0,43,676,15.7,2,trevor-davis-1
54,Bug Howard,North Carolina,ACC,12,29,488,16.8,4,0,0,,0,29,488,16.8,4,bug-howard-1
55,Devonte Boyd,UNLV,MWC,12,54,904,16.7,7,0,0,,0,54,904,16.7,7,devonte-boyd-1
56,Keyarris Garrett,Tulsa,American,13,96,1588,16.5,8,0,0,,0,96,1588,16.5,8,keyarris-garrett-1
57,Thomas Duarte,UCLA,Pac-12,13,53,872,16.5,10,0,0,,0,53,872,16.5,10,thomas-duarte-1
58,Rokeem Williams,Miami (OH),MAC,11,33,543,16.5,2,6,30,5,0,39,573,14.7,2,rokeem-williams-1
59,Michael Rector,Stanford,Pac-12,14,34,559,16.4,7,1,-6,-6,0,35,553,15.8,7,michael-rector-1
60,JuJu Smith-Schuster,USC,Pac-12,14,89,1454,16.3,10,1,4,4,0,90,1458,16.2,10,juju-smith-1
61,Devin Lucien,Arizona State,Pac-12,12,66,1074,16.3,8,0,0,,0,66,1074,16.3,8,devin-lucien-1
62,Jabryce Taylor,UTSA,CUSA,12,29,472,16.3,3,0,0,,0,29,472,16.3,3,jabryce-taylor-1
63,John Burt,Texas,Big 12,12,28,457,16.3,2,1,-2,-2,0,29,455,15.7,2,john-burt-1
64,Cayleb Jones,Arizona,Pac-12,13,56,907,16.2,5,0,0,,0,56,907,16.2,5,cayleb-jones-2
65,Dede Westbrook,Oklahoma,Big 12,13,46,743,16.2,4,5,17,3.4,0,51,760,14.9,4,dede-westbrook-1
66,Malachi Dupre,LSU,SEC,12,43,698,16.2,6,0,0,,0,43,698,16.2,6,malachi-dupre-1
67,Jordan Bergstrom,New Mexico State,Sun Belt,9,27,437,16.2,7,0,0,,0,27,437,16.2,7,jordan-bergstrom-1
68,Corey Davis,Western Michigan,MAC,13,89,1429,16.1,12,1,11,11,0,90,1440,16,12,corey-davis-3
69,Robert Davis,Georgia State,Sun Belt,13,61,980,16.1,6,0,0,,0,61,980,16.1,6,robert-davis-10
70,Thomas Sperbeck,Boise State,MWC,13,88,1412,16,8,5,42,8.4,0,93,1454,15.6,8,thomas-sperbeck-1
71,Chris Godwin,Penn State,Big Ten,13,69,1101,16,5,0,0,,0,69,1101,16,5,chris-godwin-1
72,James Quick,Louisville,ACC,11,39,624,16,5,1,8,8,0,40,632,15.8,5,james-quick-1
73,Quincy Adeboyejo,Ole Miss,SEC,12,38,604,15.9,7,0,0,,0,38,604,15.9,7,quincy-adeboyejo-1
74,Jordan Thompson,West Virginia,Big 12,11,32,509,15.9,0,0,0,,0,32,509,15.9,0,jordan-thompson-2
75,O.J. Howard,Alabama,SEC,12,38,602,15.8,2,0,0,,0,38,602,15.8,2,oj-howard-1
76,Jovon Durante,West Virginia,Big 12,12,25,395,15.8,5,0,0,,0,25,395,15.8,5,jovon-durante-1
77,Ben McCord,Central Michigan,MAC,13,39,612,15.7,5,0,0,,0,39,612,15.7,5,ben-mccord-1
78,Keevan Lucas,Tulsa,American,4,26,409,15.7,5,6,46,7.7,0,32,455,14.2,5,keevan-lucas-1
79,Ricardo Louis,Auburn,SEC,13,46,716,15.6,3,29,158,5.4,1,75,874,11.7,4,ricardo-louis-1
80,Marcus Kemp,Hawaii,MWC,12,36,563,15.6,2,0,0,,0,36,563,15.6,2,marcus-kemp-1
81,Isaiah Ford,Virginia Tech,ACC,13,75,1164,15.5,11,7,51,7.3,0,82,1215,14.8,11,isaiah-ford-1
82,Kenny Golladay,Northern Illinois,MAC,14,73,1129,15.5,10,9,14,1.6,1,82,1143,13.9,11,kenny-golladay-1
83,Travis Rudolph,Florida State,ACC,13,59,916,15.5,7,0,0,,0,59,916,15.5,7,travis-rudolph-1
84,Penny Hart,Georgia State,Sun Belt,13,72,1109,15.4,8,3,11,3.7,0,75,1120,14.9,8,penny-hart-1
85,Nicholas Norris,Western Kentucky,CUSA,14,63,971,15.4,6,6,63,10.5,1,69,1034,15,7,nicholas-norris-1
86,Dwayne Stanford,Oregon,Pac-12,11,30,463,15.4,5,0,2,,0,30,465,15.5,5,dwayne-stanford-1
87,Gregory Hogan,New Mexico State,Sun Belt,12,24,370,15.4,5,0,0,,0,24,370,15.4,5,gregory-hogan-1
88,De'Runnya Wilson,Mississippi State,SEC,13,59,905,15.3,10,0,0,,0,59,905,15.3,10,derunnya-wilson-1
89,Jamal Robinson,Louisiana,Sun Belt,12,54,824,15.3,5,0,0,,0,54,824,15.3,5,jamal-robinson-3
90,Jehu Chesson,Michigan,Big Ten,13,50,764,15.3,9,8,155,19.4,2,58,919,15.8,11,jehu-chesson-1
91,Jordan Villamin,Oregon State,Pac-12,12,43,660,15.3,5,0,0,,0,43,660,15.3,5,jordan-villamin-1
92,Adoree Jackson,USC,Pac-12,14,27,414,15.3,2,7,36,5.1,0,34,450,13.2,2,adoree-jackson-1
93,Donnel Pumphrey,San Diego State,MWC,14,27,414,15.3,3,309,1653,5.3,17,336,2067,6.2,20,donnel-pumphrey-1
94,Fred Brown,Mississippi State,SEC,12,27,412,15.3,3,0,0,,0,27,412,15.3,3,fred-brown-3
95,Kody Cook,Kansas State,Big 12,12,27,412,15.3,3,67,158,2.4,2,94,570,6.1,5,kody-cook-1
96,David Glidden,Oklahoma State,Big 12,13,57,866,15.2,3,0,0,,0,57,866,15.2,3,david-glidden-1
97,Herb Waters,Miami (FL),ACC,13,41,624,15.2,1,2,11,5.5,0,43,635,14.8,1,herb-waters-1
98,Corey Willis,Central Michigan,MAC,13,37,564,15.2,5,9,19,2.1,0,46,583,12.7,5,corey-willis-1
99,Da'Mari Scott,Fresno State,MWC,11,24,364,15.2,3,1,3,3,0,25,367,14.7,3,damari-scott-1
100,Eddie Daugherty,Eastern Michigan,MAC,12,37,557,15.1,4,5,13,2.6,0,42,570,13.6,4,eddie-daugherty-1
101,Dennis Parks,Rice,CUSA,9,33,498,15.1,3,0,0,,0,33,498,15.1,3,dennis-parks-1
102,Jared Murphy,Miami (OH),MAC,11,29,439,15.1,2,3,6,2,0,32,445,13.9,2,jared-murphy-1
103,Sterling Shepard,Oklahoma,Big 12,13,86,1288,15,11,1,5,5,0,87,1293,14.9,11,sterling-shepard-1
104,Joshua Perkins,Washington,Pac-12,12,36,539,15,3,0,0,,0,36,539,15,3,joshua-perkins-1
105,Jerell Adams,South Carolina,SEC,12,28,421,15,3,0,0,,0,28,421,15,3,jerell-adams-1
106,Malcolm Mitchell,Georgia,SEC,13,58,865,14.9,5,0,0,,0,58,865,14.9,5,malcolm-mitchell-2
107,Garrett Johnson,Kentucky,SEC,12,47,700,14.9,2,1,0,0,0,48,700,14.6,2,garrett-johnson-3
108,Devin Lauderdale,Texas Tech,Big 12,10,43,639,14.9,4,0,0,,0,43,639,14.9,4,devin-lauderdale-1
109,Hunter Renfrow,Clemson,ACC,13,33,492,14.9,5,0,0,,0,33,492,14.9,5,hunter-renfrow-1
110,Aaron Burbridge,Michigan State,Big Ten,14,85,1258,14.8,7,9,44,4.9,0,94,1302,13.9,7,aaron-burbridge-1
111,Anthony Miller,Memphis,American,12,47,694,14.8,5,9,54,6,2,56,748,13.4,7,anthony-miller-6
112,Ventell Bryant,Temple,American,14,39,579,14.8,3,1,9,9,0,40,588,14.7,3,ventell-bryant-1
113,Nick Kurtz,Brigham Young,Ind,12,39,578,14.8,3,0,0,,0,39,578,14.8,3,nick-kurtz-1
114,Tyler Higbee,Western Kentucky,CUSA,9,38,563,14.8,8,0,0,,0,38,563,14.8,8,tyler-higbee-1
115,Anthony Nash,Duke,ACC,10,32,475,14.8,1,0,0,,0,32,475,14.8,1,anthony-nash-1
116,Jeff Badet,Kentucky,SEC,11,29,430,14.8,2,0,0,,0,29,430,14.8,2,jeff-badet-1
117,Joe Hansley,Colorado State,MWC,13,28,415,14.8,6,3,11,3.7,0,31,426,13.7,6,joe-hansley-1
118,Pharoh Cooper,South Carolina,SEC,12,66,973,14.7,8,24,111,4.6,1,90,1084,12,9,pharoh-cooper-1
119,Stacy Coley,Miami (FL),ACC,11,47,689,14.7,4,1,15,15,0,48,704,14.7,4,stacy-coley-1
120,Jenson Stoshak,Florida Atlantic,CUSA,12,56,816,14.6,2,0,0,,0,56,816,14.6,2,jenson-stoshak-1
121,Deangelo Yancey,Purdue,Big Ten,12,48,700,14.6,5,0,0,,0,48,700,14.6,5,deangelo-yancey-1
122,Paul Turner,Louisiana Tech,CUSA,11,45,657,14.6,3,1,7,7,0,46,664,14.4,3,paul-turner-3
123,Tre' Parmalee,Kansas,Big 12,10,41,599,14.6,3,4,22,5.5,1,45,621,13.8,4,tre-parmalee-1
124,Steve Ishmael,Syracuse,ACC,12,39,570,14.6,7,0,0,,0,39,570,14.6,7,steve-ishmael-1
125,Hunter Henry,Arkansas,SEC,13,51,739,14.5,3,0,0,,0,51,739,14.5,3,hunter-henry-1
126,Devon Blackmon,Brigham Young,Ind,13,46,669,14.5,0,0,0,,0,46,669,14.5,0,devon-blackmon-1
127,Rodney Mills,Massachusetts,MAC,9,33,477,14.5,3,0,0,,0,33,477,14.5,3,rodney-mills-1
128,Allen Lazard,Iowa State,Big 12,11,56,808,14.4,6,0,0,,0,56,808,14.4,6,allen-lazard-1
129,KaVontae Turpin,TCU,Big 12,13,45,649,14.4,8,20,116,5.8,0,65,765,11.8,8,kavontae-turpin-1
130,Jeremy Sprinkle,Arkansas,SEC,11,27,389,14.4,6,1,4,4,0,28,393,14,6,jeremy-sprinkle-1
131,Rashard Higgins,Colorado State,MWC,12,74,1061,14.3,8,2,21,10.5,0,76,1082,14.2,8,rashard-higgins-1
132,Hasaan Henderson,Nevada,MWC,13,52,741,14.3,4,0,0,,0,52,741,14.3,4,hasaan-henderson-1
133,Charone Peake,Clemson,ACC,14,50,716,14.3,5,0,0,,0,50,716,14.3,5,charone-peake-1
134,Christian McCaffrey,Stanford,Pac-12,14,45,645,14.3,5,337,2019,6,8,382,2664,7,13,christian-mccaffrey-1
135,Trent Bostick,Charlotte,CUSA,12,33,472,14.3,3,0,0,,0,33,472,14.3,3,trent-bostick-1
136,D.J. Moore,Maryland,Big Ten,11,25,357,14.3,3,1,9,9,0,26,366,14.1,3,dj-moore-3
137,Jordan Payton,UCLA,Pac-12,13,78,1105,14.2,5,0,0,,0,78,1105,14.2,5,jordan-payton-1
138,Jesse Kroll,Central Michigan,MAC,13,61,866,14.2,4,0,0,,0,61,866,14.2,4,jesse-kroll-1
139,D.J. Thompson,Southern Mississippi,CUSA,14,55,779,14.2,6,0,0,,0,55,779,14.2,6,dj-thompson-1
140,Shay Fields,Colorado,Pac-12,10,42,598,14.2,4,2,8,4,0,44,606,13.8,4,shay-fields-1
141,Ian Sadler,Texas Tech,Big 12,10,42,596,14.2,3,0,0,,0,42,596,14.2,3,ian-sadler-1
142,Zach Wright,Rice,CUSA,12,39,554,14.2,5,0,0,,0,39,554,14.2,5,zach-wright-1
143,Devon Cajuste,Stanford,Pac-12,12,27,383,14.2,3,0,0,,0,27,383,14.2,3,devon-cajuste-1
144,Jakeem Grant,Texas Tech,Big 12,13,90,1268,14.1,10,8,68,8.5,2,98,1336,13.6,12,jakeem-grant-1
145,Laquon Treadwell,Ole Miss,SEC,13,82,1153,14.1,11,1,-5,-5,0,83,1148,13.8,11,laquon-treadwell-1
146,Joshua Atkinson,Tulsa,American,12,76,1071,14.1,5,0,0,,0,76,1071,14.1,5,joshua-atkinson-1
147,Zach Pascal,Old Dominion,CUSA,12,69,975,14.1,8,15,165,11,1,84,1140,13.6,9,zach-pascal-1
148,Jordan Westerkamp,Nebraska,Big Ten,13,65,918,14.1,7,0,0,,0,65,918,14.1,7,jordan-westerkamp-1
149,Canaan Severin,Virginia,ACC,12,53,747,14.1,8,0,0,,0,53,747,14.1,8,canaan-severin-1
150,Reginald Davis,Texas Tech,Big 12,13,38,536,14.1,8,1,21,21,0,39,557,14.3,8,reginald-davis-1
151,Kenneth Dixon,Louisiana Tech,CUSA,11,33,464,14.1,7,198,1073,5.4,19,231,1537,6.7,26,kenneth-dixon-1
152,Caleb Scott,Vanderbilt,SEC,10,24,339,14.1,2,0,0,,0,24,339,14.1,2,caleb-scott-1
153,Teddy Ruben,Troy,Sun Belt,12,63,879,14,9,2,12,6,0,65,891,13.7,9,teddy-ruben-1
154,Kermit Whitfield,Florida State,ACC,13,57,798,14,6,5,29,5.8,0,62,827,13.3,6,kermit-whitfield-1
155,Gerald Everett,South Alabama,Sun Belt,12,41,575,14,8,8,7,0.9,4,49,582,11.9,12,gerald-everett-1
156,Damore'ea Stringfellow,Ole Miss,SEC,12,36,503,14,5,0,0,,0,36,503,14,5,damoreea-stringfellow-1
157,Brandon Smith,Texas State,Sun Belt,12,33,462,14,2,1,1,1,0,34,463,13.6,2,brandon-smith-7
158,T.J. Thorpe,Virginia,ACC,9,23,321,14,1,5,28,5.6,1,28,349,12.5,2,tj-thorpe-1
159,Dom Williams,Washington State,Pac-12,13,75,1040,13.9,11,0,0,,0,75,1040,13.9,11,dom-williams-1
160,Michael Thomas,Ohio State,Big Ten,13,56,781,13.9,9,0,0,,0,56,781,13.9,9,michael-thomas-3
161,Tre'Quan Smith,UCF,American,12,52,724,13.9,4,0,0,,0,52,724,13.9,4,trequan-smith-1
162,Jordan Reid,Ohio,MAC,11,45,625,13.9,5,0,0,,0,45,625,13.9,5,jordan-reid-1
163,K.J. Brent,Wake Forest,ACC,12,42,583,13.9,1,0,0,,0,42,583,13.9,1,kj-brent-1
164,Chaz Anderson,Boise State,MWC,13,42,578,13.8,3,2,12,6,0,44,590,13.4,3,chaz-anderson-1
165,Maurice Harris,California,Pac-12,13,40,553,13.8,6,0,0,,0,40,553,13.8,6,maurice-harris-3
166,Dante Pettis,Washington,Pac-12,13,30,414,13.8,1,1,-8,-8,0,31,406,13.1,1,dante-pettis-1
167,D'Ernest Johnson,South Florida,American,13,25,346,13.8,4,71,307,4.3,1,96,653,6.8,5,dernest-johnson-1
168,Antwan Dixon,Kent State,MAC,8,26,355,13.7,1,11,162,14.7,2,37,517,14,3,antwan-dixon-1
169,Jacob Hollister,Wyoming,MWC,10,26,355,13.7,3,0,0,,0,26,355,13.7,3,jacob-hollister-1
170,Geronimo Allison,Illinois,Big Ten,12,65,882,13.6,3,0,0,,0,65,882,13.6,3,geronimo-allison-1
171,Mitch Mathews,Brigham Young,Ind,13,54,737,13.6,11,0,0,,0,54,737,13.6,11,mitch-mathews-1
172,Hansel Wilson,San Jose State,MWC,13,35,475,13.6,4,6,84,14,0,41,559,13.6,4,hansel-wilson-1
173,Davon Grayson,East Carolina,American,11,33,448,13.6,3,0,0,,0,33,448,13.6,3,davon-grayson-1
174,Braxton Miller,Ohio State,Big Ten,13,25,340,13.6,3,43,261,6.1,1,68,601,8.8,4,braxton-miller-1
175,Jonathan Duhart,Old Dominion,CUSA,12,47,636,13.5,8,0,0,,0,47,636,13.5,8,jonathan-duhart-1
176,Robby Anderson,Temple,American,14,70,939,13.4,7,4,15,3.8,0,74,954,12.9,7,robby-anderson-1
177,Drew Morgan,Arkansas,SEC,13,63,843,13.4,10,4,20,5,0,67,863,12.9,10,drew-morgan-1
178,Chance Allen,Houston,American,14,56,752,13.4,6,0,0,,0,56,752,13.4,6,chance-allen-2
179,Rashawn Scott,Miami (FL),ACC,12,52,695,13.4,5,0,0,,0,52,695,13.4,5,rashawn-scott-1
180,Teddy Veal,Tulane,American,11,48,644,13.4,5,0,1,,0,48,645,13.4,5,teddy-veal-1
181,Quenton Bundrage,Iowa State,Big 12,12,41,548,13.4,4,0,0,,0,41,548,13.4,4,quenton-bundrage-1
182,Drew Wolitarsky,Minnesota,Big Ten,13,39,524,13.4,3,0,0,,0,39,524,13.4,3,drew-wolitarsky-1
183,Keith Rucker,Georgia State,Sun Belt,10,39,522,13.4,6,0,0,,0,39,522,13.4,6,keith-rucker-1
184,Deante Burton,Kansas State,Big 12,12,38,510,13.4,4,0,0,,0,38,510,13.4,4,deante-burton-1
185,Jumichael Ramos,North Carolina State,ACC,11,34,457,13.4,3,0,0,,0,34,457,13.4,3,jumichael-ramos-1
186,Brandon Powell,Florida,SEC,13,29,390,13.4,3,14,31,2.2,0,43,421,9.8,3,brandon-powell-1
187,Royce Freeman,Oregon,Pac-12,13,26,348,13.4,2,283,1836,6.5,17,309,2184,7.1,19,royce-freeman-1
188,Noel Thomas,Connecticut,American,12,54,719,13.3,3,5,22,4.4,0,59,741,12.6,3,noel-thomas-1
189,T.J. Rahming,Duke,ACC,10,43,571,13.3,2,1,1,1,0,44,572,13,2,tj-rahming-1
190,Bucky Hodges,Virginia Tech,ACC,12,40,530,13.3,6,5,27,5.4,1,45,557,12.4,7,bucky-hodges-1
191,Jalin Marshall,Ohio State,Big Ten,12,36,477,13.3,5,2,30,15,0,38,507,13.3,5,jalin-marshall-1
192,Ronnie Moore,Bowling Green State,MAC,14,72,951,13.2,6,9,55,6.1,1,81,1006,12.4,7,ronnie-moore-3
193,Terenn Houk,Brigham Young,Ind,10,37,490,13.2,2,0,0,,0,37,490,13.2,2,terenn-houk-1
194,Sam Browning,Eastern Michigan,MAC,8,24,316,13.2,3,2,27,13.5,0,26,343,13.2,3,sam-browning-1
195,Ron Willoughby,Buffalo,MAC,12,62,813,13.1,6,0,0,,0,62,813,13.1,6,ron-willoughby-1
196,Callen Hightower,Idaho,Sun Belt,11,57,749,13.1,2,2,12,6,0,59,761,12.9,2,callen-hightower-1
197,Phil Mayhue,Memphis,American,13,51,670,13.1,1,1,4,4,0,52,674,13,1,phil-mayhue-1
198,Mark Chapman,Central Michigan,MAC,12,43,564,13.1,1,9,74,8.2,1,52,638,12.3,2,mark-chapman-2
199,Deon Watson,Idaho,Sun Belt,11,42,551,13.1,7,0,0,,0,42,551,13.1,7,deon-watson-1
200,Jordan Leggett,Clemson,ACC,15,40,525,13.1,8,0,0,,0,40,525,13.1,8,jordan-leggett-1
201,Malik Turner,Illinois,Big Ten,11,39,510,13.1,3,0,0,,0,39,510,13.1,3,malik-turner-1
202,Josh Malone,Tennessee,SEC,10,31,405,13.1,2,0,0,,0,31,405,13.1,2,josh-malone-1
203,Trent Cowan,Idaho,Sun Belt,12,48,624,13,4,0,0,,0,48,624,13,4,trent-cowan-1
204,Cortez Lewis,Wake Forest,ACC,12,47,611,13,4,0,0,,0,47,611,13,4,cortez-lewis-1
205,David Richards,Arizona,Pac-12,13,42,547,13,6,0,0,,0,42,547,13,6,david-richards-1
206,Macgarrett Kings Jr.,Michigan State,Big Ten,13,40,519,13,5,4,15,3.8,0,44,534,12.1,5,macgarrett-kings-jr-1
207,Brandon Lingen,Minnesota,Big Ten,10,33,428,13,3,0,0,,0,33,428,13,3,brandon-lingen-1
208,Robert Wheelwright,Wisconsin,Big Ten,8,32,416,13,4,0,0,,0,32,416,13,4,robert-wheelwright-1
209,Jaylen Smith,Louisville,ACC,10,29,376,13,1,0,0,,0,29,376,13,1,jaylen-smith-1
210,Torii Hunter Jr,Notre Dame,Ind,13,28,363,13,2,5,16,3.2,0,33,379,11.5,2,torii-hunter-jr-1
211,Devin Ross,Colorado,Pac-12,11,25,324,13,2,1,3,3,0,26,327,12.6,2,devin-ross-2
212,Trent Taylor,Louisiana Tech,CUSA,13,99,1282,12.9,9,0,0,,0,99,1282,12.9,9,trent-taylor-2
213,Trent Sherfield,Vanderbilt,SEC,12,51,659,12.9,3,4,55,13.8,0,55,714,13,3,trent-sherfield-1
214,Imani Davis,Akron,MAC,11,46,593,12.9,3,4,15,3.8,0,50,608,12.2,3,imani-davis-1
215,DaeSean Hamilton,Penn State,Big Ten,13,45,580,12.9,6,0,0,,0,45,580,12.9,6,daesean-hamilton-1
216,Austin Hooper,Stanford,Pac-12,12,34,438,12.9,6,0,0,,0,34,438,12.9,6,austin-hooper-1
217,Ed'Marques Batties,Middle Tennessee State,CUSA,13,82,1048,12.8,13,0,0,,0,82,1048,12.8,13,edmarques-batties-1
218,Jordan Williams,Ball State,MAC,12,72,920,12.8,8,0,0,,0,72,920,12.8,8,jordan-williams-3
219,Bralon Addison,Oregon,Pac-12,13,63,804,12.8,10,17,84,4.9,2,80,888,11.1,12,bralon-addison-1
220,Ryan Switzer,North Carolina,ACC,14,54,693,12.8,6,4,10,2.5,0,58,703,12.1,6,ryan-switzer-1
221,Jake Butt,Michigan,Big Ten,13,51,654,12.8,3,0,2,,0,51,656,12.9,3,jake-butt-1
222,Nate Phillips,Arizona,Pac-12,13,43,549,12.8,4,0,0,,0,43,549,12.8,4,nate-phillips-1
223,Roderick Proctor,Memphis,American,11,26,332,12.8,0,3,-6,-2,0,29,326,11.2,0,roderick-proctor-1
224,Daniel Braverman,Western Michigan,MAC,13,108,1367,12.7,13,2,13,6.5,0,110,1380,12.5,13,daniel-braverman-1
225,Alex Erickson,Wisconsin,Big Ten,13,77,978,12.7,3,7,111,15.9,0,84,1089,13,3,alex-erickson-1
226,Antwane Grant,Western Kentucky,CUSA,14,55,701,12.7,7,3,65,21.7,1,58,766,13.2,8,antwane-grant-1
227,Kenny Lawler,California,Pac-12,12,52,658,12.7,13,2,15,7.5,0,54,673,12.5,13,kenny-lawler-1
228,Durron Neal,Oklahoma,Big 12,13,44,559,12.7,3,0,0,,0,44,559,12.7,3,durron-neal-1
