Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
224,Jace Amaro,Texas Tech,Big 12,13,106,1352,12.8,7,0,0,,0,106,1352,12.8,7,jace-amaro-1
225,Josh Harper,Fresno State,MWC,12,79,1011,12.8,13,0,0,,0,79,1011,12.8,13,josh-harper-1
226,Vince Mayle,Washington State,Pac-12,11,42,539,12.8,7,0,0,,0,42,539,12.8,7,vince-mayle-1
227,Craig Wilkins,Marshall,CUSA,12,32,408,12.8,2,0,0,,0,32,408,12.8,2,craig-wilkins-1
228,Allen Muse,Arkansas State,Sun Belt,12,29,370,12.8,2,0,0,,0,29,370,12.8,2,allen-muse-1
229,Keon Hatcher,Arkansas,SEC,10,27,346,12.8,2,11,140,12.7,0,38,486,12.8,2,keon-hatcher-1
230,T.J. Lowder,Florida International,CUSA,11,24,307,12.8,3,0,0,,0,24,307,12.8,3,tj-lowder-1
231,Marquise Ricard,Southern Mississippi,CUSA,10,24,306,12.8,3,0,0,,0,24,306,12.8,3,marquise-ricard-1
232,Travis Van Leeuwen,Utah State,MWC,13,52,661,12.7,3,0,0,,0,52,661,12.7,3,travis-van-leeuwen-1
233,Wes Saxton,South Alabama,Sun Belt,11,50,635,12.7,0,0,0,,0,50,635,12.7,0,wes-saxton-1
234,Je'Ron Hamm,Louisiana-Monroe,Sun Belt,9,24,304,12.7,2,0,0,,0,24,304,12.7,2,jeron-hamm-1
235,Jamison Crowder,Duke,ACC,14,108,1360,12.6,8,8,71,8.9,1,116,1431,12.3,9,jamison-crowder-1
236,Dezmon Epps,Idaho,Ind,12,77,971,12.6,4,8,15,1.9,0,85,986,11.6,4,dezmon-epps-1
237,Daniel McKinney,Florida Atlantic,CUSA,11,49,615,12.6,1,0,0,,0,49,615,12.6,1,daniel-mckinney-1
238,Solomon Patton,Florida,SEC,12,44,556,12.6,6,16,71,4.4,0,60,627,10.5,6,solomon-patton-1
239,Austin Seferian-Jenkins,Washington,Pac-12,12,36,450,12.5,8,0,0,,0,36,450,12.5,8,austin-seferian-jenkins-1
240,Mike McFarland,South Florida,American,11,23,288,12.5,2,0,0,,0,23,288,12.5,2,mike-mcfarland-1
241,Richy Turner,Nevada,MWC,11,61,755,12.4,4,0,0,,0,61,755,12.4,4,richy-turner-1
242,Christian Jones,Northwestern,Big Ten,12,54,668,12.4,4,0,0,,0,54,668,12.4,4,christian-jones-2
243,Deshon Foxx,Connecticut,American,12,43,534,12.4,2,14,59,4.2,0,57,593,10.4,2,deshon-foxx-1
244,Keiwone Malone,Memphis,American,12,25,311,12.4,1,1,14,14,0,26,325,12.5,1,keiwone-malone-1
245,Rashard Higgins,Colorado State,MWC,14,68,837,12.3,6,0,0,,0,68,837,12.3,6,rashard-higgins-1
246,Alonzo Russell,Toledo,MAC,12,59,728,12.3,6,0,0,,0,59,728,12.3,6,alonzo-russell-1
247,Julian Jones,Arkansas State,Sun Belt,13,52,641,12.3,4,0,0,,0,52,641,12.3,4,julian-jones-3
248,Travis Labhart,Texas A&M,SEC,11,51,626,12.3,8,0,0,,0,51,626,12.3,8,travis-labhart-1
249,Crockett Gillmore,Colorado State,MWC,12,47,577,12.3,2,0,0,,0,47,577,12.3,2,crockett-gillmore-1
250,Adam Shapiro,New Mexico State,Ind,12,35,431,12.3,2,2,12,6,2,37,443,12,4,adam-shapiro-1
251,Kalvin Cline,Virginia Tech,ACC,12,26,321,12.3,2,0,0,,0,26,321,12.3,2,kalvin-cline-1
252,Andrew Guillot,Louisiana Tech,CUSA,8,26,320,12.3,2,4,29,7.3,2,30,349,11.6,4,andrew-guillot-1
253,Jerrod Dillard,Akron,MAC,10,26,320,12.3,1,0,0,,0,26,320,12.3,1,jerrod-dillard-1
254,Chris Harper,California,Pac-12,11,70,852,12.2,5,2,6,3,0,72,858,11.9,5,chris-harper-3
255,Jakeem Grant,Texas Tech,Big 12,11,65,796,12.2,7,12,77,6.4,0,77,873,11.3,7,jakeem-grant-1
256,Corey Brown,Ohio State,Big Ten,14,63,771,12.2,10,4,42,10.5,0,67,813,12.1,10,corey-brown-2
257,Philly Brown,Ohio State,Big Ten,14,63,771,12.2,10,4,42,10.5,0,67,813,12.1,10,-9999
258,Eli Rogers,Louisville,American,13,44,536,12.2,4,0,0,,0,44,536,12.2,4,eli-rogers-1
259,Josh Doctson,TCU,Big 12,10,36,440,12.2,4,0,0,,0,36,440,12.2,4,josh-doctson-1
260,Najee Lovett,Idaho,Ind,12,35,428,12.2,1,2,7,3.5,0,37,435,11.8,1,najee-lovett-1
261,Vasquez Haynes,Hawaii,MWC,8,29,354,12.2,3,1,19,19,0,30,373,12.4,3,vasquez-haynes-1
262,Mitchell Henry,Western Kentucky,Sun Belt,12,25,305,12.2,2,0,0,,0,25,305,12.2,2,mitchell-henry-1
263,Jordan James,Tulsa,CUSA,11,39,471,12.1,2,0,0,,0,39,471,12.1,2,jordan-james-1
264,Anthony Denham,Utah,Pac-12,10,24,291,12.1,2,0,0,,0,24,291,12.1,2,anthony-denham-1
265,Michael Campanaro,Wake Forest,ACC,8,67,803,12,6,4,10,2.5,0,71,813,11.5,6,michael-campanaro-1
266,Jalen Saunders,Oklahoma,Big 12,13,61,729,12,8,5,44,8.8,0,66,773,11.7,8,jalen-saunders-1
267,Chris Humphrey,Kent State,MAC,12,51,613,12,3,1,2,2,0,52,615,11.8,3,chris-humphrey-1
268,Skyler Ridley,Brigham Young,Ind,11,39,469,12,2,0,0,,0,39,469,12,2,skyler-ridley-1
269,Andrew Flory,Central Michigan,MAC,12,32,384,12,2,0,0,,0,32,384,12,2,andrew-flory-1
270,Kevin Cummings,Oregon State,Pac-12,9,25,299,12,2,0,0,,0,25,299,12,2,kevin-cummings-1
271,Fred Lee,Buffalo,MAC,13,58,692,11.9,5,1,2,2,0,59,694,11.8,5,fred-lee-1
272,Marcus Lucas,Missouri,SEC,14,58,692,11.9,3,0,0,,0,58,692,11.9,3,marcus-lucas-1
273,Macgarrett Kings Jr.,Michigan State,Big Ten,14,43,513,11.9,3,3,6,2,0,46,519,11.3,3,macgarrett-kings-jr-1
274,Aaron Bradley,Nevada,MWC,10,40,474,11.9,2,0,0,,0,40,474,11.9,2,aaron-bradley-1
275,Todd Gurley,Georgia,SEC,10,37,441,11.9,6,165,989,6,10,202,1430,7.1,16,todd-gurley-1
276,Bryan Underwood,North Carolina State,ACC,6,32,382,11.9,1,12,135,11.3,0,44,517,11.8,1,bryan-underwood-1
277,Brandon Carter,TCU,Big 12,10,31,370,11.9,0,4,-18,-4.5,1,35,352,10.1,1,brandon-carter-3
278,Nelson Spruce,Colorado,Pac-12,12,55,650,11.8,4,0,0,,0,55,650,11.8,4,nelson-spruce-1
279,Joe Hansley,Colorado State,MWC,12,52,613,11.8,1,11,61,5.5,0,63,674,10.7,1,joe-hansley-1
280,Sterling Shepard,Oklahoma,Big 12,12,51,603,11.8,7,6,44,7.3,1,57,647,11.4,8,sterling-shepard-1
281,Carlos Harris,North Texas,CUSA,12,47,553,11.8,2,4,48,12,0,51,601,11.8,2,carlos-harris-1
282,Adam Humphries,Clemson,ACC,12,41,483,11.8,2,0,0,,0,41,483,11.8,2,adam-humphries-1
283,E.J. Bibbs,Iowa State,Big 12,12,39,462,11.8,2,0,0,,0,39,462,11.8,2,ej-bibbs-1
284,Manasseh Garner,Pitt,ACC,12,33,391,11.8,3,0,0,,0,33,391,11.8,3,manasseh-garner-1
285,Josh Stewart,Oklahoma State,Big 12,12,60,703,11.7,3,10,49,4.9,0,70,752,10.7,3,josh-stewart-1
286,Antonio Andrews,Western Kentucky,Sun Belt,12,41,478,11.7,0,267,1730,6.5,16,308,2208,7.2,16,antonio-andrews-1
287,Terrence Miller,Arizona,Pac-12,12,40,467,11.7,1,0,0,,0,40,467,11.7,1,terrence-miller-1
288,Trey Burton,Florida,SEC,12,38,445,11.7,1,12,56,4.7,0,50,501,10,1,trey-burton-1
289,Jay Jones,Eastern Michigan,MAC,9,25,293,11.7,1,0,0,,0,25,293,11.7,1,jay-jones-2
290,Tevin Jones,Memphis,American,11,25,292,11.7,1,2,12,6,0,27,304,11.3,1,tevin-jones-1
291,Jordan Payton,UCLA,Pac-12,12,38,440,11.6,1,0,0,,0,38,440,11.6,1,jordan-payton-1
292,Justyn Shackleford,Tulane,CUSA,11,36,419,11.6,5,0,0,,0,36,419,11.6,5,justyn-shackleford-1
293,Ricardo Louis,Auburn,SEC,14,28,325,11.6,2,19,198,10.4,0,47,523,11.1,2,ricardo-louis-1
294,Rob Blanchflower,Massachusetts,MAC,5,27,313,11.6,3,1,3,3,0,28,316,11.3,3,rob-blanchflower-1
295,Deon Watson,Idaho,Ind,12,24,279,11.6,1,0,0,,0,24,279,11.6,1,deon-watson-1
296,Tony Jones,Northwestern,Big Ten,11,55,630,11.5,4,2,9,4.5,0,57,639,11.2,4,tony-jones-1
297,Isiah Myers,Washington State,Pac-12,12,37,425,11.5,3,0,0,,0,37,425,11.5,3,isiah-myers-1
298,Bryant Lavender,South Alabama,Sun Belt,11,23,265,11.5,1,0,0,,0,23,265,11.5,1,bryant-lavender-1
299,Eric Ward,Texas Tech,Big 12,12,83,947,11.4,8,0,0,,0,83,947,11.4,8,eric-ward-1
300,Jereme Jones,South Alabama,Sun Belt,12,40,457,11.4,3,0,0,,0,40,457,11.4,3,jereme-jones-1
301,Curry Sexton,Kansas State,Big 12,13,39,446,11.4,0,1,8,8,0,40,454,11.4,0,curry-sexton-1
302,Maika Mataele,UNLV,MWC,12,36,411,11.4,3,0,0,,0,36,411,11.4,3,maika-mataele-1
303,Robert Johnson,Mississippi State,SEC,12,34,389,11.4,0,1,9,9,0,35,398,11.4,0,robert-johnson-10
304,Heath Jackson,Bowling Green State,MAC,7,32,364,11.4,3,0,0,,0,32,364,11.4,3,heath-jackson-1
305,Cameron Posey,Purdue,Big Ten,9,26,297,11.4,3,0,0,,0,26,297,11.4,3,cameron-posey-1
306,Justin Hardy,East Carolina,CUSA,13,114,1284,11.3,8,0,0,,0,114,1284,11.3,8,justin-hardy-1
307,Darnell Smith,North Texas,CUSA,12,70,791,11.3,4,0,0,,0,70,791,11.3,4,darnell-smith-2
308,Scott Harding,Hawaii,MWC,12,56,631,11.3,1,0,0,,0,56,631,11.3,1,scott-harding-1
309,Jalen Fitzpatrick,Temple,American,12,38,429,11.3,3,1,-7,-7,0,39,422,10.8,3,jalen-fitzpatrick-1
310,Taywan Taylor,Western Kentucky,Sun Belt,10,24,270,11.3,0,0,0,,0,24,270,11.3,0,taywan-taylor-1
311,Marcus Sullivan,UNLV,MWC,9,45,505,11.2,5,6,81,13.5,1,51,586,11.5,6,marcus-sullivan-1
312,Dan Vitale,Northwestern,Big Ten,12,34,382,11.2,3,4,27,6.8,0,38,409,10.8,3,dan-vitale-1
313,Hasaan Henderson,Nevada,MWC,8,29,326,11.2,1,3,9,3,0,32,335,10.5,1,hasaan-henderson-1
314,Tajae Sharpe,Massachusetts,MAC,12,61,680,11.1,4,0,0,,0,61,680,11.1,4,tajae-sharpe-1
315,Kenny Bell,Nebraska,Big Ten,13,52,577,11.1,4,1,1,1,0,53,578,10.9,4,kenny-bell-2
316,Jaylen Walton,Ole Miss,SEC,13,29,322,11.1,2,113,523,4.6,6,142,845,6,8,jaylen-walton-1
317,Brandon Felder,Penn State,Big Ten,8,28,312,11.1,3,0,0,,0,28,312,11.1,3,brandon-felder-1
318,Tommy Shuler,Marshall,CUSA,14,106,1165,11,10,0,0,,0,106,1165,11,10,tommy-shuler-1
319,Malcome Kennedy,Texas A&M,SEC,11,60,658,11,7,0,0,,0,60,658,11,7,malcome-kennedy-1
320,Daikiel Shorts,West Virginia,Big 12,9,45,495,11,2,0,0,,0,45,495,11,2,daikiel-shorts-1
321,Devin Fuller,UCLA,Pac-12,12,43,471,11,4,4,8,2,1,47,479,10.2,5,devin-fuller-1
322,Casey Pierce,Kent State,MAC,11,33,364,11,5,0,0,,0,33,364,11,5,casey-pierce-1
323,Ryan Jackson,Houston,American,13,27,296,11,2,139,661,4.8,6,166,957,5.8,8,ryan-jackson-1
324,Gabe Marks,Washington State,Pac-12,12,74,807,10.9,7,0,0,,0,74,807,10.9,7,gabe-marks-1
325,Ladarius Brown,TCU,Big 12,10,36,393,10.9,2,0,0,,0,36,393,10.9,2,ladarius-brown-1
326,Sam Craft,Memphis,American,11,31,337,10.9,1,25,102,4.1,5,56,439,7.8,6,sam-craft-1
327,Bishop Sankey,Washington,Pac-12,13,28,304,10.9,1,327,1870,5.7,20,355,2174,6.1,21,bishop-sankey-1
328,Courtney Williams,Central Michigan,MAC,12,23,251,10.9,1,0,0,,0,23,251,10.9,1,courtney-williams-2
329,Rashard Smith,North Carolina State,ACC,11,49,530,10.8,3,17,121,7.1,0,66,651,9.9,3,rashard-smith-1
330,Sterling Griffin,Louisiana Tech,CUSA,12,33,357,10.8,2,0,0,,0,33,357,10.8,2,sterling-griffin-3
331,Richie Casey,Louisiana Tech,CUSA,11,29,313,10.8,0,0,0,,0,29,313,10.8,0,richie-casey-1
332,David Frazier,Miami (OH),MAC,8,28,302,10.8,2,1,-5,-5,0,29,297,10.2,2,david-frazier-2
333,Kennard Backman,UAB,CUSA,11,28,302,10.8,2,0,0,,0,28,302,10.8,2,kennard-backman-1
334,Kenzee Jackson,Louisiana-Monroe,Sun Belt,9,25,271,10.8,2,2,-8,-4,0,27,263,9.7,2,kenzee-jackson-1
335,Josh Ferguson,Illinois,Big Ten,12,50,535,10.7,4,141,779,5.5,7,191,1314,6.9,11,josh-ferguson-3
336,Ryan Switzer,North Carolina,ACC,13,32,341,10.7,3,10,29,2.9,0,42,370,8.8,3,ryan-switzer-1
337,John Christopher,Temple,American,11,31,331,10.7,2,2,-16,-8,0,33,315,9.5,2,john-christopher-1
338,Jaydon Mickens,Washington,Pac-12,13,65,688,10.6,5,5,17,3.4,0,70,705,10.1,5,jaydon-mickens-1
339,Ryan Timmons,Kentucky,SEC,11,32,338,10.6,2,12,91,7.6,0,44,429,9.8,2,ryan-timmons-1
340,Brandon Freeman,UTSA,CUSA,9,24,255,10.6,0,0,0,,0,24,255,10.6,0,brandon-freeman-1
341,Jaxon Shipley,Texas,Big 12,13,56,589,10.5,1,0,0,,0,56,589,10.5,1,jaxon-shipley-1
342,D.J. Foster,Arizona State,Pac-12,14,63,653,10.4,4,93,501,5.4,6,156,1154,7.4,10,dj-foster-1
343,Fransohn Bickley,Akron,MAC,12,39,407,10.4,2,6,27,4.5,0,45,434,9.6,2,fransohn-bickley-1
344,Mike Davis,South Carolina,SEC,12,34,352,10.4,0,203,1183,5.8,11,237,1535,6.5,11,mike-davis-9
345,Nick Jones,South Carolina,SEC,11,27,281,10.4,5,0,0,,0,27,281,10.4,5,nick-jones-2
346,Isaiah Burse,Fresno State,MWC,13,100,1026,10.3,6,9,81,9,2,109,1107,10.2,8,isaiah-burse-1
347,Kyle Griswould,Middle Tennessee State,CUSA,13,45,465,10.3,4,1,1,1,0,46,466,10.1,4,kyle-griswould-1
348,Brandon Wimberly,Nevada,MWC,12,97,989,10.2,8,1,-13,-13,0,98,976,10,8,brandon-wimberly-1
349,Tyshon Goode,Kent State,MAC,12,45,458,10.2,2,0,0,,0,45,458,10.2,2,tyshon-goode-1
350,Christopher Clark,Syracuse,ACC,12,36,365,10.1,3,0,0,,0,36,365,10.1,3,christopher-clark-1
351,Kam Jones,UTSA,CUSA,11,34,345,10.1,1,29,302,10.4,5,63,647,10.3,6,kam-jones-1
352,Eric Tomlinson,UTEP,CUSA,10,30,304,10.1,1,0,0,,0,30,304,10.1,1,eric-tomlinson-1
353,Darrin Reaves,UAB,CUSA,12,29,294,10.1,2,201,928,4.6,12,230,1222,5.3,14,darrin-reaves-1
354,Andy Erickson,Texas State,Sun Belt,11,27,273,10.1,0,2,23,11.5,0,29,296,10.2,0,andy-erickson-1
355,Thomas Tucker,San Jose State,MWC,8,23,232,10.1,1,66,338,5.1,3,89,570,6.4,4,thomas-tucker-1
356,Shaq Washington,Cincinnati,American,13,78,783,10,1,5,67,13.4,1,83,850,10.2,2,shaq-washington-1
357,Zane Fakes,Ball State,MAC,12,41,410,10,2,7,48,6.9,0,48,458,9.5,2,zane-fakes-1
358,Miles Osei,Illinois,Big Ten,12,35,349,10,1,0,0,,0,35,349,10,1,miles-osei-1
359,C.J. Fiedorowicz,Iowa,Big Ten,13,30,299,10,6,0,0,,0,30,299,10,6,cj-fiedorowicz-1
360,Ruhann Peele,Rutgers,American,12,28,281,10,1,0,0,,0,28,281,10,1,ruhann-peele-1
361,Jeremy Johnson,SMU,American,12,112,1112,9.9,6,0,0,,0,112,1112,9.9,6,jeremy-johnson-4
362,Jonnu Smith,Florida International,CUSA,12,39,388,9.9,2,0,0,,0,39,388,9.9,2,jonnu-smith-1
363,Bryce Treggs,California,Pac-12,12,77,751,9.8,1,1,-4,-4,0,78,747,9.6,1,bryce-treggs-1
364,Kendall Sanders,Texas,Big 12,12,37,361,9.8,1,0,0,,0,37,361,9.8,1,kendall-sanders-1
365,Brandon Swindall,Utah State,MWC,11,29,285,9.8,6,0,0,,0,29,285,9.8,6,brandon-swindall-1
366,Zay Jones,East Carolina,CUSA,12,62,604,9.7,5,0,0,,0,62,604,9.7,5,isaiah-jones-2
367,Kevonte Martin-Manley,Iowa,Big Ten,12,40,388,9.7,5,1,-1,-1,0,41,387,9.4,5,kevonte-martin-manley-1
368,Christion Jones,Alabama,SEC,13,36,349,9.7,2,2,34,17,0,38,383,10.1,2,christion-jones-1
369,Tyre Bracken,Southern Mississippi,CUSA,11,31,301,9.7,0,47,144,3.1,0,78,445,5.7,0,tyre-bracken-1
370,Kristoff Williams,Washington State,Pac-12,12,51,490,9.6,0,1,1,1,0,52,491,9.4,0,kristoff-williams-1
371,Tanner Gentry,Wyoming,MWC,9,39,376,9.6,0,0,0,,0,39,376,9.6,0,tanner-gentry-1
372,Isaiah Battle,Texas State,Sun Belt,12,27,259,9.6,2,3,5,1.7,0,30,264,8.8,2,isaiah-battle-1
373,Martize Barr,Illinois,Big Ten,11,26,246,9.5,1,1,24,24,0,27,270,10,1,martize-barr-2
374,Storm Woods,Oregon State,Pac-12,11,47,440,9.4,1,127,477,3.8,6,174,917,5.3,7,storm-woods-1
375,Vintavious Cooper,East Carolina,CUSA,13,44,412,9.4,1,230,1193,5.2,13,274,1605,5.9,14,vintavious-cooper-1
376,Jeff Godfrey,UCF,American,12,43,406,9.4,4,6,64,10.7,0,49,470,9.6,4,jeff-godfrey-1
377,Kenny Lawler,California,Pac-12,11,37,347,9.4,5,0,0,,0,37,347,9.4,5,kenny-lawler-1
378,Clark Evans,Hawaii,MWC,11,40,373,9.3,4,0,0,,0,40,373,9.3,4,clark-evans-1
379,Brandon Braxton,Duke,ACC,11,39,361,9.3,2,0,0,,0,39,361,9.3,2,brandon-braxton-1
380,Trent Taylor,Louisiana Tech,CUSA,10,28,260,9.3,2,0,0,,0,28,260,9.3,2,trent-taylor-2
381,Kenneth Harper,Temple,American,12,26,241,9.3,2,136,613,4.5,9,162,854,5.3,11,kenneth-harper-1
382,Jake McGee,Virginia,ACC,11,43,395,9.2,2,0,0,,0,43,395,9.2,2,jake-mcgee-1
383,J.D. Falslev,Brigham Young,Ind,11,34,313,9.2,3,1,9,9,0,35,322,9.2,3,jd-falslev-1
384,Brisly Estime,Syracuse,ACC,9,28,257,9.2,1,4,11,2.8,0,32,268,8.4,1,brisly-estime-1
385,Ladarius Perkins,Mississippi State,SEC,12,27,248,9.2,3,137,542,4,2,164,790,4.8,5,ladarius-perkins-1
386,Darius Powe,California,Pac-12,10,25,231,9.2,1,0,0,,0,25,231,9.2,1,darius-powe-1
387,Shane Williams-Rhodes,Boise State,MWC,11,77,702,9.1,6,10,73,7.3,1,87,775,8.9,7,shane-williams-rhodes-1
388,Connor Hamlett,Oregon State,Pac-12,9,40,364,9.1,5,0,0,,0,40,364,9.1,5,connor-hamlett-1
389,Joe Craig,Memphis,American,12,37,338,9.1,0,2,5,2.5,0,39,343,8.8,0,joe-craig-1
390,Ted Bolser,Indiana,Big Ten,11,35,320,9.1,6,0,0,,0,35,320,9.1,6,ted-bolser-1
391,Bobby Ratliff,Washington State,Pac-12,10,27,243,9,2,0,0,,0,27,243,9,2,bobby-ratliff-1
392,Charles Sims,West Virginia,Big 12,12,45,401,8.9,3,208,1095,5.3,11,253,1496,5.9,14,charles-sims-1
393,Akeem Hunt,Purdue,Big Ten,12,38,340,8.9,2,123,464,3.8,1,161,804,5,3,akeem-hunt-1
394,Darius Jennings,Virginia,ACC,12,38,340,8.9,3,4,19,4.8,0,42,359,8.5,3,darius-jennings-1
395,Ameer Abdullah,Nebraska,Big Ten,13,26,232,8.9,2,281,1690,6,9,307,1922,6.3,11,ameer-abdullah-1
396,Marion Grice,Arizona State,Pac-12,11,50,438,8.8,6,191,996,5.2,14,241,1434,6,20,marion-grice-1
397,Pig Howard,Tennessee,SEC,11,44,388,8.8,3,18,93,5.2,0,62,481,7.8,3,pig-howard-1
398,Tavarese Maye,Louisiana-Monroe,Sun Belt,8,42,370,8.8,1,1,0,0,0,43,370,8.6,1,tavarese-maye-1
399,Kenny Williams,Texas Tech,Big 12,13,30,264,8.8,1,125,497,4,8,155,761,4.9,9,kenny-williams-3
400,Robert Clark,Louisville,American,13,25,219,8.8,1,1,5,5,0,26,224,8.6,1,robert-clark-1
401,Ashton Broyld,Syracuse,ACC,12,52,452,8.7,0,2,2,1,0,54,454,8.4,0,ashton-broyld-1
402,Kevin Parks,Virginia,ACC,12,38,329,8.7,1,227,1031,4.5,11,265,1360,5.1,12,kevin-parks-1
403,Storm Johnson,UCF,American,13,30,260,8.7,3,213,1139,5.3,14,243,1399,5.8,17,storm-johnson-1
404,Jordan Davis,Texas Tech,Big 12,9,28,243,8.7,1,0,0,,0,28,243,8.7,1,jordan-davis-1
405,Jon Greenwalt,Louisiana Tech,CUSA,12,26,227,8.7,1,0,0,,0,26,227,8.7,1,jon-greenwalt-1
406,Kenny Harrison,UTSA,CUSA,11,23,201,8.7,0,1,3,3,0,24,204,8.5,0,kenny-harrison-3
407,Trey Watts,Tulsa,CUSA,12,46,395,8.6,1,268,1329,5,11,314,1724,5.5,12,trey-watts-1
408,Richard Smith,Arizona State,Pac-12,13,32,276,8.6,2,7,78,11.1,0,39,354,9.1,2,richard-smith-4
409,Lance Ray,East Carolina,CUSA,12,28,237,8.5,3,0,0,,0,28,237,8.5,3,lance-ray-1
410,Laquon Treadwell,Ole Miss,SEC,13,72,608,8.4,5,3,2,0.7,0,75,610,8.1,5,laquon-treadwell-1
411,Spencer Harris,Illinois,Big Ten,10,39,328,8.4,1,0,0,,0,39,328,8.4,1,spencer-harris-1
412,Brandon Miller,Wyoming,MWC,11,23,193,8.4,2,83,385,4.6,3,106,578,5.5,5,brandon-miller-3
413,Tommylee Lewis,Northern Illinois,MAC,12,86,715,8.3,3,30,356,11.9,1,116,1071,9.2,4,tommylee-lewis-1
414,Justin Sinz,Purdue,Big Ten,12,41,340,8.3,4,1,9,9,0,42,349,8.3,4,justin-sinz-1
415,Joshua Bowen,New Mexico State,Ind,10,39,324,8.3,2,0,0,,0,39,324,8.3,2,joshua-bowen-1
416,Jon Davis,Illinois,Big Ten,11,25,208,8.3,2,9,36,4,0,34,244,7.2,2,jon-davis-3
417,Terron Ward,Oregon State,Pac-12,13,34,280,8.2,3,113,521,4.6,5,147,801,5.4,8,terron-ward-1
418,David Fluellen,Toledo,MAC,9,27,222,8.2,0,167,1121,6.7,10,194,1343,6.9,10,david-fluellen-1
419,J.D. McKissic,Arkansas State,Sun Belt,13,82,662,8.1,4,18,139,7.7,1,100,801,8,5,jd-mckissic-1
420,B.J. Chitty,Troy,Sun Belt,9,23,187,8.1,1,2,11,5.5,0,25,198,7.9,1,bj-chitty-1
421,Rickey Galvin,Washington State,Pac-12,13,39,311,8,4,0,0,,0,39,311,8,4,rickey-galvin-1
422,Samajie Grant,Arizona,Pac-12,12,47,373,7.9,1,1,0,0,0,48,373,7.8,1,samajie-grant-1
423,Deandre Washington,Texas Tech,Big 12,12,34,269,7.9,0,107,450,4.2,4,141,719,5.1,4,deandre-washington-1
424,James Poole,Utah,Pac-12,12,29,229,7.9,0,149,607,4.1,2,178,836,4.7,2,james-poole-1
425,Darius Joseph,SMU,American,12,103,808,7.8,5,1,-1,-1,0,104,807,7.8,5,darius-joseph-1
426,Kirby Moore,Boise State,MWC,6,36,280,7.8,2,0,0,,0,36,280,7.8,2,kirby-moore-1
427,Jawon Chisholm,Akron,MAC,12,27,211,7.8,1,189,869,4.6,8,216,1080,5,9,jawon-chisholm-1
428,Trevone Boykin,TCU,Big 12,12,26,204,7.8,0,105,313,3,7,131,517,3.9,7,trevone-boykin-1
429,Sean McQuillan,Connecticut,American,7,25,196,7.8,1,0,0,,0,25,196,7.8,1,sean-mcquillan-1
430,Tyre'Oune Holmes,Southern Mississippi,CUSA,10,53,410,7.7,2,4,3,0.8,0,57,413,7.2,2,tyreoune-holmes-1
431,James White,Wisconsin,Big Ten,13,39,300,7.7,2,221,1444,6.5,13,260,1744,6.7,15,james-white-2
432,Jordan Thompson,West Virginia,Big 12,10,23,178,7.7,0,1,6,6,0,24,184,7.7,0,jordan-thompson-2
433,Marcus Mason,Washington State,Pac-12,13,52,390,7.5,2,87,429,4.9,2,139,819,5.9,4,marcus-mason-2
434,D.J. Banks,Louisiana Tech,CUSA,11,36,262,7.3,0,7,46,6.6,0,43,308,7.2,0,dj-banks-1
435,Jordan Bergstrom,New Mexico State,Ind,9,30,206,6.9,0,2,9,4.5,0,32,215,6.7,0,jordan-bergstrom-1
436,Roderick McDowell,Clemson,ACC,13,29,199,6.9,2,189,1025,5.4,5,218,1224,5.6,7,roderick-mcdowell-1
437,Branden Oliver,Buffalo,MAC,12,25,173,6.9,1,310,1535,5,15,335,1708,5.1,16,branden-oliver-1
438,Jabari Carr,San Jose State,MWC,6,25,173,6.9,0,0,0,,0,25,173,6.9,0,jabari-carr-1
439,Bruce Natson,Utah State,MWC,14,59,395,6.7,2,28,98,3.5,3,87,493,5.7,5,bruce-natson-1
440,Ka'Deem Carey,Arizona,Pac-12,12,26,173,6.7,1,349,1885,5.4,19,375,2058,5.5,20,kadeem-carey-1
441,James Sims,Kansas,Big 12,12,25,166,6.6,0,230,1110,4.8,7,255,1276,5,7,james-sims-2
442,Brendan Bigelow,California,Pac-12,12,34,202,5.9,0,105,421,4,2,139,623,4.5,2,brendan-bigelow-1
443,Joshua Quezada,Fresno State,MWC,13,51,290,5.7,1,155,807,5.2,6,206,1097,5.3,7,joshua-quezada-1
444,Taquan Mizzell,Virginia,ACC,10,29,164,5.7,1,45,184,4.1,1,74,348,4.7,2,taquan-mizzell-1
445,Jeremy Langford,Michigan State,Big Ten,14,28,157,5.6,1,292,1422,4.9,18,320,1579,4.9,19,jeremy-langford-1
446,Tim Cornett,UNLV,MWC,13,30,164,5.5,0,264,1284,4.9,15,294,1448,4.9,15,tim-cornett-1
447,Khalek Shepherd,Virginia,ACC,11,23,125,5.4,0,51,304,6,1,74,429,5.8,1,khalek-shepherd-1
448,Brandon Burks,Troy,Sun Belt,12,36,188,5.2,0,133,664,5,2,169,852,5,2,brandon-burks-1
449,Teondray Caldwell,Washington State,Pac-12,13,26,130,5,0,50,271,5.4,1,76,401,5.3,1,teondray-caldwell-1
450,Rajion Neal,Tennessee,SEC,12,27,108,4,0,215,1124,5.2,12,242,1232,5.1,12,rajion-neal-1
