Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
74,Tony Ellison,Arizona,Pac-12,13,37,598,16.2,5,3,36,12,1,40,634,15.9,6,tony-ellison-1
75,Brandon Presley,UNLV,MWC,12,34,552,16.2,3,5,40,8,0,39,592,15.2,3,brandon-presley-1
76,Jordan Akins,UCF,American,11,32,515,16.1,4,0,0,,0,32,515,16.1,4,jordan-akins-1
77,Courtland Sutton,SMU,American,13,68,1085,16,12,1,2,2,1,69,1087,15.8,13,courtland-sutton-1
78,Javon Wims,Georgia,SEC,14,45,720,16,7,0,0,,0,45,720,16,7,javon-wims-1
79,Darnell Salomon,South Florida,American,10,32,512,16,5,0,0,,0,32,512,16,5,darnell-salomon-1
80,Devin Gray,Cincinnati,American,12,28,444,15.9,3,0,0,,0,28,444,15.9,3,devin-gray-1
81,Jalen Guyton,North Texas,CUSA,12,49,775,15.8,9,3,12,4,0,52,787,15.1,9,jalen-guyton-1
82,Scotty Washington,Wake Forest,ACC,12,45,711,15.8,3,0,0,,0,45,711,15.8,3,scotty-washington-1
83,Brendan O'Leary-Orange,Nevada,MWC,10,39,618,15.8,4,0,0,,0,39,618,15.8,4,brendan-oleary-orange-1
84,Stephen Louis,North Carolina State,ACC,10,37,583,15.8,2,1,-6,-6,0,38,577,15.2,2,stephen-louis-1
85,DeAndre Thompkins,Penn State,Big Ten,13,28,443,15.8,3,0,0,,0,28,443,15.8,3,deandre-thompkins-1
86,Andy Isabella,Massachusetts,Ind,12,65,1020,15.7,10,14,135,9.6,1,79,1155,14.6,11,andy-isabella-1
87,Steven Mitchell,USC,Pac-12,10,41,644,15.7,4,1,10,10,0,42,654,15.6,4,steven-mitchell-1
88,Equanimeous St. Brown,Notre Dame,Ind,12,33,515,15.6,4,0,0,,0,33,515,15.6,4,equanimeous-st-brown-1
89,Mark Andrews,Oklahoma,Big 12,14,62,958,15.5,8,0,0,,0,62,958,15.5,8,mark-andrews-1
90,Dez Fitzpatrick,Louisville,ACC,12,45,699,15.5,9,0,0,,0,45,699,15.5,9,dez-fitzpatrick-1
91,Keke Coutee,Texas Tech,Big 12,13,93,1429,15.4,10,5,15,3,0,98,1444,14.7,10,keke-coutee-1
92,Ryheem Malone,Louisiana,Sun Belt,11,44,676,15.4,4,4,57,14.3,0,48,733,15.3,4,ryheem-malone-1
93,Lucky Jackson,Western Kentucky,CUSA,10,39,600,15.4,3,1,6,6,0,40,606,15.2,3,lucky-jackson-1
94,Calvin Ridley,Alabama,SEC,14,63,967,15.3,5,2,17,8.5,0,65,984,15.1,5,calvin-ridley-1
95,Seth Dawkins,Louisville,ACC,12,42,642,15.3,4,0,0,,0,42,642,15.3,4,seth-dawkins-1
96,A.J. Taylor,Wisconsin,Big Ten,14,31,475,15.3,5,6,26,4.3,0,37,501,13.5,5,aj-taylor-1
97,Anthony Miller,Memphis,American,13,96,1462,15.2,18,10,25,2.5,0,106,1487,14,18,anthony-miller-6
98,Tyre Brady,Marshall,CUSA,11,62,942,15.2,8,0,0,,0,62,942,15.2,8,tyre-brady-1
99,Aaron McLean,Connecticut,American,10,31,472,15.2,2,0,0,,0,31,472,15.2,2,aaron-mclean-1
100,Shane Tucker,Middle Tennessee State,CUSA,10,25,381,15.2,2,3,22,7.3,0,28,403,14.4,2,shane-tucker-1
101,Penny Hart,Georgia State,Sun Belt,12,74,1121,15.1,8,6,27,4.5,0,80,1148,14.4,8,penny-hart-1
102,JD Spielman,Nebraska,Big Ten,11,55,830,15.1,2,10,73,7.3,0,65,903,13.9,2,jd-spielman-1
103,Justin Hobbs,Tulsa,American,11,55,830,15.1,3,0,0,,0,55,830,15.1,3,justin-hobbs-1
104,Dredrick Snelson,UCF,American,12,46,695,15.1,8,2,11,5.5,1,48,706,14.7,9,dredrick-snelson-1
105,Nyqwan Murray,Florida State,ACC,12,40,604,15.1,4,3,15,5,0,43,619,14.4,4,nyqwan-murray-1
106,Thomas Owens,Florida International,CUSA,9,59,887,15,6,1,-1,-1,0,60,886,14.8,6,thomas-owens-1
107,Davon Grayson,East Carolina,American,11,59,886,15,6,6,40,6.7,0,65,926,14.2,6,davon-grayson-1
108,Marcus Green,Louisiana-Monroe,Sun Belt,12,54,812,15,5,14,175,12.5,0,68,987,14.5,5,marcus-green-6
109,A.J. Richardson,Boise State,MWC,11,33,494,15,2,0,0,,0,33,494,15,2,aj-richardson-1
110,Terry McLaurin,Ohio State,Big Ten,13,29,436,15,6,0,0,,0,29,436,15,6,terry-mclaurin-1
111,Ian Thomas,Indiana,Big Ten,9,25,376,15,5,0,0,,0,25,376,15,5,ian-thomas-3
112,Keith Kirkwood,Temple,American,12,45,671,14.9,7,0,0,,0,45,671,14.9,7,keith-kirkwood-1
113,Corey Willis,Central Michigan,MAC,9,45,669,14.9,9,0,0,,0,45,669,14.9,9,corey-willis-1
114,Tony Pollard,Memphis,American,13,36,536,14.9,4,30,230,7.7,2,66,766,11.6,6,tony-pollard-1
115,Phil Mayhue,Memphis,American,11,35,521,14.9,3,0,0,,0,35,521,14.9,3,phil-mayhue-1
116,Chad Beebe,Northern Illinois,MAC,9,28,417,14.9,1,1,-1,-1,0,29,416,14.3,1,chad-beebe-1
117,Trent Bostick,Charlotte,CUSA,11,24,357,14.9,3,1,3,3,0,25,360,14.4,3,trent-bostick-1
118,Mark Chapman,Central Michigan,MAC,13,59,875,14.8,5,2,17,8.5,0,61,892,14.6,5,mark-chapman-2
119,Damion Willis,Troy,Sun Belt,12,42,620,14.8,3,0,0,,0,42,620,14.8,3,damion-willis-1
120,Raelon Singleton,Utah,Pac-12,12,36,531,14.8,4,0,0,,0,36,531,14.8,4,raelon-singleton-1
121,Sadiq Palmer,Massachusetts,Ind,10,35,518,14.8,1,0,0,,0,35,518,14.8,1,sadiq-palmer-1
122,Kelvin Harmon,North Carolina State,ACC,13,69,1017,14.7,4,0,0,,0,69,1017,14.7,4,kelvin-harmon-1
123,Korey Robertson,Southern Mississippi,CUSA,13,76,1106,14.6,12,0,0,,0,76,1106,14.6,12,korey-robertson-1
124,Trent Sherfield,Vanderbilt,SEC,12,50,729,14.6,5,8,92,11.5,1,58,821,14.2,6,trent-sherfield-1
125,Parris Campbell,Ohio State,Big Ten,13,40,584,14.6,3,10,132,13.2,1,50,716,14.3,4,parris-campbell-1
126,Jonathan Nance,Arkansas,SEC,11,37,539,14.6,5,5,62,12.4,0,42,601,14.3,5,jonathan-nance-1
127,Keenan Barnes,Louisiana,Sun Belt,10,37,539,14.6,2,0,0,,0,37,539,14.6,2,keenan-barnes-1
128,Jessie Britt,Massachusetts,Ind,12,29,422,14.6,3,0,0,,0,29,422,14.6,3,jessie-britt-1
129,Isaiah Wright,Temple,American,13,46,668,14.5,4,25,188,7.5,1,71,856,12.1,5,isaiah-wright-1
130,Olabisi Johnson,Colorado State,MWC,12,41,595,14.5,2,0,0,,0,41,595,14.5,2,olabisi-johnson-1
131,Gabriel Davis,UCF,American,10,27,391,14.5,4,0,0,,0,27,391,14.5,4,gabriel-davis-1
132,Christian Booker,Arkansas State,Sun Belt,9,25,363,14.5,6,1,-3,-3,0,26,360,13.8,6,christian-booker-1
133,Elijah King,Texas State,Sun Belt,11,52,750,14.4,3,1,6,6,0,53,756,14.3,3,elijah-king-1
134,Ike Lewis,Appalachian State,Sun Belt,13,51,733,14.4,8,3,31,10.3,0,54,764,14.1,8,ike-lewis-2
135,Rico Bussey Jr.,North Texas,CUSA,13,47,677,14.4,7,0,0,,0,47,677,14.4,7,rico-bussey-jr-1
136,Tyler Conklin,Central Michigan,MAC,8,35,504,14.4,5,0,0,,0,35,504,14.4,5,tyler-conklin-1
137,Austin Wolf,Akron,MAC,10,33,476,14.4,5,0,0,,0,33,476,14.4,5,austin-wolf-1
138,Sam Martin,Miami (OH),MAC,10,25,359,14.4,3,0,0,,0,25,359,14.4,3,sam-martin-3
139,Ben Skowronek,Northwestern,Big Ten,13,45,644,14.3,5,0,0,,0,45,644,14.3,5,ben-skowronek-1
140,Hergy Mayala,Connecticut,American,9,43,615,14.3,7,0,0,,0,43,615,14.3,7,hergy-mayala-1
141,Albert Okwuegbunam,Missouri,SEC,9,29,415,14.3,11,0,0,,0,29,415,14.3,11,albert-okwuegbunam-1
142,Micah Simon,Brigham Young,Ind,12,27,386,14.3,3,0,0,,0,27,386,14.3,3,micah-simon-1
143,Michael Gallup,Colorado State,MWC,13,100,1418,14.2,7,0,0,,0,100,1418,14.2,7,michael-gallup-1
144,Jaleel Scott,New Mexico State,Sun Belt,12,76,1079,14.2,9,0,0,,0,76,1079,14.2,9,jaleel-scott-1
145,Steven Sims Jr.,Kansas,Big 12,11,59,839,14.2,6,5,5,1,0,64,844,13.2,6,steven-sims-jr-1
146,Tyler Vaughns,USC,Pac-12,13,57,809,14.2,5,0,0,,0,57,809,14.2,5,tyler-vaughns-1
147,Collin Johnson,Texas,Big 12,13,54,765,14.2,2,0,-7,,0,54,758,14,2,collin-johnson-2
148,John Ursua,Hawaii,MWC,6,47,667,14.2,5,0,0,,0,47,667,14.2,5,john-ursua-1
149,Trey Hartley,San Jose State,MWC,12,37,527,14.2,2,0,0,,0,37,527,14.2,2,trey-hartley-1
150,Tommy Sweeney,Boston College,ACC,12,36,512,14.2,4,0,0,,0,36,512,14.2,4,tommy-sweeney-1
151,Steven Dunbar,Houston,American,12,76,1070,14.1,3,0,0,,0,76,1070,14.1,3,steven-dunbar-1
152,Kanawai Noa,California,Pac-12,11,56,788,14.1,4,0,0,,0,56,788,14.1,4,kanawai-noa-1
153,Felton Davis III,Michigan State,Big Ten,11,55,776,14.1,9,1,16,16,0,56,792,14.1,9,felton-davis-iii-1
154,Brendan Cope,Ohio,MAC,10,35,494,14.1,4,1,-2,-2,0,36,492,13.7,4,brendan-cope-1
155,K.J. Osborn,Buffalo,MAC,12,35,493,14.1,4,4,22,5.5,1,39,515,13.2,5,kj-osborn-1
156,Shi Smith,South Carolina,SEC,12,29,409,14.1,3,0,0,,0,29,409,14.1,3,shi-smith-1
157,Jay MacIntyre,Colorado,Pac-12,10,28,396,14.1,2,1,1,1,0,29,397,13.7,2,jay-macintyre-1
158,Darren Carrington,Utah,Pac-12,12,70,980,14,6,0,0,,0,70,980,14,6,darren-carrington-1
159,Micah Holder,San Diego State,MWC,11,43,602,14,2,3,30,10,0,46,632,13.7,2,micah-holder-1
160,Cody White,Michigan State,Big Ten,11,35,490,14,4,4,19,4.8,0,39,509,13.1,4,cody-white-3
161,Jimmy Williams,East Carolina,American,9,32,447,14,3,1,2,2,0,33,449,13.6,3,jimmy-williams-9
162,CJ Windham,Middle Tennessee State,CUSA,12,25,351,14,1,0,0,,0,25,351,14,1,cj-windham-1
163,Brycen Hopkins,Purdue,Big Ten,11,25,349,14,3,0,0,,0,25,349,14,3,brycen-hopkins-1
164,Evan Fairs,Kansas,Big 12,9,24,335,14,1,0,0,,0,24,335,14,1,evan-fairs-1
165,N'Keal Harry,Arizona State,Pac-12,13,82,1142,13.9,8,13,65,5,0,95,1207,12.7,8,nkeal-harry-1
166,Brian Williams,Louisiana-Monroe,Sun Belt,11,45,626,13.9,4,1,2,2,1,46,628,13.7,5,brian-williams-14
167,Teo Redding,Bowling Green State,MAC,11,45,624,13.9,8,0,0,,0,45,624,13.9,8,teo-redding-1
168,Sam Harris,South Alabama,Sun Belt,11,41,570,13.9,2,0,0,,0,41,570,13.9,2,sam-harris-2
169,Macan Wilson,Northwestern,Big Ten,11,32,446,13.9,1,0,0,,0,32,446,13.9,1,macan-wilson-1
170,Chase Claypool,Notre Dame,Ind,11,29,402,13.9,2,2,-3,-1.5,0,31,399,12.9,2,chase-claypool-1
171,Demornay Pierson-El,Nebraska,Big Ten,12,45,623,13.8,5,4,32,8,0,49,655,13.4,5,demornay-pierson-el-1
172,Andrew Meyer,Ohio,MAC,12,35,483,13.8,2,1,-1,-1,0,36,482,13.4,2,andrew-meyer-1
173,Omar Bayless,Arkansas State,Sun Belt,11,31,428,13.8,6,2,-3,-1.5,0,33,425,12.9,6,omar-bayless-1
174,Chris Murray,Arkansas State,Sun Belt,12,51,701,13.7,9,3,3,1,0,54,704,13,9,chris-murray-2
175,Auden Tate,Florida State,ACC,12,40,548,13.7,10,0,0,,0,40,548,13.7,10,auden-tate-1
176,JaQuan Blackwell,San Jose State,MWC,11,32,437,13.7,2,0,0,,0,32,437,13.7,2,jaquan-blackwell-1
177,Matt Vandeberg,Iowa,Big Ten,13,28,384,13.7,2,0,0,,0,28,384,13.7,2,matt-vandeberg-1
178,Tavin Richardson,Kentucky,SEC,12,27,371,13.7,1,0,0,,0,27,371,13.7,1,tavin-richardson-1
179,Mathew Sexton,Eastern Michigan,MAC,12,26,357,13.7,2,0,0,,0,26,357,13.7,2,mathew-sexton-1
180,Cam Phillips,Virginia Tech,ACC,12,71,964,13.6,7,1,10,10,0,72,974,13.5,7,cam-phillips-1
181,Wyatt Demps,Nevada,MWC,12,67,908,13.6,11,0,0,,0,67,908,13.6,11,wyatt-demps-1
182,McLane Mannix,Nevada,MWC,12,57,778,13.6,6,2,3,1.5,0,59,781,13.2,6,mclane-mannix-1
183,Greg Dortch,Wake Forest,ACC,8,53,722,13.6,9,7,9,1.3,0,60,731,12.2,9,greg-dortch-1
184,Noah Togiai,Oregon State,Pac-12,9,34,461,13.6,2,0,0,,0,34,461,13.6,2,noah-togiai-1
185,Jay Griffin IV,New Mexico,MWC,12,29,393,13.6,4,13,116,8.9,1,42,509,12.1,5,jay-griffin-iv-1
186,John Niupalau,Eastern Michigan,MAC,9,27,368,13.6,4,0,0,,0,27,368,13.6,4,john-niupalau-1
187,Ky'Jon Tyler,Coastal Carolina,Sun Belt,11,23,313,13.6,2,11,73,6.6,0,34,386,11.4,2,kyjon-tyler-1
188,Shay Fields,Colorado,Pac-12,12,46,623,13.5,4,0,0,,0,46,623,13.5,4,shay-fields-1
189,Renard Bell,Washington State,Pac-12,13,40,538,13.5,3,0,0,,0,40,538,13.5,3,renard-bell-1
190,Workpeh Kofa,Charlotte,CUSA,9,25,338,13.5,1,2,3,1.5,0,27,341,12.6,1,workpeh-kofa-1
191,Taysir Mack,Indiana,Big Ten,6,23,310,13.5,3,0,0,,0,23,310,13.5,3,taysir-mack-1
192,Alfonso Onunwor,Idaho,Sun Belt,11,64,856,13.4,8,0,0,,0,64,856,13.4,8,alfonso-onunwor-1
193,Thomas Geddis,Cincinnati,American,11,29,388,13.4,3,0,0,,0,29,388,13.4,3,thomas-geddis-1
194,Dawson Knox,Ole Miss,SEC,8,24,321,13.4,0,0,0,,0,24,321,13.4,0,dawson-knox-1
195,Allen Lazard,Iowa State,Big 12,13,71,941,13.3,10,0,0,,0,71,941,13.3,10,allen-lazard-1
196,Shun Brown,Arizona,Pac-12,13,43,573,13.3,6,5,51,10.2,0,48,624,13,6,shun-brown-1
197,Josh Stewart,UTSA,CUSA,11,39,518,13.3,3,0,0,,0,39,518,13.3,3,josh-stewart-2
198,Collin Lisa,UAB,CUSA,12,33,439,13.3,1,1,0,0,0,34,439,12.9,1,collin-lisa-1
199,Chris Taylor,Duke,ACC,11,25,332,13.3,1,0,0,,0,25,332,13.3,1,chris-taylor-4
200,KeeSean Johnson,Fresno State,MWC,14,77,1013,13.2,8,1,0,0,0,78,1013,13,8,keesean-johnson-1
201,Michael Lawrence,North Texas,CUSA,14,62,819,13.2,4,0,0,,0,62,819,13.2,4,michael-lawrence-1
202,Deon Yelder,Western Kentucky,CUSA,12,52,688,13.2,7,2,15,7.5,1,54,703,13,8,deon-yelder-1
203,Deondre Douglas,Troy,Sun Belt,12,48,628,13.1,4,3,43,14.3,1,51,671,13.2,5,deondre-douglas-1
204,Dillon Stoner,Oklahoma State,Big 12,12,44,576,13.1,6,0,0,,0,44,576,13.1,6,dillon-stoner-1
205,Travis Fulgham,Old Dominion,CUSA,11,30,394,13.1,1,0,0,,0,30,394,13.1,1,travis-fulgham-1
206,Deontay Burnett,USC,Pac-12,14,86,1114,13,9,2,-2,-1,0,88,1112,12.6,9,deontay-burnett-1
207,Vic Wharton,California,Pac-12,12,67,871,13,5,1,-5,-5,0,68,866,12.7,5,vic-wharton-1
208,Juwan Johnson,Penn State,Big Ten,13,54,701,13,1,0,0,,0,54,701,13,1,juwan-johnson-1
209,Thomas Hennigan,Appalachian State,Sun Belt,12,45,585,13,7,0,0,,0,45,585,13,7,thomas-hennigan-1
210,Brandon Johnson,Tennessee,SEC,10,37,482,13,1,0,0,,0,37,482,13,1,brandon-johnson-11
211,Ryan Smith,Miami (OH),MAC,10,35,454,13,4,0,0,,0,35,454,13,4,ryan-smith-9
212,Jordan Nathan,Utah State,MWC,13,25,324,13,2,7,30,4.3,0,32,354,11.1,2,jordan-nathan-1
213,D.J. Moore,Maryland,Big Ten,12,80,1033,12.9,8,5,61,12.2,1,85,1094,12.9,9,dj-moore-3
214,Christian Kirk,Texas A&M,SEC,13,71,919,12.9,10,4,31,7.8,0,75,950,12.7,10,christian-kirk-1
215,Darren Andrews,UCLA,Pac-12,9,60,773,12.9,10,4,49,12.3,0,64,822,12.8,10,darren-andrews-1
216,Tabari Hines,Wake Forest,ACC,12,53,683,12.9,7,2,-6,-3,0,55,677,12.3,7,tabari-hines-1
217,Doni Dowling,Virginia,ACC,13,50,647,12.9,5,0,0,,0,50,647,12.9,5,doni-dowling-1
218,Jalen McCleskey,Oklahoma State,Big 12,12,50,645,12.9,5,0,0,,0,50,645,12.9,5,jalen-mccleskey-1
219,Blake Mack,Arkansas State,Sun Belt,12,48,618,12.9,7,0,0,,0,48,618,12.9,7,blake-mack-1
220,Jordan Veasy,California,Pac-12,12,38,491,12.9,6,0,0,,0,38,491,12.9,6,jordan-veasy-1
221,Caleb Wilson,UCLA,Pac-12,5,38,490,12.9,1,0,0,,0,38,490,12.9,1,caleb-wilson-2
222,Kerry Thomas,UTSA,CUSA,9,35,453,12.9,4,2,6,3,0,37,459,12.4,4,kerry-thomas-1
223,Pooh Stricklin,Baylor,Big 12,8,32,414,12.9,1,0,0,,0,32,414,12.9,1,pooh-stricklin-1
224,Johnathan Boone,New Mexico State,Sun Belt,9,31,399,12.9,1,0,0,,0,31,399,12.9,1,johnathan-boone-1
225,Steve Ishmael,Syracuse,ACC,12,105,1347,12.8,7,0,0,,0,105,1347,12.8,7,steve-ishmael-1
226,Teddy Veal,Louisiana Tech,CUSA,13,74,950,12.8,7,4,6,1.5,0,78,956,12.3,7,teddy-veal-1
227,A.J. Coney,Akron,MAC,14,43,551,12.8,3,0,0,,0,43,551,12.8,3,aj-coney-1
228,Harrison Bryant,Florida Atlantic,CUSA,10,32,408,12.8,5,0,0,,0,32,408,12.8,5,harrison-bryant-1
