Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
23,Reggie Roberson Jr.,SMU,American,8,43,803,18.7,6,2,7,3.5,0,45,810,18,6,reggie-roberson-jr-1
24,Henry Ruggs III,Alabama,SEC,12,40,746,18.7,7,2,75,37.5,1,42,821,19.5,8,henry-ruggs-iii-1
25,Yo'Heinz Tyler,Ball State,MAC,11,27,504,18.7,5,0,0,,0,27,504,18.7,5,yoheinz-tyler-1
26,DeVonta Smith,Alabama,SEC,13,68,1256,18.5,14,0,0,,0,68,1256,18.5,14,devonta-smith-1
27,John Hightower,Boise State,MWC,14,51,943,18.5,8,16,154,9.6,0,67,1097,16.4,8,john-hightower-1
28,Chatarius Atwell,Louisville,ACC,13,69,1272,18.4,11,9,33,3.7,0,78,1305,16.7,11,chatarius-atwell-1
29,Quez Watkins,Southern Mississippi,CUSA,12,64,1178,18.4,6,1,1,1,0,65,1179,18.1,6,quez-watkins-1
30,Brandon Aiyuk,Arizona State,Pac-12,12,65,1192,18.3,8,1,6,6,0,66,1198,18.2,8,brandon-aiyuk-1
31,JD Spielman,Nebraska,Big Ten,12,49,898,18.3,5,4,31,7.8,0,53,929,17.5,5,jd-spielman-1
32,Hunter Long,Boston College,ACC,11,28,509,18.2,2,0,0,,0,28,509,18.2,2,hunter-long-3
33,Dez Fitzpatrick,Louisville,ACC,11,35,635,18.1,6,0,0,,0,35,635,18.1,6,dez-fitzpatrick-1
34,Jahan Dotson,Penn State,Big Ten,13,27,488,18.1,5,2,0,0,0,29,488,16.8,5,jahan-dotson-1
35,Griffin Hebert,Louisiana Tech,CUSA,12,30,537,17.9,6,0,0,,0,30,537,17.9,6,griffin-hebert-1
36,Omar Bayless,Arkansas State,Sun Belt,13,93,1653,17.8,17,0,0,,0,93,1653,17.8,17,omar-bayless-1
37,Antonio Gandy-Golden,Liberty,Ind,13,79,1396,17.7,10,0,0,,0,79,1396,17.7,10,antonio-gandy-golden-1
38,Brant Kuithe,Utah,Pac-12,14,34,602,17.7,6,6,102,17,3,40,704,17.6,9,brant-kuithe-1
39,Jacob Cowing,UTEP,CUSA,11,31,550,17.7,3,0,0,,0,31,550,17.7,3,jacob-cowing-1
40,Alec Pierce,Cincinnati,American,12,37,652,17.6,2,0,0,,0,37,652,17.6,2,alec-pierce-2
41,Tyrone Scott,Central Michigan,MAC,13,37,650,17.6,5,1,15,15,0,38,665,17.5,5,tyrone-scott-1
42,Victor Tucker,Charlotte,CUSA,12,52,909,17.5,7,3,18,6,1,55,927,16.9,8,victor-tucker-1
43,Chris Olave,Ohio State,Big Ten,13,48,840,17.5,12,2,5,2.5,0,50,845,16.9,12,chris-olave-1
44,Reginald Todd,Troy,Sun Belt,12,38,666,17.5,5,0,0,,0,38,666,17.5,5,reginald-todd-1
45,JoJo Ward,Hawaii,MWC,14,65,1134,17.4,11,0,0,,0,65,1134,17.4,11,jojo-ward-1
46,Marquez Stevenson,Houston,American,12,52,907,17.4,9,9,89,9.9,0,61,996,16.3,9,marquez-stevenson-1
47,Tyquan Thornton,Baylor,Big 12,13,45,782,17.4,5,0,0,,0,45,782,17.4,5,tyquan-thornton-1
48,Charleston Rambo,Oklahoma,Big 12,14,43,743,17.3,5,2,15,7.5,0,45,758,16.8,5,charleston-rambo-1
49,Scotty Washington,Wake Forest,ACC,8,35,607,17.3,7,0,0,,0,35,607,17.3,7,scotty-washington-1
50,Camden Harrison,Army,Ind,10,25,433,17.3,3,0,0,,0,25,433,17.3,3,camden-harrison-1
51,Gabriel Davis,UCF,American,12,72,1241,17.2,12,0,0,,0,72,1241,17.2,12,gabriel-davis-1
52,Cedric Peterson,Arizona,Pac-12,12,24,412,17.2,2,0,0,,0,24,412,17.2,2,cedric-peterson-1
53,Danzel Mckinley-Lewis,Toledo,MAC,12,36,615,17.1,1,0,0,,0,36,615,17.1,1,danzel-mckinley-lewis-1
54,Tylan Wallace,Oklahoma State,Big 12,9,53,903,17,8,1,0,0,0,54,903,16.7,8,tylan-wallace-1
55,Isiah Cox,Ohio,MAC,13,39,663,17,2,1,15,15,0,40,678,17,2,isiah-cox-1
56,Jaylen Waddle,Alabama,SEC,13,33,560,17,6,1,5,5,0,34,565,16.6,6,jaylen-waddle-1
57,Damon Hazelton Jr,Virginia Tech,ACC,9,31,527,17,8,1,3,3,0,32,530,16.6,8,damon-hazelton-jr-1
58,Tre Nixon,UCF,American,12,49,830,16.9,7,0,0,,0,49,830,16.9,7,tre-nixon-1
59,Damonte Coxie,Memphis,American,14,76,1276,16.8,9,0,0,,0,76,1276,16.8,9,damonte-coxie-1
60,Keylon Stokes,Tulsa,American,12,62,1040,16.8,6,9,42,4.7,0,71,1082,15.2,6,keylon-stokes-1
61,C.J. Johnson,East Carolina,American,11,54,908,16.8,4,0,0,,0,54,908,16.8,4,cj-johnson-6
62,Kylen Granson,SMU,American,12,43,721,16.8,9,2,11,5.5,0,45,732,16.3,9,kylen-granson-1
63,Steve Jenkins,UNLV,MWC,9,23,386,16.8,2,1,7,7,0,24,393,16.4,2,steve-jenkins-3
64,Isaiah Hamilton,San Jose State,MWC,11,43,718,16.7,4,7,32,4.6,0,50,750,15,4,isaiah-hamilton-2
65,Dashon Bussell,Western Michigan,MAC,12,27,445,16.5,2,0,0,,0,27,445,16.5,2,dashon-bussell-1
66,Marcus Williams,New Mexico,MWC,10,26,428,16.5,1,0,0,,0,26,428,16.5,1,marcus-williams-11
67,Jauan Jennings,Tennessee,SEC,13,59,969,16.4,8,13,51,3.9,1,72,1020,14.2,9,jauan-jennings-1
68,Ihmir Smith-Marsette,Iowa,Big Ten,13,44,722,16.4,5,11,108,9.8,3,55,830,15.1,8,ihmir-smith-marsette-1
69,Tyrone Tracy Jr.,Iowa,Big Ten,12,36,589,16.4,3,6,39,6.5,1,42,628,15,4,tyrone-tracy-jr-1
70,Kawaan Baker,South Alabama,Sun Belt,12,35,574,16.4,3,20,83,4.2,2,55,657,11.9,5,kawaan-baker-1
71,Binjimen Victor,Ohio State,Big Ten,12,35,573,16.4,6,0,0,,0,35,573,16.4,6,binjimen-victor-1
72,Treylon Burks,Arkansas,SEC,11,29,475,16.4,0,9,35,3.9,0,38,510,13.4,0,treylon-burks-1
73,Myron Mitchell,UAB,CUSA,13,34,554,16.3,4,1,4,4,0,35,558,15.9,4,myron-mitchell-1
74,Tre Turner,Virginia Tech,ACC,11,34,553,16.3,4,24,231,9.6,1,58,784,13.5,5,tre-turner-2
75,Brennan Eagles,Texas,Big 12,12,32,522,16.3,6,0,0,,0,32,522,16.3,6,brennan-eagles-1
76,Stephan Robinson,Kansas,Big 12,11,45,727,16.2,8,4,13,3.3,0,49,740,15.1,8,stephan-robinson-2
77,Malik Stanley,Louisiana Tech,CUSA,12,40,649,16.2,3,0,0,,0,40,649,16.2,3,malik-stanley-1
78,Jamarye Joiner,Arizona,Pac-12,12,34,552,16.2,5,0,0,,0,34,552,16.2,5,jamarye-joiner-1
79,KJ Hamler,Penn State,Big Ten,13,56,904,16.1,8,13,43,3.3,0,69,947,13.7,8,kj-hamler-1
80,Rashee Rice,SMU,American,8,25,403,16.1,1,1,0,0,0,26,403,15.5,1,rashee-rice-1
81,Spencer Tears,Northern Illinois,MAC,9,23,370,16.1,2,1,6,6,0,24,376,15.7,2,spencer-tears-1
82,Hunter Bryant,Washington,Pac-12,12,52,825,15.9,3,2,-4,-2,0,54,821,15.2,3,hunter-bryant-2
83,Arthur Jackson III,Eastern Michigan,MAC,12,46,732,15.9,7,0,0,,0,46,732,15.9,7,arthur-jackson-iii-1
84,Kobay White,Boston College,ACC,12,29,460,15.9,5,4,19,4.8,0,33,479,14.5,5,kobay-white-1
85,Ronnie Bell,Michigan,Big Ten,12,48,758,15.8,1,1,9,9,0,49,767,15.7,1,ronnie-bell-3
86,Randal Grimes,UNLV,MWC,10,44,696,15.8,7,0,0,,0,44,696,15.8,7,randal-grimes-1
87,Erik Ezukanma,Texas Tech,Big 12,11,42,664,15.8,4,0,0,,0,42,664,15.8,4,erik-ezukanma-1
88,Tavaris Harrison,Florida Atlantic,CUSA,13,33,523,15.8,2,0,0,,0,33,523,15.8,2,tavaris-harrison-1
89,Tyler Ringwood,Charlotte,CUSA,11,25,395,15.8,5,0,0,,0,25,395,15.8,5,tyler-ringwood-1
90,Chase Claypool,Notre Dame,Ind,13,66,1037,15.7,13,0,0,,0,66,1037,15.7,13,chase-claypool-1
91,Siaosi Mariner,Utah State,MWC,13,63,987,15.7,10,0,0,,0,63,987,15.7,10,siaosi-mariner-1
92,Skyy Moore,Western Michigan,MAC,13,51,802,15.7,3,1,2,2,1,52,804,15.5,4,skyy-moore-1
93,Jalen McCleskey,Tulane,American,13,37,581,15.7,4,1,-1,-1,0,38,580,15.3,4,jalen-mccleskey-1
94,Isaiah McKoy,Kent State,MAC,11,56,872,15.6,8,0,0,,0,56,872,15.6,8,isaiah-mckoy-1
95,Bailey Gaither,San Jose State,MWC,12,52,812,15.6,6,0,0,,0,52,812,15.6,6,bailey-gaither-1
96,Kedarian Jones,Memphis,American,14,39,609,15.6,4,2,10,5,0,41,619,15.1,4,kedarian-jones-1
97,Dalton Schoen,Kansas State,Big 12,13,37,579,15.6,4,1,4,4,0,38,583,15.3,4,dalton-schoen-1
98,Juwan Johnson,Oregon,Pac-12,8,30,467,15.6,4,0,0,,0,30,467,15.6,4,juwan-johnson-1
99,Trishton Jackson,Syracuse,ACC,12,66,1023,15.5,11,2,3,1.5,0,68,1026,15.1,11,trishton-jackson-1
100,Denzel Mims,Baylor,Big 12,13,66,1020,15.5,12,0,0,,0,66,1020,15.5,12,denzel-mims-1
101,Harrison Bryant,Florida Atlantic,CUSA,13,65,1004,15.4,7,0,0,,0,65,1004,15.4,7,harrison-bryant-1
102,Tyler Johnson,Minnesota,Big Ten,13,86,1318,15.3,13,1,-1,-1,0,87,1317,15.1,13,tyler-johnson-6
103,Branden Mack,Temple,American,13,59,904,15.3,7,2,14,7,0,61,918,15,7,branden-mack-1
104,Quintez Cephus,Wisconsin,Big Ten,14,59,901,15.3,7,0,0,,0,59,901,15.3,7,quintez-cephus-1
105,Sage Surratt,Wake Forest,ACC,9,66,1001,15.2,11,0,0,,0,66,1001,15.2,11,sage-surratt-1
106,Dontay Demus,Maryland,Big Ten,12,41,625,15.2,6,1,4,4,0,42,629,15,6,dontay-demus-1
107,Cary Angeline,North Carolina State,ACC,9,25,379,15.2,5,0,0,,0,25,379,15.2,5,cary-angeline-1
108,Jerry Jeudy,Alabama,SEC,13,77,1163,15.1,10,1,1,1,0,78,1164,14.9,10,jerry-jeudy-1
109,Ja'Marcus Bradley,Louisiana,Sun Belt,13,60,906,15.1,10,0,0,,0,60,906,15.1,10,jamarcus-bradley-1
110,Taj Harris,Syracuse,ACC,11,37,559,15.1,2,2,25,12.5,0,39,584,15,2,taj-harris-1
111,Tony Poljan,Central Michigan,MAC,12,33,496,15,4,0,0,,0,33,496,15,4,tony-poljan-1
112,Aaron Moore,Old Dominion,CUSA,7,26,389,15,3,0,0,,0,26,389,15,3,aaron-moore-4
113,Darnell Mooney,Tulane,American,13,48,713,14.9,5,0,0,,0,48,713,14.9,5,darnell-mooney-1
114,Mathew Sexton,Eastern Michigan,MAC,11,34,508,14.9,4,5,14,2.8,0,39,522,13.4,4,mathew-sexton-1
115,Trevon Grimes,Florida,SEC,13,33,491,14.9,3,1,-4,-4,0,34,487,14.3,3,trevon-grimes-1
116,George Pickens,Georgia,SEC,12,49,727,14.8,8,0,0,,0,49,727,14.8,8,george-pickens-1
117,Romeo Doubs,Nevada,MWC,10,44,649,14.8,4,1,-1,-1,0,45,648,14.4,4,romeo-doubs-1
118,Jonathan Nance,Missouri,SEC,12,31,458,14.8,4,1,4,4,0,32,462,14.4,4,jonathan-nance-1
119,Osirus Mitchell,Mississippi State,SEC,10,29,430,14.8,6,0,0,,0,29,430,14.8,6,osirus-mitchell-1
120,Tre Walker,San Jose State,MWC,10,79,1161,14.7,2,0,0,,0,79,1161,14.7,2,tre-walker-3
121,Johnny Johnson III,Oregon,Pac-12,13,57,836,14.7,7,0,0,,0,57,836,14.7,7,johnny-johnson-iii-1
122,Corey Sutton,Appalachian State,Sun Belt,9,41,601,14.7,7,0,0,,0,41,601,14.7,7,corey-sutton-2
123,Collin Johnson,Texas,Big 12,7,38,559,14.7,3,0,0,,0,38,559,14.7,3,collin-johnson-2
124,Jimmy Marshall,Middle Tennessee State,CUSA,11,35,513,14.7,6,0,0,,0,35,513,14.7,6,jimmy-marshall-2
125,Malik Knowles,Kansas State,Big 12,11,27,397,14.7,3,7,70,10,0,34,467,13.7,3,malik-knowles-1
126,Jeremy Singleton,Houston,American,12,26,381,14.7,3,0,0,,0,26,381,14.7,3,jeremy-singleton-1
127,Matt Bushman,Brigham Young,Ind,12,47,688,14.6,4,0,0,,0,47,688,14.6,4,matt-bushman-1
128,Terrace Marshall Jr.,LSU,SEC,12,46,671,14.6,13,0,0,,0,46,671,14.6,13,terrace-marshall-jr-1
129,Devin Asiasi,UCLA,Pac-12,12,44,641,14.6,4,0,0,,0,44,641,14.6,4,devin-asiasi-1
130,Cameron Dollar,Charlotte,CUSA,12,41,599,14.6,2,1,-5,-5,0,42,594,14.1,2,cameron-dollar-1
131,Jordan Duncan,California,Pac-12,10,25,364,14.6,2,0,0,,0,25,364,14.6,2,jordan-duncan-1
132,Warren Jackson,Colorado State,MWC,10,77,1119,14.5,8,0,0,,0,77,1119,14.5,8,warren-jackson-2
133,RJ Turner,Texas Tech,Big 12,10,45,654,14.5,3,0,0,,0,45,654,14.5,3,rj-turner-1
134,Drake London,USC,Pac-12,8,39,567,14.5,5,0,0,,0,39,567,14.5,5,drake-london-1
135,Tray Eafford,Troy,Sun Belt,8,23,334,14.5,3,0,0,,0,23,334,14.5,3,tray-eafford-1
136,Beau Corrales,North Carolina,ACC,11,40,575,14.4,6,0,0,,0,40,575,14.4,6,beau-corrales-1
137,Lawrence Cager,Georgia,SEC,8,33,476,14.4,4,0,0,,0,33,476,14.4,4,lawrence-cager-1
138,Garrett Wilson,Ohio State,Big Ten,13,30,432,14.4,5,0,0,,0,30,432,14.4,5,garrett-wilson-2
139,Whop Philyor,Indiana,Big Ten,12,70,1002,14.3,5,10,43,4.3,0,80,1045,13.1,5,whop-philyor-1
140,Nate Stewart,Akron,MAC,10,37,529,14.3,3,0,0,,0,37,529,14.3,3,nate-stewart-1
141,Dalton Rigdon,Texas Tech,Big 12,10,34,486,14.3,5,6,12,2,0,40,498,12.5,5,dalton-rigdon-1
142,Champ Flemings,Oregon State,Pac-12,12,32,457,14.3,3,3,18,6,0,35,475,13.6,3,champ-flemings-1
143,Devin Carter,North Carolina State,ACC,12,32,456,14.3,0,0,0,,0,32,456,14.3,0,devin-carter-1
144,Joshua Simon,Western Kentucky,CUSA,12,30,430,14.3,4,0,0,,0,30,430,14.3,4,joshua-simon-1
145,Nate Craig-Myers,Colorado State,MWC,9,23,329,14.3,1,0,0,,0,23,329,14.3,1,nate-craig-myers-1
146,Brandon Arconado,Washington State,Pac-12,11,78,1109,14.2,7,0,0,,0,78,1109,14.2,7,brandon-arconado-1
147,Hasise Dubois,Virginia,ACC,13,75,1062,14.2,6,0,0,,0,75,1062,14.2,6,hasise-dubois-1
148,JaCorey Sullivan,Central Michigan,MAC,12,57,808,14.2,3,0,0,,0,57,808,14.2,3,jacorey-sullivan-1
149,Darrell Stewart Jr.,Michigan State,Big Ten,9,49,697,14.2,4,2,-13,-6.5,0,51,684,13.4,4,darrell-stewart-jr-1
150,Riley Miller,Ball State,MAC,12,43,612,14.2,6,0,0,,0,43,612,14.2,6,riley-miller-1
151,Jalen Reagor,TCU,Big 12,12,43,611,14.2,5,14,89,6.4,0,57,700,12.3,5,jalen-reagor-1
152,Bo Melton,Rutgers,Big Ten,12,30,427,14.2,2,4,22,5.5,0,34,449,13.2,2,bo-melton-1
153,Amari Rodgers,Clemson,ACC,13,30,426,14.2,4,2,50,25,1,32,476,14.9,5,amari-rodgers-1
154,Dazz Newsome,North Carolina,ACC,12,72,1018,14.1,10,3,9,3,0,75,1027,13.7,10,dazz-newsome-1
155,Seth Williams,Auburn,SEC,12,59,830,14.1,8,0,0,,0,59,830,14.1,8,seth-williams-1
156,Dante Wright,Colorado State,MWC,12,57,805,14.1,4,17,214,12.6,2,74,1019,13.8,6,dante-wright-1
157,Marlon Williams,UCF,American,12,51,717,14.1,6,0,0,,0,51,717,14.1,6,marlon-williams-5
158,Brevin Jordan,Miami (FL),ACC,9,35,495,14.1,2,1,0,0,0,36,495,13.8,2,brevin-jordan-1
159,Cody White,Michigan State,Big Ten,13,66,922,14,6,6,22,3.7,0,72,944,13.1,6,cody-white-3
160,Brad Rozner,Rice,CUSA,12,55,770,14,5,0,0,,0,55,770,14,5,brad-rozner-1
161,Antonio Nunn,Buffalo,MAC,12,49,687,14,6,0,0,,0,49,687,14,6,antonio-nunn-1
162,Cole Tucker,Northern Illinois,MAC,12,38,531,14,1,0,0,,0,38,531,14,1,cole-tucker-1
163,Jalen Wydermyer,Texas A&M,SEC,12,32,447,14,6,0,0,,0,32,447,14,6,jalen-wydermyer-1
164,Tyrie Cleveland,Florida,SEC,12,25,351,14,1,0,0,,0,25,351,14,1,tyrie-cleveland-1
165,Chase Cota,UCLA,Pac-12,11,25,350,14,3,0,0,,0,25,350,14,3,chase-cota-1
166,Justin Jefferson,LSU,SEC,15,111,1540,13.9,18,0,0,,0,111,1540,13.9,18,justin-jefferson-1
167,Boogie Knight,Akron,MAC,12,31,430,13.9,0,1,3,3,0,32,433,13.5,0,boogie-knight-1
168,Zack Moss,Utah,Pac-12,13,28,388,13.9,2,235,1416,6,15,263,1804,6.9,17,zack-moss-1
169,Khalil Shakir,Boise State,MWC,14,63,872,13.8,6,19,66,3.5,3,82,938,11.4,9,khalil-shakir-1
170,Michael Lawrence,North Texas,CUSA,12,48,661,13.8,3,0,0,,0,48,661,13.8,3,michael-lawrence-1
171,Trey Knox,Arkansas,SEC,8,28,385,13.8,3,0,0,,0,28,385,13.8,3,trey-knox-1
172,Kendall Hinton,Wake Forest,ACC,11,73,1001,13.7,4,2,9,4.5,0,75,1010,13.5,4,kendall-hinton-1
173,Jonathan Adams Jr.,Arkansas State,Sun Belt,13,62,851,13.7,5,0,0,,0,62,851,13.7,5,jonathan-adams-jr-1
174,Charlie Kolar,Iowa State,Big 12,13,51,697,13.7,7,0,0,,0,51,697,13.7,7,charlie-kolar-1
175,Isaiah Hodgins,Oregon State,Pac-12,12,86,1171,13.6,13,0,0,,0,86,1171,13.6,13,isaiah-hodgins-1
176,Brycen Hopkins,Purdue,Big Ten,11,61,830,13.6,7,0,0,,0,61,830,13.6,7,brycen-hopkins-1
177,Laviska Shenault Jr.,Colorado,Pac-12,11,56,764,13.6,4,23,161,7,2,79,925,11.7,6,laviska-shenault-jr-1
178,Nick Westbrook,Indiana,Big Ten,11,42,572,13.6,5,0,0,,0,42,572,13.6,5,nick-westbrook-1
179,Freddie Swain,Florida,SEC,12,38,517,13.6,7,4,27,6.8,0,42,544,13,7,freddie-swain-1
180,Antwan Davis,Ball State,MAC,12,38,516,13.6,3,0,0,,0,38,516,13.6,3,antwan-davis-2
181,Ardell Brown,Connecticut,American,9,27,368,13.6,2,0,0,,0,27,368,13.6,2,ardell-brown-1
182,Amon-Ra St. Brown,USC,Pac-12,13,77,1042,13.5,6,7,60,8.6,1,84,1102,13.1,7,amon-ra-st-brown-1
183,Nikko Remigio,California,Pac-12,10,38,513,13.5,3,3,8,2.7,0,41,521,12.7,3,nikko-remigio-1
184,Isaiah Likely,Coastal Carolina,Sun Belt,12,32,431,13.5,5,0,0,,0,32,431,13.5,5,isaiah-likely-1
185,Van Jefferson,Florida,SEC,12,49,657,13.4,6,1,7,7,0,50,664,13.3,6,van-jefferson-1
186,Ty Fryfogle,Indiana,Big Ten,12,45,604,13.4,3,0,0,,0,45,604,13.4,3,ty-fryfogle-1
187,Jarrin Pierce,Middle Tennessee State,CUSA,12,42,562,13.4,4,1,9,9,0,43,571,13.3,4,jarrin-pierce-1
188,Deven Thompkins,Utah State,MWC,12,40,536,13.4,4,6,77,12.8,1,46,613,13.3,5,deven-thompkins-1
189,Josh Palmer,Tennessee,SEC,11,34,457,13.4,1,2,4,2,0,36,461,12.8,1,josh-palmer-1
190,Deddrick Thomas,Mississippi State,SEC,13,30,401,13.4,2,1,5,5,0,31,406,13.1,2,deddrick-thomas-1
191,Austin Mack,Ohio State,Big Ten,10,27,361,13.4,3,0,0,,0,27,361,13.4,3,austin-mack-1
192,K.D. Nixon,Colorado,Pac-12,12,35,465,13.3,3,5,19,3.8,0,40,484,12.1,3,kd-nixon-1
193,Rondale Moore,Purdue,Big Ten,4,29,387,13.3,2,3,3,1,0,32,390,12.2,2,rondale-moore-1
194,Chris Autman-Bell,Minnesota,Big Ten,13,28,371,13.3,5,0,0,,0,28,371,13.3,5,chris-autman-bell-1
195,Kevin Shaa,Liberty,Ind,9,26,346,13.3,2,0,0,,0,26,346,13.3,2,kevin-shaa-1
196,Jhamon Ausbon,Texas A&M,SEC,13,66,872,13.2,5,0,0,,0,66,872,13.2,5,jhamon-ausbon-1
197,Sam Crawford Jr.,Tulsa,American,11,59,777,13.2,5,0,0,,0,59,777,13.2,5,sam-crawford-jr-1
198,Jesse Matthews,San Diego State,MWC,13,48,633,13.2,2,1,7,7,0,49,640,13.1,2,jesse-matthews-1
199,Josh Pederson,Louisiana-Monroe,Sun Belt,12,43,567,13.2,9,0,0,,0,43,567,13.2,9,josh-pederson-1
200,Devin Duvernay,Texas,Big 12,13,106,1386,13.1,9,10,24,2.4,1,116,1410,12.2,10,devin-duvernay-1
201,Justyn Ross,Clemson,ACC,14,66,865,13.1,8,0,0,,0,66,865,13.1,8,justyn-ross-1
202,Dezmon Patmon,Washington State,Pac-12,13,58,762,13.1,8,0,0,,0,58,762,13.1,8,dezmon-patmon-1
203,Shermar Thornton,Florida International,CUSA,12,51,668,13.1,5,0,0,,0,51,668,13.1,5,shermar-thornton-1
204,Tay Martin,Washington State,Pac-12,12,43,564,13.1,4,0,0,,0,43,564,13.1,4,tay-martin-1
205,Jamal Bell,Louisiana,Sun Belt,13,34,445,13.1,1,0,0,,0,34,445,13.1,1,jamal-bell-1
206,Mitchell Brinkman,Northern Illinois,MAC,12,34,445,13.1,3,0,0,,0,34,445,13.1,3,mitchell-brinkman-1
207,Zachari Jackson,Louisiana-Monroe,Sun Belt,12,30,392,13.1,1,0,0,,0,30,392,13.1,1,zachari-jackson-1
208,Jared Smart,Hawaii,MWC,15,87,1129,13,5,0,0,,0,87,1129,13,5,jared-smart-1
209,Mike Carrigan,Kent State,MAC,10,44,570,13,5,0,0,,0,44,570,13,5,mike-carrigan-1
210,Talon Shumway,Brigham Young,Ind,13,43,561,13,4,0,0,,0,43,561,13,4,talon-shumway-1
211,T.J. Simmons,West Virginia,Big 12,10,35,455,13,4,1,-4,-4,0,36,451,12.5,4,tj-simmons-4
212,Tyrice Richie,Northern Illinois,MAC,11,32,415,13,4,5,35,7,0,37,450,12.2,4,tyrice-richie-1
213,Tayvion Robinson,Virginia Tech,ACC,12,31,404,13,1,11,132,12,0,42,536,12.8,1,tayvion-robinson-1
214,Tony Gaiter IV,Florida International,CUSA,13,50,647,12.9,4,0,0,,0,50,647,12.9,4,tony-gaiter-iv-1
215,Jack Sorenson,Miami (OH),MAC,11,44,568,12.9,4,0,0,,0,44,568,12.9,4,jack-sorenson-1
216,Josiah Deguara,Cincinnati,American,13,39,504,12.9,7,0,2,,1,39,506,13,8,josiah-deguara-1
217,Carlos Strickland,UTSA,CUSA,12,38,492,12.9,4,0,0,,0,38,492,12.9,4,carlos-strickland-1
218,Zakhari Franklin,UTSA,CUSA,9,38,491,12.9,3,0,0,,0,38,491,12.9,3,zakhari-franklin-1
219,Donovan Peoples-Jones,Michigan,Big Ten,11,34,438,12.9,6,2,-7,-3.5,0,36,431,12,6,donovan-peoples-jones-1
220,Stephen Guidry,Mississippi State,SEC,11,30,387,12.9,5,0,0,,0,30,387,12.9,5,stephen-guidry-1
221,Ryan Luehrman,Ohio,MAC,12,28,360,12.9,5,0,0,,0,28,360,12.9,5,ryan-luehrman-1
222,Tarik Black,Michigan,Big Ten,11,25,323,12.9,1,0,0,,0,25,323,12.9,1,tarik-black-1
223,Andrew Parchment,Kansas,Big 12,12,65,831,12.8,7,1,0,0,0,66,831,12.6,7,andrew-parchment-1
224,John Mitchell,Florida Atlantic,CUSA,14,38,488,12.8,5,0,0,,0,38,488,12.8,5,john-mitchell-1
225,Mike Harley,Miami (FL),ACC,12,38,485,12.8,3,4,22,5.5,0,42,507,12.1,3,mike-harley-1
226,Sam Pinckney,Georgia State,Sun Belt,9,36,460,12.8,5,0,0,,0,36,460,12.8,5,sam-pinckney-1
